"Date","UNH","Price"
2007-07-13,42,52.98
2007-07-20,45,51.32
2007-07-27,45,49.13
2007-08-03,40,47.5
2007-08-10,44,47.48
2007-08-17,51,49.8
2007-08-24,46,49.61
2007-08-31,58,50.01
2007-09-07,79,49.19
2007-09-14,75,49.91
2007-09-21,58,49.91
2007-09-28,62,48.43
2007-10-05,70,47.7
2007-10-12,64,49.69
2007-10-19,58,47.45
2007-10-26,61,47.99
2007-11-02,64,48.94
2007-11-09,63,51.67
2007-11-16,60,53.42
2007-11-23,51,54.07
2007-11-30,68,55
2007-12-07,70,56.65
2007-12-14,61,56.73
2007-12-21,57,58.99
2007-12-28,39,58.28
2008-01-04,56,56
2008-01-11,54,55.91
2008-01-18,51,54.4
2008-01-25,57,50
2008-02-01,58,50.1
2008-02-08,56,48.2
2008-02-15,56,47.74
2008-02-22,54,47.36
2008-02-29,63,46.48
2008-03-07,59,45.21
2008-03-14,58,37.19
2008-03-28,64,34.4
2008-04-04,63,36.5
2008-04-11,56,35.87
2008-04-18,57,37.25
2008-04-25,49,33.99
2008-05-02,55,33.47
2008-05-09,54,32.94
2008-05-16,46,32.32
2008-05-23,41,34.75
2008-05-30,34,34.21
2008-06-06,37,33.03
2008-06-13,34,30.74
2008-06-20,42,27.12
2008-06-27,40,26.01
2008-07-11,39,22.16
2008-07-18,46,23.9
2008-07-25,43,27.45
2008-08-01,42,28.13
2008-08-08,48,31
2008-08-15,41,33.01
2008-08-22,44,30.61
2008-08-29,51,30.45
2008-09-05,63,27.71
2008-09-12,60,29.61
2008-09-19,63,26.79
2008-09-26,65,25.81
2008-10-03,67,24.11
2008-10-10,70,17.35
2008-10-17,60,24.39
2008-10-24,58,22.91
2008-10-31,63,23.73
2008-11-07,56,22.43
2008-11-14,58,20.02
2008-11-21,56,17.15
2008-11-28,44,21.01
2008-12-05,59,21.41
2008-12-12,69,23.54
2008-12-19,57,26.49
2008-12-26,34,26.3
2009-01-02,40,27.59
2009-01-09,51,26.45
2009-01-16,54,25.5
2009-01-23,59,28.04
2009-01-30,55,28.33
2009-02-06,53,28.94
2009-02-13,56,28.96
2009-02-20,54,27.98
2009-02-27,61,19.65
2009-03-06,61,17.9
2009-03-13,56,21.36
2009-03-20,51,20.63
2009-03-27,58,21.08
2009-04-03,82,20.54
2009-04-17,61,24.14
2009-04-24,51,23.06
2009-05-01,45,22.97
2009-05-08,49,28.87
2009-05-15,42,27.51
2009-05-22,37,26.3
2009-05-29,35,26.6
2009-06-05,32,27.1
2009-06-12,35,24.21
2009-06-19,37,25.43
2009-06-26,33,24.77
2009-07-10,36,24.67
2009-07-17,39,25.09
2009-07-24,42,27.32
2009-07-31,42,28.06
2009-08-07,39,26.51
2009-08-14,41,28.06
2009-08-21,44,28.92
2009-08-28,55,28.18
2009-09-04,66,28.88
2009-09-11,57,29.07
2009-09-18,58,28.58
2009-09-25,55,25.34
2009-10-02,51,24.28
2009-10-09,50,24.67
2009-10-16,51,24.45
2009-10-23,53,25.85
2009-10-30,50,25.95
2009-11-06,52,28.67
2009-11-13,48,29.08
2009-11-20,48,28.56
2009-11-27,46,29.44
2009-12-04,57,27.46
2009-12-11,58,30.48
2009-12-18,44,31.54
2010-01-08,44,32.7
2010-01-15,42,33.75
2010-01-22,48,33.16
2010-01-29,51,33
2010-02-05,50,32.54
2010-02-12,47,32.18
2010-02-19,48,31.94
2010-02-26,47,33.86
2010-03-05,48,33.74
2010-03-12,48,32.91
2010-03-19,42,34.39
2010-03-26,60,32.63
2010-04-09,49,32.26
2010-04-16,56,30.73
2010-04-23,44,30.95
2010-04-30,49,30.31
2010-05-07,44,29.02
2010-05-14,39,30.39
2010-05-21,40,28.7
2010-05-28,34,29.07
2010-06-04,32,30.34
2010-06-11,34,30.67
2010-06-18,32,31.33
2010-06-25,32,29.88
2010-07-02,31,28.3
2010-07-09,31,29.97
2010-07-16,37,30.34
2010-07-23,34,30.92
2010-07-30,36,30.45
2010-08-06,38,33.45
2010-08-13,38,32.03
2010-08-20,46,31.61
2010-08-27,51,32.37
2010-09-03,56,33.91
2010-09-10,57,34.49
2010-09-17,53,34.13
2010-09-24,57,35.73
2010-10-01,49,35.43
2010-10-08,54,34.35
2010-10-15,52,35.98
2010-10-22,58,37.26
2010-10-29,56,36.05
2010-11-05,51,36.86
2010-11-12,55,36.67
2010-11-19,57,36
2010-11-26,40,35.88
2010-12-03,55,37.82
2010-12-10,63,36.67
2010-12-17,59,35.05
2010-12-31,36,36.11
2011-01-07,47,38.45
2011-01-14,42,40.77
2011-01-21,49,40.41
2011-01-28,55,40.93
2011-02-04,54,42.49
2011-02-11,53,42.38
2011-02-18,50,42.84
2011-02-25,48,42.52
2011-03-04,56,44.45
2011-03-11,51,43.59
2011-03-18,45,42.6
2011-03-25,65,43.75
2011-04-01,73,45.61
2011-04-08,54,44.38
2011-04-15,53,44.98
2011-04-29,48,49.23
2011-05-06,47,50.12
2011-05-13,42,49.95
2011-05-20,43,49.74
2011-05-27,33,48.3
2011-06-03,29,48.85
2011-06-10,34,49.41
2011-06-17,29,49.96
2011-06-24,34,50.46
2011-07-01,32,53.13
2011-07-08,31,52.08
2011-07-15,35,51.97
2011-07-22,36,52.75
2011-07-29,32,49.63
2011-08-05,35,45.56
2011-08-12,35,44.81
2011-08-19,39,43.32
2011-08-26,50,45.72
2011-09-02,63,45.73
2011-09-09,56,45.52
2011-09-16,55,50.76
2011-09-23,52,47.6
2011-09-30,55,46.12
2011-10-07,53,44.89
2011-10-14,55,47.22
2011-10-21,60,47.92
2011-10-28,60,48.85
2011-11-04,58,45.58
2011-11-11,72,47.13
2011-11-18,59,44.55
2011-11-25,42,43.67
2011-12-02,56,48.23
2011-12-09,54,48.91
2011-12-16,52,49
2011-12-23,34,51.35
2011-12-30,33,50.68
2012-01-06,38,52.78
2012-01-13,48,52.7
2012-01-20,46,52.27
2012-01-27,62,51.02
2012-02-03,55,51.31
2012-02-10,50,53.32
2012-02-17,52,54.68
2012-02-24,51,55.65
2012-03-02,48,55.84
2012-03-09,49,55.78
2012-03-16,43,55.59
2012-03-23,49,53.66
2012-03-30,48,58.94
2012-04-13,51,58.05
2012-04-20,48,59.51
2012-04-27,47,57.91
2012-05-04,50,54.72
2012-05-11,47,55.2
2012-05-18,43,53.99
2012-05-25,35,56.12
2012-06-01,28,55.04
2012-06-08,29,58
2012-06-15,28,58.9
2012-06-22,32,59.07
2012-06-29,33,58.5
2012-07-06,29,55.82
2012-07-13,30,55.2
2012-07-20,33,55.41
2012-07-27,33,53.34
2012-08-03,34,51.61
2012-08-10,34,51.9
2012-08-17,37,53.13
2012-08-24,47,54.16
2012-08-31,70,54.3
2012-09-07,61,54.88
2012-09-14,59,54.25
2012-09-21,54,56.18
2012-09-28,55,55.41
2012-10-05,57,57.13
2012-10-12,72,57.07
2012-10-19,90,55.66
2012-10-26,64,55.78
2012-11-02,53,56.05
2012-11-09,53,52.9
2012-11-16,55,51.9
2012-11-23,42,53.92
2012-11-30,58,54.39
2012-12-07,58,53.87
2012-12-14,48,54.05
2012-12-21,36,55.03
2012-12-28,31,53.86
2013-01-04,37,52.09
2013-01-11,44,52.82
2013-01-18,46,54.56
2013-01-25,59,56.04
2013-02-01,52,55.77
2013-02-08,48,57.74
2013-02-15,48,57.32
2013-02-22,49,54.47
2013-03-01,51,53.52
2013-03-08,54,53.81
2013-03-15,40,54.73
2013-03-22,52,54.46
2013-04-05,54,62.1
2013-04-12,63,63.03
2013-04-19,46,60.04
2013-04-26,48,59.48
2013-05-03,52,58.92
2013-05-10,42,62.91
2013-05-17,42,62.84
2013-05-24,38,62.06
2013-05-31,27,62.63
2013-06-07,31,62.57
2013-06-14,30,63.8
2013-06-21,28,63.9
2013-06-28,28,65.48
2013-07-05,27,66.17
2013-07-12,33,68
2013-07-19,34,71.45
2013-07-26,35,72.21
2013-08-02,34,72.26
2013-08-09,36,72.93
2013-08-16,38,71.43
2013-08-23,47,72.54
2013-08-30,67,71.74
2013-09-06,64,74.06
2013-09-13,65,74.48
2013-09-20,57,70.57
2013-09-27,55,71.99
2013-10-04,54,72.99
2013-10-11,54,74.27
2013-10-18,55,68.76
2013-10-25,52,67.62
2013-11-01,57,68.63
2013-11-08,53,70.5
2013-11-15,56,71.87
2013-11-22,56,73.74
2013-11-29,46,74.48
2013-12-06,74,73.5
2013-12-13,59,70.48
2013-12-20,60,73.35
2013-12-27,30,74.69
2014-01-03,34,75.1
2014-01-10,40,74.7
2014-01-17,47,72.52
2014-01-24,57,71.6
2014-01-31,57,72.28
2014-02-07,49,71.36
2014-02-14,50,73.52
2014-02-21,52,73.81
2014-02-28,48,77.27
2014-03-07,49,77.4
2014-03-14,38,75.7
2014-03-21,58,81.34
2014-03-28,56,81.62
2014-04-04,55,81.53
2014-04-11,48,78.95
2014-04-25,50,75.66
