"Date","MMM","Price"
2008-02-08,36,78.56
2008-02-15,40,79.95
2008-02-22,37,79.67
2008-02-29,38,78.4
2008-03-07,38,76.51
2008-03-14,36,77.53
2008-03-28,39,77.95
2008-04-04,44,80.52
2008-04-11,44,78.47
2008-04-18,42,82.9
2008-04-25,42,77.82
2008-05-02,40,78.55
2008-05-09,42,76.32
2008-05-16,39,78.66
2008-05-23,39,75.81
2008-05-30,37,77.56
2008-06-06,39,74.86
2008-06-13,41,76.12
2008-06-20,38,73.02
2008-06-27,38,69.51
2008-07-11,41,68.72
2008-07-18,39,68.94
2008-07-25,42,70.95
2008-08-01,42,70.15
2008-08-08,39,73.48
2008-08-15,38,73.49
2008-08-22,37,72.28
2008-08-29,42,71.6
2008-09-05,35,69.19
2008-09-12,39,70.15
2008-09-19,41,72.68
2008-09-26,39,69.45
2008-10-03,37,64.6
2008-10-10,42,54.26
2008-10-17,39,56.49
2008-10-24,41,59.61
2008-10-31,39,64.3
2008-11-07,38,64.83
2008-11-14,41,63.06
2008-11-21,41,61.3
2008-11-28,39,66.93
2008-12-05,45,59.85
2008-12-12,49,56.04
2008-12-19,39,56.62
2008-12-26,42,55.74
2009-01-02,40,59.19
2009-01-09,43,57.74
2009-01-16,39,56.42
2009-01-23,41,52.9
2009-01-30,40,53.79
2009-02-06,39,52.39
2009-02-13,42,49.42
2009-02-20,40,47.25
2009-02-27,40,45.46
2009-03-06,43,41.83
2009-03-13,40,48
2009-03-20,40,45.93
2009-03-27,41,50.33
2009-04-03,44,52.11
2009-04-17,38,53.81
2009-04-24,42,57
2009-05-01,42,57.88
2009-05-08,40,60.09
2009-05-15,40,57.92
2009-05-22,38,56.07
2009-05-29,38,57.1
2009-06-05,39,60.94
2009-06-12,41,61
2009-06-19,38,59.37
2009-06-26,37,59.26
2009-07-10,40,59.79
2009-07-17,42,62.92
2009-07-24,42,69.42
2009-07-31,39,70.52
2009-08-07,40,72.9
2009-08-14,42,71.32
2009-08-21,44,72.64
2009-08-28,43,71.92
2009-09-04,44,71.35
2009-09-11,46,74
2009-09-18,44,74.62
2009-09-25,44,73.8
2009-10-02,48,71.93
2009-10-09,51,74.73
2009-10-16,44,76.02
2009-10-23,48,77.82
2009-10-30,42,73.57
2009-11-06,43,75.41
2009-11-13,41,77.32
2009-11-20,43,76.64
2009-11-27,44,76.75
2009-12-04,43,78.24
2009-12-11,40,81.75
2009-12-18,37,80.97
2010-01-08,38,84.32
2010-01-15,40,83.37
2010-01-22,41,81.48
2010-01-29,41,80.49
2010-02-05,38,78.54
2010-02-12,37,79.18
2010-02-19,38,81.52
2010-02-26,40,80.15
2010-03-05,41,82.44
2010-03-12,40,81.38
2010-03-19,39,81.96
2010-03-26,40,81
2010-04-09,42,83.49
2010-04-16,40,83.76
2010-04-23,41,86.58
2010-04-30,44,88.67
2010-05-07,41,82.63
2010-05-14,42,84.68
2010-05-21,44,80.7
2010-05-28,39,79.31
2010-06-04,41,76.1
2010-06-11,39,78.3
2010-06-18,38,81.18
2010-06-25,39,78.9
2010-07-02,40,77.67
2010-07-09,41,82.16
2010-07-16,41,80.95
2010-07-23,40,86.17
2010-07-30,44,85.54
2010-08-06,43,87.29
2010-08-13,43,84.01
2010-08-20,45,80.66
2010-08-27,45,81
2010-09-03,44,83.48
2010-09-10,42,83.94
2010-09-17,40,86.07
2010-09-24,45,86.96
2010-10-01,43,87.62
2010-10-08,47,89.16
2010-10-15,44,89.14
2010-10-22,43,90.44
2010-10-29,39,84.22
2010-11-05,40,86.34
2010-11-12,42,86.24
2010-11-19,39,85.01
2010-11-26,39,84.4
2010-12-03,38,86.94
2010-12-10,41,84.32
2010-12-17,43,86.37
2010-12-31,42,86.3
2011-01-07,42,86.23
2011-01-14,43,88.1
2011-01-21,48,89.29
2011-01-28,49,87.44
2011-02-04,49,88.29
2011-02-11,54,91.8
2011-02-18,50,92.96
2011-02-25,49,90.25
2011-03-04,50,92.19
2011-03-11,48,91.61
2011-03-18,48,88.98
2011-03-25,50,92.27
2011-04-01,50,93.13
2011-04-08,52,93.22
2011-04-15,53,92.82
2011-04-29,56,97.21
2011-05-06,55,95.6
2011-05-13,59,96.01
2011-05-20,56,93.56
2011-05-27,53,93.47
2011-06-03,54,90.7
2011-06-10,57,90.73
2011-06-17,57,91.78
2011-06-24,63,90.89
2011-07-01,64,96.67
2011-07-08,64,97.62
2011-07-15,65,95.47
2011-07-22,62,95.38
2011-07-29,64,87.14
2011-08-05,72,82.75
2011-08-12,77,82.54
2011-08-19,76,76.87
2011-08-26,75,80.01
2011-09-02,74,79.35
2011-09-09,72,76.65
2011-09-16,72,80.53
2011-09-23,79,73.99
2011-09-30,83,71.79
2011-10-07,77,73.82
2011-10-14,74,78.89
2011-10-21,74,80.48
2011-10-28,76,81
2011-11-04,74,79.3
2011-11-11,79,82.29
2011-11-18,79,80.54
2011-11-25,90,76.13
2011-12-02,85,79.76
2011-12-09,84,82.2
2011-12-16,86,78.87
2011-12-23,93,82.2
2011-12-30,100,81.73
2012-01-06,92,83.37
2012-01-13,84,83.6
2012-01-20,71,85.65
2012-01-27,46,87.46
2012-02-03,46,87.73
2012-02-10,49,87.14
2012-02-17,47,87.56
2012-02-24,49,88.2
2012-03-02,50,87.52
2012-03-09,48,86.8
2012-03-16,51,89.56
2012-03-23,51,88.46
2012-03-30,50,89.21
2012-04-13,51,85.69
2012-04-20,47,87.48
2012-04-27,50,89.36
2012-05-04,53,88.67
2012-05-11,53,86.73
2012-05-18,54,83.51
2012-05-25,51,84.78
2012-06-01,58,82.85
2012-06-08,51,86
2012-06-15,49,87.44
2012-06-22,51,86.83
2012-06-29,49,89.6
2012-07-06,48,88.99
2012-07-13,47,87.59
2012-07-20,47,89.99
2012-07-27,49,91.71
2012-08-03,47,91.7
2012-08-10,51,92.29
2012-08-17,49,94.24
2012-08-24,47,92.83
2012-08-31,44,92.6
2012-09-07,43,92.82
2012-09-14,45,93.98
2012-09-21,44,93.21
2012-09-28,43,92.42
2012-10-05,43,94.96
2012-10-12,46,92.75
2012-10-19,43,92.94
2012-10-26,45,88.03
2012-11-02,44,88.97
2012-11-09,50,88.81
2012-11-16,55,88.5
2012-11-23,45,90.28
2012-11-30,43,90.95
2012-12-07,43,91.51
2012-12-14,41,92.28
2012-12-21,43,93.1
2012-12-28,43,91.78
2013-01-04,49,95.37
2013-01-11,45,96.28
2013-01-18,46,98.74
2013-01-25,52,100.59
2013-02-01,50,101.56
2013-02-08,46,102.66
2013-02-15,49,103.23
2013-02-22,48,103.54
2013-03-01,46,103.77
2013-03-08,51,105.71
2013-03-15,49,106.4
2013-03-22,48,106.42
2013-04-05,52,105.78
2013-04-12,52,107.68
2013-04-19,50,105.71
2013-04-26,48,103.79
2013-05-03,52,107.83
2013-05-10,48,110.48
2013-05-17,51,111.39
2013-05-24,53,110.27
2013-05-31,61,110.27
2013-06-07,52,111.11
2013-06-14,50,111.03
2013-06-21,49,109.59
2013-06-28,48,109.35
2013-07-05,46,111.54
2013-07-12,48,115.14
2013-07-19,47,116.19
2013-07-26,47,116.91
2013-08-02,45,118.26
2013-08-09,46,118.31
2013-08-16,47,115.9
2013-08-23,48,114.4
2013-08-30,49,113.58
2013-09-06,46,115.04
2013-09-13,46,118.6
2013-09-20,46,120.01
2013-09-27,47,120.22
2013-10-04,44,119.4
2013-10-11,45,120.72
2013-10-18,41,122.84
2013-10-25,42,124.42
2013-11-01,41,125.9
2013-11-08,43,127.99
2013-11-15,42,129.85
2013-11-22,41,131.02
2013-11-29,43,133.51
2013-12-06,43,128.61
2013-12-13,42,126.43
2013-12-20,42,136.72
2013-12-27,41,139.35
2014-01-03,44,138.45
2014-01-10,44,136.18
2014-01-17,43,137.31
2014-01-24,55,130.22
2014-01-31,67,128.19
2014-02-07,58,130.33
2014-02-14,53,132.12
2014-02-21,55,131.57
2014-02-28,55,134.73
2014-03-07,57,134.11
2014-03-14,66,129.83
2014-03-21,72,133.12
2014-03-28,76,134.2
2014-04-04,85,135.86
2014-04-11,85,132.39
2014-04-25,93,136.56
