"Date","UTX","Price"
2009-01-30,41,47.99
2009-02-06,45,49.03
2009-02-13,51,47.09
2009-02-20,42,43.99
2009-02-27,53,40.83
2009-03-06,53,38.54
2009-03-13,70,40.57
2009-03-20,50,40.53
2009-03-27,49,44.48
2009-04-03,46,45.63
2009-04-17,48,47.32
2009-04-24,52,49.37
2009-05-01,45,49.52
2009-05-08,39,53.55
2009-05-15,38,51.28
2009-05-22,35,51.04
2009-05-29,35,52.61
2009-06-05,45,56.39
2009-06-12,39,55.84
2009-06-19,39,54.2
2009-06-26,39,51.55
2009-07-10,34,49.64
2009-07-17,37,53.8
2009-07-24,46,52.23
2009-07-31,51,54.47
2009-08-07,43,55.59
2009-08-14,49,57.21
2009-08-21,39,58.71
2009-08-28,49,59.64
2009-09-04,49,60.52
2009-09-11,39,61.99
2009-09-18,37,62.82
2009-09-25,35,61.54
2009-10-02,33,59.63
2009-10-09,33,62.17
2009-10-16,39,64.89
2009-10-23,43,65.81
2009-10-30,39,61.45
2009-11-06,28,65.07
2009-11-13,37,67.99
2009-11-20,28,67.97
2009-11-27,38,67.2
2009-12-04,32,68.32
2009-12-11,33,69.4
2009-12-18,34,69.46
2010-01-08,37,70.63
2010-01-15,45,71.99
2010-01-22,38,69.08
2010-01-29,40,67.48
2010-02-05,40,66.5
2010-02-12,34,65.69
2010-02-19,37,68.52
2010-02-26,37,68.65
2010-03-05,42,71.25
2010-03-12,41,71.53
2010-03-19,32,73.24
2010-03-26,31,73.62
2010-04-09,32,73.99
2010-04-16,33,73.69
2010-04-23,39,76.47
2010-04-30,39,74.95
2010-05-07,41,69.46
2010-05-14,35,71.58
2010-05-21,42,66.44
2010-05-28,39,67.38
2010-06-04,33,65.14
2010-06-11,32,66.23
2010-06-18,34,69.18
2010-06-25,42,67.86
2010-07-02,29,64.29
2010-07-09,30,67.51
2010-07-16,34,66.03
2010-07-23,40,70.9
2010-07-30,32,71.1
2010-08-06,43,72.73
2010-08-13,35,70.7
2010-08-20,32,68.12
2010-08-27,32,66.57
2010-09-03,27,68.26
2010-09-10,30,68.89
2010-09-17,25,69.53
2010-09-24,40,71.5
2010-10-01,35,71.13
2010-10-08,34,72.91
2010-10-15,29,74.1
2010-10-22,37,74.94
2010-10-29,29,74.77
2010-11-05,33,76.75
2010-11-12,29,74.88
2010-11-19,23,75.31
2010-11-26,24,75.28
2010-12-03,31,78.74
2010-12-10,28,78.4
2010-12-17,30,78.8
2010-12-31,26,78.72
2011-01-07,38,79.08
2011-01-14,27,79.08
2011-01-21,33,80.2
2011-01-28,32,81.43
2011-02-04,30,82.52
2011-02-11,35,85.2
2011-02-18,31,85.01
2011-02-25,25,83.37
2011-03-04,28,82.86
2011-03-11,24,81.28
2011-03-18,24,80.16
2011-03-25,29,83.52
2011-04-01,33,85.32
2011-04-08,27,84.81
2011-04-15,38,83.45
2011-04-29,34,89.58
2011-05-06,34,89.21
2011-05-13,31,88.98
2011-05-20,30,87.5
2011-05-27,31,86.33
2011-06-03,26,83.24
2011-06-10,18,82.7
2011-06-17,23,84.57
2011-06-24,33,84.33
2011-07-01,37,90.13
2011-07-08,28,90.35
2011-07-15,41,88.32
2011-07-22,39,87.7
2011-07-29,33,82.84
2011-08-05,47,74.14
2011-08-12,50,72.45
2011-08-19,42,67.45
2011-08-26,35,71.56
2011-09-02,27,71.04
2011-09-09,30,70.53
2011-09-16,35,75.5
2011-09-23,63,68.92
2011-09-30,37,70.36
2011-10-07,30,71.46
2011-10-14,28,74.64
2011-10-21,43,75.56
2011-10-28,31,79.51
2011-11-04,29,77.8
2011-11-11,27,79.83
2011-11-18,29,76.11
2011-11-25,23,71.04
2011-12-02,36,76.54
2011-12-09,30,76.31
2011-12-16,32,72.39
2011-12-23,26,74.18
2011-12-30,30,73.09
2012-01-06,37,73.9
2012-01-13,35,76.08
2012-01-20,36,76.69
2012-01-27,33,77.62
2012-02-03,35,81.05
2012-02-10,36,83.5
2012-02-17,38,83.78
2012-02-24,27,83.97
2012-03-02,27,84.54
2012-03-09,30,83.55
2012-03-16,33,85.48
2012-03-23,24,81.8
2012-03-30,30,82.94
2012-04-13,34,79.8
2012-04-20,35,81
2012-04-27,35,82
2012-05-04,35,79.48
2012-05-11,22,77.18
2012-05-18,29,72.38
2012-05-25,31,73.02
2012-06-01,31,72.02
2012-06-08,39,75.5
2012-06-15,32,74.49
2012-06-22,25,75.2
2012-06-29,27,75.53
2012-07-06,30,74.09
2012-07-13,32,73.59
2012-07-20,29,74.23
2012-07-27,45,74.28
2012-08-03,29,76.81
2012-08-10,36,77.89
2012-08-17,31,80.37
2012-08-24,39,80.08
2012-08-31,33,79.85
2012-09-07,28,79.41
2012-09-14,40,82.45
2012-09-21,29,80.75
2012-09-28,26,78.29
2012-10-05,31,78.51
2012-10-12,25,75.96
2012-10-19,23,77.99
2012-10-26,28,78.2
2012-11-02,29,78.07
2012-11-09,34,75.84
2012-11-16,32,75.25
2012-11-23,28,78.61
2012-11-30,28,80.11
2012-12-07,29,80.99
2012-12-14,30,79.98
2012-12-21,36,82.54
2012-12-28,21,80.81
2013-01-04,35,84.98
2013-01-11,34,85.18
2013-01-18,36,86.95
2013-01-25,38,89.79
2013-02-01,31,89.84
2013-02-08,38,90.09
2013-02-15,32,90.78
2013-02-22,37,90.49
2013-03-01,41,90.13
2013-03-08,42,92.07
2013-03-15,40,93.28
2013-03-22,32,93.59
2013-04-05,35,92.64
2013-04-12,30,95.69
2013-04-19,33,93.22
2013-04-26,34,91.15
2013-05-03,30,93.11
2013-05-10,32,95.25
2013-05-17,33,97.35
2013-05-24,40,95.04
2013-05-31,31,94.9
2013-06-07,35,94.5
2013-06-14,29,94.02
2013-06-21,41,92.18
2013-06-28,30,92.94
2013-07-05,32,96.53
2013-07-12,44,99.83
2013-07-19,39,102.48
2013-07-26,49,104.97
2013-08-02,60,107.77
2013-08-09,44,105.62
2013-08-16,39,103.08
2013-08-23,35,102.8
2013-08-30,32,100.1
2013-09-06,36,103.23
2013-09-13,46,108.39
2013-09-20,49,109.58
2013-09-27,41,109.36
2013-10-04,45,104.27
2013-10-11,43,107.01
2013-10-18,43,107.74
2013-10-25,45,107.52
2013-11-01,40,107.51
2013-11-08,44,108.55
2013-11-15,39,108.59
2013-11-22,36,110.2
2013-11-29,39,110.86
2013-12-06,41,111.12
2013-12-13,43,107.35
2013-12-20,32,110.66
2013-12-27,34,112.8
2014-01-03,47,112.9
2014-01-10,27,113.83
2014-01-17,41,114.21
2014-01-24,48,111.8
2014-01-31,41,114.02
2014-02-07,46,110.73
2014-02-14,34,113.87
2014-02-21,34,115.38
2014-02-28,45,117.02
2014-03-07,41,118.31
2014-03-14,40,112.6
2014-03-21,38,114.57
2014-03-28,40,114.81
2014-04-04,45,118.18
2014-04-11,35,113.93
2014-04-25,50,117.21
