Date,PFE,Price
2011-12-23,21,21.83
2011-12-30,16,21.64
2012-01-06,23,21.57
2012-01-13,22,21.84
2012-01-20,23,21.90
2012-01-27,25,21.48
2012-02-03,26,21.20
2012-02-10,23,21.05
2012-02-17,23,21.19
2012-02-24,20,21.18
2012-03-02,24,21.41
2012-03-09,23,21.48
2012-03-16,21,21.94
2012-03-23,20,21.82
2012-03-30,22,22.65
2012-04-06,21,
2012-04-13,23,21.85
2012-04-20,20,22.56
2012-04-27,21,23.08
2012-05-04,21,22.38
2012-05-11,23,22.65
2012-05-18,24,22.57
2012-05-25,26,22.13
2012-06-01,24,21.64
2012-06-08,24,22.14
2012-06-15,26,22.61
2012-06-22,31,22.73
2012-06-29,25,23.00
2012-07-06,23,22.54
2012-07-13,19,22.81
2012-07-20,20,23.70
2012-07-27,20,23.83
2012-08-03,21,24.28
2012-08-10,19,23.94
2012-08-17,18,23.79
2012-08-24,22,24.01
2012-08-31,20,23.86
2012-09-07,18,24.24
2012-09-14,19,23.80
2012-09-21,21,24.52
2012-09-28,22,24.85
2012-10-05,22,25.52
2012-10-12,20,25.12
2012-10-19,21,25.76
2012-10-26,20,25.43
2012-11-02,19,24.55
2012-11-09,21,24.17
2012-11-16,20,23.86
2012-11-23,21,24.53
2012-11-30,21,25.02
2012-12-07,21,25.56
2012-12-14,21,25.18
2012-12-21,20,25.08
2012-12-28,14,24.89
2013-01-04,19,25.96
2013-01-11,22,26.52
2013-01-18,22,26.54
2013-01-25,22,27.00
2013-02-01,28,27.63
2013-02-08,23,26.88
2013-02-15,20,27.29
2013-02-22,22,27.38
2013-03-01,23,27.39
2013-03-08,24,28.19
2013-03-15,22,28.02
2013-03-22,23,28.38
2013-03-29,20,
2013-04-05,22,29.10
2013-04-12,26,30.67
2013-04-19,24,31.06
2013-04-26,25,30.09
2013-05-03,28,28.96
2013-05-10,26,28.72
2013-05-17,26,28.96
2013-05-24,27,29.04
2013-05-31,25,27.23
2013-06-07,28,28.26
2013-06-14,32,29.09
2013-06-21,27,28.46
2013-06-28,26,28.01
2013-07-05,22,27.97
2013-07-12,19,28.81
2013-07-19,21,29.09
2013-07-26,19,29.37
2013-08-02,21,29.37
2013-08-09,18,29.21
2013-08-16,17,28.37
2013-08-23,18,28.34
2013-08-30,18,28.21
2013-09-06,17,28.28
2013-09-13,18,28.51
2013-09-20,20,28.97
2013-09-27,22,28.88
2013-10-04,21,29.00
2013-10-11,21,28.72
2013-10-18,19,30.51
2013-10-25,21,30.61
2013-11-01,24,31.17
2013-11-08,21,31.32
2013-11-15,20,32.20
2013-11-22,20,32.12
2013-11-29,21,31.73
2013-12-06,21,31.54
2013-12-13,24,30.25
2013-12-20,21,30.25
2013-12-27,15,30.64
2014-01-03,16,30.52
2014-01-10,21,30.69
2014-01-17,21,31.09
2014-01-24,19,30.09
2014-01-31,25,30.40
2014-02-07,23,31.22
2014-02-14,22,31.94
2014-02-21,22,31.46
2014-02-28,24,32.11
2014-03-07,21,32.43
2014-03-14,24,31.23
2014-03-21,23,32.18
2014-03-28,21,31.88
2014-04-04,21,32.16
2014-04-11,24,29.86
2014-04-18,22,
2014-04-25,25,30.75
2014-05-02,31,
