Date,WMT,Price
2010-01-22,22,52.94
2010-01-29,26,53.43
2010-02-05,21,53.45
2010-02-12,26,52.90
2010-02-19,27,53.49
2010-02-26,21,54.07
2010-03-05,23,54.14
2010-03-12,19,53.90
2010-03-19,28,55.34
2010-03-26,27,55.51
2010-04-02,25,
2010-04-09,25,55.07
2010-04-16,25,54.11
2010-04-23,20,54.53
2010-04-30,22,53.64
2010-05-07,24,52.40
2010-05-14,23,52.12
2010-05-21,29,51.37
2010-05-28,22,50.56
2010-06-04,20,50.40
2010-06-11,17,50.86
2010-06-18,19,51.55
2010-06-25,20,48.80
2010-07-02,22,48.00
2010-07-09,24,49.43
2010-07-16,19,49.67
2010-07-23,20,51.67
2010-07-30,23,51.19
2010-08-06,20,51.79
2010-08-13,25,50.40
2010-08-20,27,50.22
2010-08-27,20,51.00
2010-09-03,23,52.04
2010-09-10,20,51.97
2010-09-17,20,53.01
2010-09-24,20,54.08
2010-10-01,21,53.36
2010-10-08,18,54.41
2010-10-15,21,53.35
2010-10-22,21,54.06
2010-10-29,17,54.17
2010-11-05,25,55.20
2010-11-12,25,54.13
2010-11-19,29,54.39
2010-11-26,18,53.74
2010-12-03,20,54.62
2010-12-10,27,54.28
2010-12-17,22,54.41
2010-12-24,19,
2010-12-31,24,53.93
2011-01-07,25,54.08
2011-01-14,24,54.81
2011-01-21,21,55.73
2011-01-28,23,56.70
2011-02-04,22,56.03
2011-02-11,21,55.69
2011-02-18,26,55.38
2011-02-25,30,51.75
2011-03-04,29,52.07
2011-03-11,26,52.59
2011-03-18,23,51.52
2011-03-25,25,52.35
2011-04-01,22,52.13
2011-04-08,20,52.54
2011-04-15,23,53.55
2011-04-22,21,
2011-04-29,22,54.98
2011-05-06,24,55.02
2011-05-13,22,55.72
2011-05-20,23,55.29
2011-05-27,18,54.70
2011-06-03,23,53.66
2011-06-10,22,52.72
2011-06-17,21,52.82
2011-06-24,26,52.41
2011-07-01,21,53.51
2011-07-08,23,54.08
2011-07-15,18,53.63
2011-07-22,20,54.52
2011-07-29,21,52.71
2011-08-05,32,50.85
2011-08-12,35,49.75
2011-08-19,27,52.30
2011-08-26,22,52.90
2011-09-02,21,52.03
2011-09-09,24,51.36
2011-09-16,21,52.65
2011-09-23,20,50.80
2011-09-30,23,51.90
2011-10-07,20,53.70
2011-10-14,21,55.46
2011-10-21,24,56.92
2011-10-28,26,57.15
2011-11-04,22,57.50
2011-11-11,24,59.20
2011-11-18,25,57.23
2011-11-25,20,56.89
2011-12-02,21,58.09
2011-12-09,25,58.32
2011-12-16,17,58.27
2011-12-23,23,59.99
2011-12-30,22,59.76
2012-01-06,24,59.00
2012-01-13,22,59.54
2012-01-20,23,61.01
2012-01-27,20,60.71
2012-02-03,21,62.03
2012-02-10,21,61.90
2012-02-17,21,62.48
2012-02-24,28,58.79
2012-03-02,25,59.01
2012-03-09,22,60.08
2012-03-16,19,60.84
2012-03-23,21,60.75
2012-03-30,21,61.20
2012-04-06,22,
2012-04-13,21,59.77
2012-04-20,19,62.45
2012-04-27,37,59.03
2012-05-04,22,58.70
2012-05-11,19,59.42
2012-05-18,23,62.43
2012-05-25,27,65.31
2012-06-01,24,65.55
2012-06-08,27,68.22
2012-06-15,24,67.75
2012-06-22,20,67.30
2012-06-29,25,69.72
2012-07-06,25,71.36
2012-07-13,25,73.18
2012-07-20,27,72.25
2012-07-27,24,74.52
2012-08-03,29,74.55
2012-08-10,23,73.68
2012-08-17,32,71.99
2012-08-24,24,72.11
2012-08-31,21,72.60
2012-09-07,18,73.82
2012-09-14,24,74.50
2012-09-21,22,74.45
2012-09-28,24,73.80
2012-10-05,23,75.13
2012-10-12,25,75.81
2012-10-19,23,75.62
2012-10-26,23,75.11
2012-11-02,24,72.77
2012-11-09,28,72.31
2012-11-16,31,68.03
2012-11-23,25,70.20
2012-11-30,24,72.02
2012-12-07,24,72.29
2012-12-14,22,68.75
2012-12-21,23,68.65
2012-12-28,21,67.61
2013-01-04,23,69.06
2013-01-11,25,68.63
2013-01-18,23,69.20
2013-01-25,20,69.00
2013-02-01,24,70.49
2013-02-08,20,71.48
2013-02-15,25,69.30
2013-02-22,33,70.40
2013-03-01,24,71.74
2013-03-08,25,73.03
2013-03-15,22,72.50
2013-03-22,22,74.28
2013-03-29,24,
2013-04-05,23,76.39
2013-04-12,26,78.56
2013-04-19,25,78.29
2013-04-26,22,79.04
2013-05-03,21,79.25
2013-05-10,23,78.89
2013-05-17,27,77.87
2013-05-24,25,77.31
2013-05-31,20,74.84
2013-06-07,23,76.33
2013-06-14,24,74.87
2013-06-21,20,73.51
2013-06-28,19,74.49
2013-07-05,18,75.21
2013-07-12,22,77.63
2013-07-19,21,78.08
2013-07-26,22,78.00
2013-08-02,21,78.75
2013-08-09,20,76.90
2013-08-16,27,74.11
2013-08-23,24,73.44
2013-08-30,23,72.98
2013-09-06,22,72.59
2013-09-13,21,74.36
2013-09-20,21,75.83
2013-09-27,24,74.36
2013-10-04,20,72.80
2013-10-11,21,74.82
2013-10-18,22,75.71
2013-10-25,18,76.08
2013-11-01,21,77.07
2013-11-08,20,77.96
2013-11-15,23,79.22
2013-11-22,21,79.81
2013-11-29,24,81.01
2013-12-06,21,79.94
2013-12-13,19,78.08
2013-12-20,20,77.43
2013-12-27,17,78.47
2014-01-03,20,78.65
2014-01-10,21,78.04
2014-01-17,20,76.19
2014-01-24,19,74.42
2014-01-31,22,74.68
2014-02-07,20,73.75
2014-02-14,20,75.79
2014-02-21,25,73.12
2014-02-28,22,74.70
2014-03-07,19,74.58
2014-03-14,19,74.28
2014-03-21,18,76.10
2014-03-28,20,76.01
2014-04-04,17,77.31
2014-04-11,20,76.50
2014-04-18,18,
2014-04-25,18,78.62
2014-05-02,18,
