Date,T,Price
2010-02-19,76,25.10
2010-02-26,81,24.81
2010-03-05,79,24.99
2010-03-12,76,25.62
2010-03-19,75,26.24
2010-03-26,78,26.24
2010-04-02,78,
2010-04-09,76,26.44
2010-04-16,75,25.93
2010-04-23,75,26.25
2010-04-30,76,26.06
2010-05-07,76,25.10
2010-05-14,75,25.40
2010-05-21,77,24.85
2010-05-28,76,24.30
2010-06-04,77,24.17
2010-06-11,79,25.29
2010-06-18,78,25.43
2010-06-25,75,24.79
2010-07-02,78,24.29
2010-07-09,79,24.83
2010-07-16,78,24.69
2010-07-23,77,25.54
2010-07-30,76,25.94
2010-08-06,78,26.54
2010-08-13,75,26.72
2010-08-20,76,26.45
2010-08-27,77,26.94
2010-09-03,75,27.44
2010-09-10,77,27.83
2010-09-17,77,28.17
2010-09-24,76,28.58
2010-10-01,76,28.81
2010-10-08,78,28.22
2010-10-15,77,28.33
2010-10-22,77,28.29
2010-10-29,75,28.52
2010-11-05,77,29.27
2010-11-12,79,28.46
2010-11-19,81,28.32
2010-11-26,78,27.93
2010-12-03,81,28.49
2010-12-10,82,28.89
2010-12-17,82,29.21
2010-12-24,79,
2010-12-31,79,29.38
2011-01-07,79,28.85
2011-01-14,78,28.43
2011-01-21,79,28.33
2011-01-28,79,27.49
2011-02-04,81,27.97
2011-02-11,83,28.47
2011-02-18,81,28.57
2011-02-25,82,28.13
2011-03-04,80,27.92
2011-03-11,80,28.46
2011-03-18,77,27.94
2011-03-25,84,28.85
2011-04-01,80,30.62
2011-04-08,80,30.71
2011-04-15,82,30.65
2011-04-22,81,
2011-04-29,81,31.12
2011-05-06,80,31.26
2011-05-13,83,31.41
2011-05-20,81,31.32
2011-05-27,82,31.29
2011-06-03,85,30.65
2011-06-10,87,30.34
2011-06-17,86,30.77
2011-06-24,85,30.44
2011-07-01,86,31.68
2011-07-08,89,31.14
2011-07-15,85,30.31
2011-07-22,84,30.32
2011-07-29,84,29.26
2011-08-05,83,28.93
2011-08-12,86,28.22
2011-08-19,89,27.99
2011-08-26,86,29.04
2011-09-02,86,28.05
2011-09-09,85,27.54
2011-09-16,88,28.94
2011-09-23,90,27.85
2011-09-30,87,28.52
2011-10-07,91,28.44
2011-10-14,89,29.17
2011-10-21,89,29.13
2011-10-28,87,29.74
2011-11-04,87,29.16
2011-11-11,93,29.42
2011-11-18,92,28.64
2011-11-25,91,27.41
2011-12-02,94,28.96
2011-12-09,93,29.03
2011-12-16,94,28.85
2011-12-23,88,29.87
2011-12-30,91,30.24
2012-01-06,89,29.68
2012-01-13,90,30.07
2012-01-20,91,30.51
2012-01-27,90,29.16
2012-02-03,97,29.95
2012-02-10,95,29.84
2012-02-17,92,30.01
2012-02-24,96,30.34
2012-03-02,95,30.87
2012-03-09,93,31.18
2012-03-16,95,31.59
2012-03-23,93,31.52
2012-03-30,93,31.23
2012-04-06,95,
2012-04-13,91,30.54
2012-04-20,93,30.86
2012-04-27,95,32.67
2012-05-04,92,32.86
2012-05-11,93,33.59
2012-05-18,92,33.66
2012-05-25,95,33.69
2012-06-01,99,33.90
2012-06-08,97,34.55
2012-06-15,100,35.71
2012-06-22,94,35.17
2012-06-29,95,35.66
2012-07-06,99,35.44
2012-07-13,93,35.35
2012-07-20,91,35.29
2012-07-27,93,37.14
2012-08-03,95,37.58
2012-08-10,94,37.49
2012-08-17,95,37.17
2012-08-24,98,36.95
2012-08-31,95,36.64
2012-09-07,93,37.30
2012-09-14,96,37.26
2012-09-21,98,38.08
2012-09-28,96,37.70
2012-10-05,96,37.86
2012-10-12,94,35.63
2012-10-19,91,35.32
2012-10-26,100,34.63
2012-11-02,89,34.93
2012-11-09,91,33.54
2012-11-16,95,33.14
2012-11-23,91,34.36
2012-11-30,97,34.13
2012-12-07,97,33.74
2012-12-14,96,34.01
2012-12-21,93,33.67
2012-12-28,90,33.32
2013-01-04,92,35.23
2013-01-11,92,34.27
2013-01-18,87,33.44
2013-01-25,91,34.02
2013-02-01,92,35.51
2013-02-08,88,35.27
2013-02-15,90,35.36
2013-02-22,90,35.68
2013-03-01,90,36.01
2013-03-08,93,36.68
2013-03-15,93,36.43
2013-03-22,92,36.43
2013-03-29,95,
2013-04-05,93,38.02
2013-04-12,96,38.59
2013-04-19,95,38.28
2013-04-26,92,37.04
2013-05-03,98,37.34
2013-05-10,92,37.36
2013-05-17,94,37.44
2013-05-24,96,36.75
2013-05-31,95,34.99
2013-06-07,94,35.45
2013-06-14,98,35.91
2013-06-21,95,34.47
2013-06-28,94,35.40
2013-07-05,95,35.83
2013-07-12,96,35.81
2013-07-19,98,35.81
2013-07-26,95,35.60
2013-08-02,93,35.77
2013-08-09,94,34.80
2013-08-16,94,34.18
2013-08-23,96,34.29
2013-08-30,93,33.83
2013-09-06,92,33.41
2013-09-13,93,34.32
2013-09-20,92,34.31
2013-09-27,90,33.98
2013-10-04,92,33.75
2013-10-11,93,34.20
2013-10-18,92,34.61
2013-10-25,91,35.19
2013-11-01,89,36.24
2013-11-08,87,35.17
2013-11-15,93,35.43
2013-11-22,92,35.42
2013-11-29,94,35.21
2013-12-06,91,34.53
2013-12-13,93,33.85
2013-12-20,90,34.30
2013-12-27,86,35.18
2014-01-03,89,34.80
2014-01-10,89,33.62
2014-01-17,89,33.70
2014-01-24,89,33.42
2014-01-31,91,33.32
2014-02-07,92,32.30
2014-02-14,89,33.15
2014-02-21,88,32.80
2014-02-28,93,31.93
2014-03-07,91,32.54
2014-03-14,90,32.49
2014-03-21,91,34.30
2014-03-28,91,35.07
2014-04-04,91,35.55
2014-04-11,90,35.20
2014-04-18,92,
2014-04-25,93,34.49
2014-05-02,93,
