Date,MMM,Price
2009-06-12,40,61.00
2009-06-19,37,59.37
2009-06-26,36,59.26
2009-07-03,37,
2009-07-10,40,59.79
2009-07-17,40,62.92
2009-07-24,41,69.42
2009-07-31,37,70.52
2009-08-07,42,72.90
2009-08-14,43,71.32
2009-08-21,44,72.64
2009-08-28,41,71.92
2009-09-04,44,71.35
2009-09-11,45,74.00
2009-09-18,42,74.62
2009-09-25,45,73.80
2009-10-02,48,71.93
2009-10-09,48,74.73
2009-10-16,43,76.02
2009-10-23,47,77.82
2009-10-30,42,73.57
2009-11-06,42,75.41
2009-11-13,41,77.32
2009-11-20,44,76.64
2009-11-27,44,76.75
2009-12-04,41,78.24
2009-12-11,39,81.75
2009-12-18,38,80.97
2009-12-25,39,
2010-01-01,40,
2010-01-08,37,84.32
2010-01-15,40,83.37
2010-01-22,39,81.48
2010-01-29,39,80.49
2010-02-05,38,78.54
2010-02-12,38,79.18
2010-02-19,37,81.52
2010-02-26,38,80.15
2010-03-05,40,82.44
2010-03-12,40,81.38
2010-03-19,38,81.96
2010-03-26,40,81.00
2010-04-02,40,
2010-04-09,42,83.49
2010-04-16,42,83.76
2010-04-23,39,86.58
2010-04-30,44,88.67
2010-05-07,41,82.63
2010-05-14,42,84.68
2010-05-21,44,80.70
2010-05-28,40,79.31
2010-06-04,41,76.10
2010-06-11,38,78.30
2010-06-18,39,81.18
2010-06-25,38,78.90
2010-07-02,42,77.67
2010-07-09,41,82.16
2010-07-16,42,80.95
2010-07-23,39,86.17
2010-07-30,42,85.54
2010-08-06,42,87.29
2010-08-13,42,84.01
2010-08-20,44,80.66
2010-08-27,44,81.00
2010-09-03,43,83.48
2010-09-10,41,83.94
2010-09-17,40,86.07
2010-09-24,44,86.96
2010-10-01,43,87.62
2010-10-08,47,89.16
2010-10-15,45,89.14
2010-10-22,41,90.44
2010-10-29,38,84.22
2010-11-05,39,86.34
2010-11-12,40,86.24
2010-11-19,38,85.01
2010-11-26,39,84.40
2010-12-03,38,86.94
2010-12-10,40,84.32
2010-12-17,42,86.37
2010-12-24,39,
2010-12-31,41,86.30
2011-01-07,42,86.23
2011-01-14,46,88.10
2011-01-21,48,89.29
2011-01-28,49,87.44
2011-02-04,49,88.29
2011-02-11,53,91.80
2011-02-18,49,92.96
2011-02-25,51,90.25
2011-03-04,48,92.19
2011-03-11,47,91.61
2011-03-18,48,88.98
2011-03-25,49,92.27
2011-04-01,50,93.13
2011-04-08,52,93.22
2011-04-15,55,92.82
2011-04-22,54,
2011-04-29,57,97.21
2011-05-06,54,95.60
2011-05-13,58,96.01
2011-05-20,55,93.56
2011-05-27,54,93.47
2011-06-03,55,90.70
2011-06-10,57,90.73
2011-06-17,56,91.78
2011-06-24,64,90.89
2011-07-01,64,96.67
2011-07-08,62,97.62
2011-07-15,62,95.47
2011-07-22,61,95.38
2011-07-29,62,87.14
2011-08-05,69,82.75
2011-08-12,79,82.54
2011-08-19,76,76.87
2011-08-26,74,80.01
2011-09-02,75,79.35
2011-09-09,70,76.65
2011-09-16,71,80.53
2011-09-23,77,73.99
2011-09-30,83,71.79
2011-10-07,77,73.82
2011-10-14,74,78.89
2011-10-21,74,80.48
2011-10-28,76,81.00
2011-11-04,73,79.30
2011-11-11,80,82.29
2011-11-18,77,80.54
2011-11-25,86,76.13
2011-12-02,84,79.76
2011-12-09,81,82.20
2011-12-16,83,78.87
2011-12-23,93,82.20
2011-12-30,100,81.73
2012-01-06,92,83.37
2012-01-13,81,83.60
2012-01-20,72,85.65
2012-01-27,46,87.46
2012-02-03,46,87.73
2012-02-10,49,87.14
2012-02-17,47,87.56
2012-02-24,50,88.20
2012-03-02,49,87.52
2012-03-09,47,86.80
2012-03-16,51,89.56
2012-03-23,52,88.46
2012-03-30,50,89.21
2012-04-06,50,
2012-04-13,50,85.69
2012-04-20,47,87.48
2012-04-27,52,89.36
2012-05-04,52,88.67
2012-05-11,53,86.73
2012-05-18,54,83.51
2012-05-25,50,84.78
2012-06-01,56,82.85
2012-06-08,49,86.00
2012-06-15,50,87.44
2012-06-22,51,86.83
2012-06-29,47,89.60
2012-07-06,47,88.99
2012-07-13,46,87.59
2012-07-20,47,89.99
2012-07-27,49,91.71
2012-08-03,47,91.70
2012-08-10,49,92.29
2012-08-17,47,94.24
2012-08-24,46,92.83
2012-08-31,44,92.60
2012-09-07,43,92.82
2012-09-14,44,93.98
2012-09-21,43,93.21
2012-09-28,42,92.42
2012-10-05,42,94.96
2012-10-12,47,92.75
2012-10-19,43,92.94
2012-10-26,44,88.03
2012-11-02,44,88.97
2012-11-09,49,88.81
2012-11-16,53,88.50
2012-11-23,45,90.28
2012-11-30,43,90.95
2012-12-07,41,91.51
2012-12-14,40,92.28
2012-12-21,42,93.10
2012-12-28,42,91.78
2013-01-04,48,95.37
2013-01-11,45,96.28
2013-01-18,44,98.74
2013-01-25,50,100.59
2013-02-01,51,101.56
2013-02-08,47,102.66
2013-02-15,50,103.23
2013-02-22,48,103.54
2013-03-01,47,103.77
2013-03-08,50,105.71
2013-03-15,47,106.40
2013-03-22,47,106.42
2013-03-29,48,
2013-04-05,53,105.78
2013-04-12,50,107.68
2013-04-19,48,105.71
2013-04-26,48,103.79
2013-05-03,52,107.83
2013-05-10,47,110.48
2013-05-17,51,111.39
2013-05-24,53,110.27
2013-05-31,61,110.27
2013-06-07,52,111.11
2013-06-14,50,111.03
2013-06-21,49,109.59
2013-06-28,49,109.35
2013-07-05,45,111.54
2013-07-12,46,115.14
2013-07-19,47,116.19
2013-07-26,45,116.91
2013-08-02,45,118.26
2013-08-09,46,118.31
2013-08-16,44,115.90
2013-08-23,48,114.40
2013-08-30,48,113.58
2013-09-06,45,115.04
2013-09-13,47,118.60
2013-09-20,46,120.01
2013-09-27,48,120.22
2013-10-04,45,119.40
2013-10-11,46,120.72
2013-10-18,42,122.84
2013-10-25,42,124.42
2013-11-01,42,125.90
2013-11-08,42,127.99
2013-11-15,41,129.85
2013-11-22,40,131.02
2013-11-29,43,133.51
2013-12-06,41,128.61
2013-12-13,41,126.43
2013-12-20,42,136.72
2013-12-27,41,139.35
2014-01-03,43,138.45
2014-01-10,43,136.18
2014-01-17,43,137.31
2014-01-24,53,130.22
2014-01-31,68,128.19
2014-02-07,55,130.33
2014-02-14,54,132.12
2014-02-21,54,131.57
2014-02-28,55,134.73
2014-03-07,57,134.11
2014-03-14,68,129.83
2014-03-21,70,133.12
2014-03-28,76,134.20
2014-04-04,84,135.86
2014-04-11,84,132.39
2014-04-18,88,
2014-04-25,91,136.56
2014-05-02,88,
