Date,PFE,Price
2006-09-22,36,28.16
2006-09-29,38,28.36
2006-10-06,41,27.90
2006-10-13,32,27.59
2006-10-20,40,27.68
2006-10-27,29,27.22
2006-11-03,36,26.55
2006-11-10,34,25.71
2006-11-17,33,27.21
2006-11-24,25,26.89
2006-12-01,38,27.86
2006-12-08,100,25.17
2006-12-15,43,25.64
2006-12-22,41,25.97
2006-12-29,23,25.90
2007-01-05,33,26.30
2007-01-12,36,26.64
2007-01-19,30,27.22
2007-01-26,48,26.29
2007-02-02,39,26.80
2007-02-09,32,26.38
2007-02-16,33,26.30
2007-02-23,33,25.62
2007-03-02,36,24.79
2007-03-09,24,25.41
2007-03-16,30,24.99
2007-03-23,33,25.66
2007-03-30,29,25.26
2007-04-06,23,
2007-04-13,28,26.67
2007-04-20,32,26.97
2007-04-27,34,26.61
2007-05-04,32,27.08
2007-05-11,29,27.04
2007-05-18,27,27.44
2007-05-25,24,27.53
2007-06-01,25,27.68
2007-06-08,25,26.52
2007-06-15,27,26.47
2007-06-22,27,25.38
2007-06-29,23,25.57
2007-07-06,26,25.92
2007-07-13,31,25.91
2007-07-20,34,24.90
2007-07-27,34,23.79
2007-08-03,28,23.51
2007-08-10,28,23.99
2007-08-17,29,23.94
2007-08-24,29,24.74
2007-08-31,23,24.84
2007-09-07,22,24.25
2007-09-14,21,24.29
2007-09-21,24,24.59
2007-09-28,28,24.43
2007-10-05,24,25.58
2007-10-12,23,25.26
2007-10-19,26,24.07
2007-10-26,27,24.31
2007-11-02,24,23.67
2007-11-09,24,22.83
2007-11-16,28,23.39
2007-11-23,21,22.98
2007-11-30,27,23.76
2007-12-07,25,24.40
2007-12-14,24,23.10
2007-12-21,25,23.24
2007-12-28,16,22.90
2008-01-04,21,22.83
2008-01-11,28,24.02
2008-01-18,27,22.50
2008-01-25,29,22.61
2008-02-01,29,23.59
2008-02-08,27,22.30
2008-02-15,25,22.33
2008-02-22,22,22.50
2008-02-29,25,22.28
2008-03-07,27,21.35
2008-03-14,24,20.64
2008-03-21,22,
2008-03-28,24,20.50
2008-04-04,23,21.35
2008-04-11,24,20.45
2008-04-18,26,20.47
2008-04-25,27,20.43
2008-05-02,22,20.61
2008-05-09,25,19.79
2008-05-16,28,20.03
2008-05-23,25,19.53
2008-05-30,24,19.36
2008-06-06,29,17.96
2008-06-13,30,17.99
2008-06-20,30,17.33
2008-06-27,26,17.28
2008-07-04,22,
2008-07-11,26,17.81
2008-07-18,27,18.32
2008-07-25,29,18.89
2008-08-01,24,18.60
2008-08-08,26,19.84
2008-08-15,19,19.97
2008-08-22,21,19.75
2008-08-29,20,19.11
2008-09-05,22,18.51
2008-09-12,24,18.62
2008-09-19,28,18.55
2008-09-26,27,18.66
2008-10-03,29,19.00
2008-10-10,36,15.14
2008-10-17,36,16.91
2008-10-24,35,16.57
2008-10-31,34,17.71
2008-11-07,27,16.86
2008-11-14,31,16.28
2008-11-21,30,15.67
2008-11-28,24,16.43
2008-12-05,26,16.55
2008-12-12,23,16.92
2008-12-19,26,17.30
2008-12-26,19,17.10
2009-01-02,26,18.27
2009-01-09,31,17.44
2009-01-16,31,17.50
2009-01-23,30,17.45
2009-01-30,46,14.58
2009-02-06,30,14.84
2009-02-13,28,14.58
2009-02-20,26,13.71
2009-02-27,28,12.31
2009-03-06,27,12.73
2009-03-13,32,14.54
2009-03-20,25,13.63
2009-03-27,26,14.04
2009-04-03,27,13.55
2009-04-10,23,
2009-04-17,26,14.16
2009-04-24,27,13.17
2009-05-01,27,13.58
2009-05-08,30,14.40
2009-05-15,33,15.01
2009-05-22,31,14.96
2009-05-29,24,15.19
2009-06-05,24,14.51
2009-06-12,25,14.76
2009-06-19,26,15.00
2009-06-26,24,15.19
2009-07-03,19,
2009-07-10,19,14.20
2009-07-17,23,14.96
2009-07-24,24,16.48
2009-07-31,25,15.93
2009-08-07,20,15.96
2009-08-14,20,15.77
2009-08-21,26,16.64
2009-08-28,23,16.81
2009-09-04,28,16.39
2009-09-11,17,16.25
2009-09-18,20,16.51
2009-09-25,20,16.40
2009-10-02,24,16.15
2009-10-09,21,16.92
2009-10-16,25,17.77
2009-10-23,27,17.25
2009-10-30,23,17.03
2009-11-06,24,16.96
2009-11-13,25,17.59
2009-11-20,22,18.36
2009-11-27,22,18.25
2009-12-04,23,18.49
2009-12-11,23,18.30
2009-12-18,21,18.30
2009-12-25,21,
2010-01-01,17,
2010-01-08,21,18.68
2010-01-15,23,19.49
2010-01-22,24,18.96
2010-01-29,24,18.66
2010-02-05,25,17.96
2010-02-12,22,17.80
2010-02-19,19,17.99
2010-02-26,18,17.55
2010-03-05,22,17.48
2010-03-12,22,17.08
2010-03-19,21,16.91
2010-03-26,24,17.14
2010-04-02,21,
2010-04-09,23,17.25
2010-04-16,24,16.80
2010-04-23,23,16.91
2010-04-30,23,16.72
2010-05-07,24,16.46
2010-05-14,25,16.20
2010-05-21,26,15.40
2010-05-28,24,15.23
2010-06-04,22,14.76
2010-06-11,19,15.46
2010-06-18,20,15.21
2010-06-25,21,14.64
2010-07-02,18,14.14
2010-07-09,18,14.77
2010-07-16,20,14.56
2010-07-23,20,14.58
2010-07-30,20,15.00
2010-08-06,24,16.24
2010-08-13,20,16.08
2010-08-20,19,15.92
2010-08-27,19,16.09
2010-09-03,19,16.46
2010-09-10,16,16.99
2010-09-17,20,17.06
2010-09-24,17,17.40
2010-10-01,21,17.18
2010-10-08,23,17.46
2010-10-15,21,17.75
2010-10-22,23,17.50
2010-10-29,21,17.42
2010-11-05,21,17.18
2010-11-12,22,16.85
2010-11-19,17,16.80
2010-11-26,16,16.49
2010-12-03,19,16.72
2010-12-10,24,17.02
2010-12-17,22,17.03
2010-12-24,19,
2010-12-31,16,17.51
2011-01-07,21,18.34
2011-01-14,19,18.34
2011-01-21,19,18.36
2011-01-28,20,18.15
2011-02-04,23,19.30
2011-02-11,22,18.83
2011-02-18,22,19.19
2011-02-25,20,18.86
2011-03-04,18,19.66
2011-03-11,17,19.47
2011-03-18,22,20.18
2011-03-25,20,20.35
2011-04-01,22,20.38
2011-04-08,21,20.46
2011-04-15,20,20.53
2011-04-22,20,
2011-04-29,19,20.97
2011-05-06,21,20.55
2011-05-13,20,20.92
2011-05-20,21,20.69
2011-05-27,20,20.93
2011-06-03,19,20.84
2011-06-10,22,20.11
2011-06-17,18,20.26
2011-06-24,18,20.08
2011-07-01,16,20.75
2011-07-08,16,20.16
2011-07-15,18,19.75
2011-07-22,16,20.07
2011-07-29,15,19.25
2011-08-05,21,17.49
2011-08-12,22,17.86
2011-08-19,18,17.67
2011-08-26,19,18.21
2011-09-02,17,18.46
2011-09-09,15,18.28
2011-09-16,19,18.15
2011-09-23,19,17.45
2011-09-30,21,17.68
2011-10-07,19,18.44
2011-10-14,19,19.04
2011-10-21,17,19.06
2011-10-28,19,19.82
2011-11-04,18,19.66
2011-11-11,21,19.99
2011-11-18,16,19.53
2011-11-25,18,18.45
2011-12-02,20,19.89
2011-12-09,19,20.56
2011-12-16,19,21.03
2011-12-23,19,21.83
2011-12-30,14,21.64
2012-01-06,20,21.57
2012-01-13,20,21.84
2012-01-20,21,21.90
2012-01-27,21,21.48
2012-02-03,22,21.20
2012-02-10,20,21.05
2012-02-17,20,21.19
2012-02-24,19,21.18
2012-03-02,21,21.41
2012-03-09,21,21.48
2012-03-16,19,21.94
2012-03-23,19,21.82
2012-03-30,19,22.65
2012-04-06,19,
2012-04-13,20,21.85
2012-04-20,20,22.56
2012-04-27,20,23.08
2012-05-04,19,22.38
2012-05-11,21,22.65
2012-05-18,21,22.57
2012-05-25,23,22.13
2012-06-01,22,21.64
2012-06-08,22,22.14
2012-06-15,24,22.61
2012-06-22,27,22.73
2012-06-29,21,23.00
2012-07-06,21,22.54
2012-07-13,17,22.81
2012-07-20,19,23.70
2012-07-27,16,23.83
2012-08-03,19,24.28
2012-08-10,17,23.94
2012-08-17,17,23.79
2012-08-24,20,24.01
2012-08-31,18,23.86
2012-09-07,16,24.24
2012-09-14,19,23.80
2012-09-21,19,24.52
2012-09-28,20,24.85
2012-10-05,20,25.52
2012-10-12,18,25.12
2012-10-19,20,25.76
2012-10-26,18,25.43
2012-11-02,16,24.55
2012-11-09,20,24.17
2012-11-16,18,23.86
2012-11-23,18,24.53
2012-11-30,20,25.02
2012-12-07,19,25.56
2012-12-14,19,25.18
2012-12-21,18,25.08
2012-12-28,14,24.89
2013-01-04,17,25.96
2013-01-11,21,26.52
2013-01-18,21,26.54
2013-01-25,19,27.00
2013-02-01,25,27.63
2013-02-08,21,26.88
2013-02-15,20,27.29
2013-02-22,20,27.38
2013-03-01,21,27.39
2013-03-08,22,28.19
2013-03-15,20,28.02
2013-03-22,21,28.38
2013-03-29,21,
2013-04-05,22,29.10
2013-04-12,25,30.67
2013-04-19,23,31.06
2013-04-26,22,30.09
2013-05-03,26,28.96
2013-05-10,24,28.72
2013-05-17,23,28.96
2013-05-24,23,29.04
2013-05-31,21,27.23
2013-06-07,28,28.26
2013-06-14,27,29.09
2013-06-21,25,28.46
2013-06-28,24,28.01
2013-07-05,21,27.97
2013-07-12,16,28.81
2013-07-19,19,29.09
2013-07-26,17,29.37
2013-08-02,20,29.37
2013-08-09,17,29.21
2013-08-16,15,28.37
2013-08-23,17,28.34
2013-08-30,16,28.21
2013-09-06,16,28.28
2013-09-13,16,28.51
2013-09-20,18,28.97
2013-09-27,18,28.88
2013-10-04,18,29.00
2013-10-11,19,28.72
2013-10-18,17,30.51
2013-10-25,19,30.61
2013-11-01,21,31.17
2013-11-08,19,31.32
2013-11-15,18,32.20
2013-11-22,19,32.12
2013-11-29,18,31.73
2013-12-06,19,31.54
2013-12-13,20,30.25
2013-12-20,19,30.25
2013-12-27,14,30.64
2014-01-03,14,30.52
2014-01-10,19,30.69
2014-01-17,19,31.09
2014-01-24,17,30.09
2014-01-31,22,30.40
2014-02-07,21,31.22
2014-02-14,21,31.94
2014-02-21,20,31.46
2014-02-28,21,32.11
2014-03-07,19,32.43
2014-03-14,22,31.23
2014-03-21,21,32.18
2014-03-28,20,31.88
2014-04-04,20,32.16
2014-04-11,22,29.86
2014-04-18,20,
2014-04-25,22,30.75
2014-05-02,26,
