Date,T,Price
2007-10-19,73,41.37
2007-10-26,70,41.46
2007-11-02,73,40.42
2007-11-09,75,39.20
2007-11-16,75,39.55
2007-11-23,82,37.63
2007-11-30,86,38.21
2007-12-07,86,38.47
2007-12-14,76,41.14
2007-12-21,75,41.48
2007-12-28,73,42.44
2008-01-04,72,40.89
2008-01-11,71,38.20
2008-01-18,72,36.11
2008-01-25,70,35.26
2008-02-01,72,38.28
2008-02-08,73,36.37
2008-02-15,75,37.88
2008-02-22,75,34.98
2008-02-29,73,34.83
2008-03-07,73,35.01
2008-03-14,73,35.03
2008-03-21,74,
2008-03-28,71,37.66
2008-04-04,74,38.48
2008-04-11,74,37.30
2008-04-18,74,37.51
2008-04-25,75,38.58
2008-05-02,75,40.13
2008-05-09,75,38.59
2008-05-16,74,40.07
2008-05-23,74,38.53
2008-05-30,74,39.90
2008-06-06,75,38.21
2008-06-13,75,36.68
2008-06-20,77,34.43
2008-06-27,76,32.76
2008-07-04,77,
2008-07-11,82,32.58
2008-07-18,87,32.12
2008-07-25,85,31.40
2008-08-01,83,30.44
2008-08-08,79,30.97
2008-08-15,79,31.66
2008-08-22,80,31.17
2008-08-29,80,31.99
2008-09-05,83,31.50
2008-09-12,83,31.54
2008-09-19,81,30.43
2008-09-26,83,30.00
2008-10-03,79,28.12
2008-10-10,83,22.42
2008-10-17,80,25.29
2008-10-24,80,24.68
2008-10-31,76,26.77
2008-11-07,76,27.00
2008-11-14,77,27.65
2008-11-21,77,25.19
2008-11-28,76,28.56
2008-12-05,78,28.15
2008-12-12,80,28.18
2008-12-19,76,28.12
2008-12-26,73,27.94
2009-01-02,73,29.42
2009-01-09,72,26.68
2009-01-16,73,25.23
2009-01-23,74,26.12
2009-01-30,74,24.62
2009-02-06,74,26.08
2009-02-13,77,24.19
2009-02-20,75,23.58
2009-02-27,80,23.77
2009-03-06,80,22.58
2009-03-13,75,24.27
2009-03-20,77,25.33
2009-03-27,77,26.00
2009-04-03,77,26.83
2009-04-10,77,
2009-04-17,76,25.95
2009-04-24,76,25.16
2009-05-01,75,26.01
2009-05-08,77,25.25
2009-05-15,79,24.88
2009-05-22,77,23.68
2009-05-29,77,24.79
2009-06-05,76,24.56
2009-06-12,78,25.01
2009-06-19,80,24.04
2009-06-26,77,24.82
2009-07-03,79,
2009-07-10,81,23.44
2009-07-17,82,23.98
2009-07-24,80,25.45
2009-07-31,78,26.23
2009-08-07,76,25.62
2009-08-14,77,25.45
2009-08-21,78,26.00
2009-08-28,78,26.21
2009-09-04,79,25.51
2009-09-11,77,26.66
2009-09-18,79,27.05
2009-09-25,78,26.96
2009-10-02,78,26.52
2009-10-09,78,25.66
2009-10-16,78,25.70
2009-10-23,76,25.73
2009-10-30,77,25.67
2009-11-06,79,25.93
2009-11-13,76,26.25
2009-11-20,77,26.02
2009-11-27,80,26.99
2009-12-04,81,27.60
2009-12-11,81,28.01
2009-12-18,80,27.32
2009-12-25,77,
2010-01-01,77,
2010-01-08,78,27.10
2010-01-15,80,25.79
2010-01-22,79,25.39
2010-01-29,77,25.36
2010-02-05,77,25.24
2010-02-12,76,25.07
2010-02-19,76,25.10
2010-02-26,82,24.81
2010-03-05,80,24.99
2010-03-12,76,25.62
2010-03-19,76,26.24
2010-03-26,79,26.24
2010-04-02,78,
2010-04-09,76,26.44
2010-04-16,76,25.93
2010-04-23,75,26.25
2010-04-30,76,26.06
2010-05-07,77,25.10
2010-05-14,75,25.40
2010-05-21,78,24.85
2010-05-28,77,24.30
2010-06-04,77,24.17
2010-06-11,79,25.29
2010-06-18,77,25.43
2010-06-25,76,24.79
2010-07-02,78,24.29
2010-07-09,79,24.83
2010-07-16,79,24.69
2010-07-23,78,25.54
2010-07-30,76,25.94
2010-08-06,78,26.54
2010-08-13,76,26.72
2010-08-20,76,26.45
2010-08-27,77,26.94
2010-09-03,76,27.44
2010-09-10,77,27.83
2010-09-17,78,28.17
2010-09-24,77,28.58
2010-10-01,77,28.81
2010-10-08,78,28.22
2010-10-15,78,28.33
2010-10-22,78,28.29
2010-10-29,76,28.52
2010-11-05,77,29.27
2010-11-12,80,28.46
2010-11-19,82,28.32
2010-11-26,78,27.93
2010-12-03,82,28.49
2010-12-10,83,28.89
2010-12-17,83,29.21
2010-12-24,79,
2010-12-31,80,29.38
2011-01-07,79,28.85
2011-01-14,79,28.43
2011-01-21,79,28.33
2011-01-28,79,27.49
2011-02-04,82,27.97
2011-02-11,82,28.47
2011-02-18,81,28.57
2011-02-25,83,28.13
2011-03-04,81,27.92
2011-03-11,80,28.46
2011-03-18,77,27.94
2011-03-25,84,28.85
2011-04-01,81,30.62
2011-04-08,81,30.71
2011-04-15,82,30.65
2011-04-22,81,
2011-04-29,81,31.12
2011-05-06,80,31.26
2011-05-13,83,31.41
2011-05-20,81,31.32
2011-05-27,82,31.29
2011-06-03,85,30.65
2011-06-10,88,30.34
2011-06-17,87,30.77
2011-06-24,85,30.44
2011-07-01,86,31.68
2011-07-08,89,31.14
2011-07-15,85,30.31
2011-07-22,84,30.32
2011-07-29,84,29.26
2011-08-05,83,28.93
2011-08-12,86,28.22
2011-08-19,88,27.99
2011-08-26,86,29.04
2011-09-02,86,28.05
2011-09-09,86,27.54
2011-09-16,88,28.94
2011-09-23,90,27.85
2011-09-30,87,28.52
2011-10-07,92,28.44
2011-10-14,89,29.17
2011-10-21,90,29.13
2011-10-28,88,29.74
2011-11-04,87,29.16
2011-11-11,94,29.42
2011-11-18,93,28.64
2011-11-25,93,27.41
2011-12-02,95,28.96
2011-12-09,93,29.03
2011-12-16,94,28.85
2011-12-23,89,29.87
2011-12-30,91,30.24
2012-01-06,89,29.68
2012-01-13,91,30.07
2012-01-20,92,30.51
2012-01-27,91,29.16
2012-02-03,97,29.95
2012-02-10,95,29.84
2012-02-17,93,30.01
2012-02-24,96,30.34
2012-03-02,96,30.87
2012-03-09,93,31.18
2012-03-16,96,31.59
2012-03-23,92,31.52
2012-03-30,93,31.23
2012-04-06,94,
2012-04-13,91,30.54
2012-04-20,94,30.86
2012-04-27,96,32.67
2012-05-04,94,32.86
2012-05-11,94,33.59
2012-05-18,93,33.66
2012-05-25,95,33.69
2012-06-01,100,33.90
2012-06-08,98,34.55
2012-06-15,100,35.71
2012-06-22,94,35.17
2012-06-29,96,35.66
2012-07-06,99,35.44
2012-07-13,94,35.35
2012-07-20,92,35.29
2012-07-27,93,37.14
2012-08-03,96,37.58
2012-08-10,95,37.49
2012-08-17,97,37.17
2012-08-24,99,36.95
2012-08-31,95,36.64
2012-09-07,93,37.30
2012-09-14,96,37.26
2012-09-21,99,38.08
2012-09-28,98,37.70
2012-10-05,98,37.86
2012-10-12,94,35.63
2012-10-19,92,35.32
2012-10-26,100,34.63
2012-11-02,89,34.93
2012-11-09,92,33.54
2012-11-16,95,33.14
2012-11-23,91,34.36
2012-11-30,97,34.13
2012-12-07,97,33.74
2012-12-14,95,34.01
2012-12-21,93,33.67
2012-12-28,91,33.32
2013-01-04,92,35.23
2013-01-11,92,34.27
2013-01-18,89,33.44
2013-01-25,91,34.02
2013-02-01,92,35.51
2013-02-08,89,35.27
2013-02-15,91,35.36
2013-02-22,91,35.68
2013-03-01,91,36.01
2013-03-08,95,36.68
2013-03-15,93,36.43
2013-03-22,93,36.43
2013-03-29,96,
2013-04-05,94,38.02
2013-04-12,98,38.59
2013-04-19,96,38.28
2013-04-26,93,37.04
2013-05-03,98,37.34
2013-05-10,93,37.36
2013-05-17,95,37.44
2013-05-24,96,36.75
2013-05-31,94,34.99
2013-06-07,95,35.45
2013-06-14,98,35.91
2013-06-21,95,34.47
2013-06-28,94,35.40
2013-07-05,96,35.83
2013-07-12,97,35.81
2013-07-19,98,35.81
2013-07-26,95,35.60
2013-08-02,94,35.77
2013-08-09,95,34.80
2013-08-16,96,34.18
2013-08-23,96,34.29
2013-08-30,94,33.83
2013-09-06,91,33.41
2013-09-13,94,34.32
2013-09-20,92,34.31
2013-09-27,89,33.98
2013-10-04,93,33.75
2013-10-11,93,34.20
2013-10-18,93,34.61
2013-10-25,92,35.19
2013-11-01,89,36.24
2013-11-08,88,35.17
2013-11-15,94,35.43
2013-11-22,92,35.42
2013-11-29,94,35.21
2013-12-06,92,34.53
2013-12-13,94,33.85
2013-12-20,91,34.30
2013-12-27,86,35.18
2014-01-03,90,34.80
2014-01-10,90,33.62
2014-01-17,89,33.70
2014-01-24,90,33.42
2014-01-31,91,33.32
2014-02-07,93,32.30
2014-02-14,90,33.15
2014-02-21,89,32.80
2014-02-28,93,31.93
2014-03-07,91,32.54
2014-03-14,91,32.49
2014-03-21,91,34.30
2014-03-28,93,35.07
2014-04-04,92,35.55
2014-04-11,90,35.20
2014-04-18,93,
2014-04-25,93,34.49
2014-05-02,94,
