Date,BA,Price
2005-09-23,40,63.20
2005-09-30,41,67.95
2005-10-07,39,67.30
2005-10-14,38,67.50
2005-10-21,40,66.02
2005-10-28,40,65.64
2005-11-04,38,65.28
2005-11-11,38,65.35
2005-11-18,37,66.95
2005-11-25,37,69.06
2005-12-02,37,69.44
2005-12-09,37,69.65
2005-12-16,36,70.75
2005-12-23,34,71.49
2005-12-30,36,70.24
2006-01-06,47,69.35
2006-01-13,46,69.48
2006-01-20,44,66.50
2006-01-27,45,68.56
2006-02-03,45,70.87
2006-02-10,43,72.53
2006-02-17,40,72.96
2006-02-24,41,74.31
2006-03-03,39,73.39
2006-03-10,42,74.79
2006-03-17,40,77.85
2006-03-24,40,78.73
2006-03-31,42,77.93
2006-04-07,39,79.57
2006-04-14,40,
2006-04-21,42,86.46
2006-04-28,46,83.45
2006-05-05,44,88.47
2006-05-12,45,87.01
2006-05-19,46,84.61
2006-05-26,47,83.50
2006-06-02,46,83.80
2006-06-09,46,80.50
2006-06-16,44,85.54
2006-06-23,44,83.39
2006-06-30,44,81.91
2006-07-07,45,79.99
2006-07-14,45,77.25
2006-07-21,46,79.08
2006-07-28,46,78.91
2006-08-04,48,79.49
2006-08-11,54,75.96
2006-08-18,54,77.62
2006-08-25,49,73.93
2006-09-01,50,75.43
2006-09-08,48,72.80
2006-09-15,48,75.01
2006-09-22,47,77.25
2006-09-29,50,78.85
2006-10-06,50,83.68
2006-10-13,46,82.39
2006-10-20,48,81.74
2006-10-27,45,79.74
2006-11-03,48,79.97
2006-11-10,46,85.62
2006-11-17,44,89.52
2006-11-24,45,89.77
2006-12-01,47,89.55
2006-12-08,43,90.13
2006-12-15,42,90.70
2006-12-22,48,88.76
2006-12-29,42,88.84
2007-01-05,52,89.15
2007-01-12,53,88.13
2007-01-19,53,88.63
2007-01-26,56,85.43
2007-02-02,53,90.05
2007-02-09,50,90.00
2007-02-16,46,90.94
2007-02-23,46,90.28
2007-03-02,47,87.03
2007-03-09,51,89.51
2007-03-16,49,90.00
2007-03-23,47,90.98
2007-03-30,47,88.91
2007-04-06,44,
2007-04-13,43,91.03
2007-04-20,47,93.29
2007-04-27,48,94.02
2007-05-04,47,93.61
2007-05-11,46,93.40
2007-05-18,47,96.63
2007-05-25,46,98.25
2007-06-01,47,99.83
2007-06-08,48,98.19
2007-06-15,49,98.15
2007-06-22,47,95.92
2007-06-29,50,96.16
2007-07-06,51,98.88
2007-07-13,51,101.88
2007-07-20,51,103.86
2007-07-27,53,103.71
2007-08-03,51,104.24
2007-08-10,49,98.44
2007-08-17,52,95.93
2007-08-24,51,98.47
2007-08-31,49,96.70
2007-09-07,50,94.84
2007-09-14,49,99.35
2007-09-21,51,102.59
2007-09-28,49,104.99
2007-10-05,49,102.25
2007-10-12,49,96.69
2007-10-19,47,93.90
2007-10-26,46,96.02
2007-11-02,49,97.76
2007-11-09,47,94.21
2007-11-16,47,89.99
2007-11-23,48,89.54
2007-11-30,47,92.54
2007-12-07,45,93.16
2007-12-14,44,88.42
2007-12-21,47,89.07
2007-12-28,47,88.25
2008-01-04,51,85.82
2008-01-11,56,80.52
2008-01-18,60,78.40
2008-01-25,56,77.03
2008-02-01,51,82.76
2008-02-08,49,79.33
2008-02-15,53,85.18
2008-02-22,53,83.04
2008-02-29,53,82.79
2008-03-07,51,76.60
2008-03-14,51,76.23
2008-03-21,49,
2008-03-28,52,73.47
2008-04-04,53,75.65
2008-04-11,53,76.86
2008-04-18,51,78.66
2008-04-25,52,84.84
2008-05-02,49,85.69
2008-05-09,50,84.06
2008-05-16,51,85.17
2008-05-23,50,81.48
2008-05-30,53,82.77
2008-06-06,50,73.16
2008-06-13,50,75.12
2008-06-20,52,75.83
2008-06-27,51,66.92
2008-07-04,54,
2008-07-11,55,63.28
2008-07-18,56,68.14
2008-07-25,54,63.83
2008-08-01,54,62.01
2008-08-08,54,67.86
2008-08-15,53,64.45
2008-08-22,54,65.55
2008-08-29,57,65.56
2008-09-05,56,62.89
2008-09-12,56,63.30
2008-09-19,55,59.76
2008-09-26,55,58.32
2008-10-03,55,53.83
2008-10-10,61,41.80
2008-10-17,52,44.55
2008-10-24,54,45.24
2008-10-31,53,52.42
2008-11-07,54,46.58
2008-11-14,53,41.04
2008-11-21,53,39.58
2008-11-28,51,42.63
2008-12-05,51,39.53
2008-12-12,50,39.20
2008-12-19,51,41.24
2008-12-26,50,40.53
2009-01-02,54,45.25
2009-01-09,60,44.45
2009-01-16,60,42.46
2009-01-23,58,41.98
2009-01-30,57,42.31
2009-02-06,60,42.92
2009-02-13,56,40.48
2009-02-20,56,36.31
2009-02-27,56,31.44
2009-03-06,61,30.10
2009-03-13,58,33.40
2009-03-20,61,32.55
2009-03-27,58,37.53
2009-04-03,58,37.69
2009-04-10,55,
2009-04-17,58,38.32
2009-04-24,57,38.72
2009-05-01,58,41.21
2009-05-08,58,45.83
2009-05-15,60,43.00
2009-05-22,60,42.94
2009-05-29,58,44.85
2009-06-05,59,52.65
2009-06-12,59,51.44
2009-06-19,62,48.44
2009-06-26,60,41.88
2009-07-03,60,
2009-07-10,65,39.65
2009-07-17,66,41.36
2009-07-24,65,42.37
2009-07-31,64,42.91
2009-08-07,63,46.69
2009-08-14,62,44.87
2009-08-21,62,45.87
2009-08-28,64,51.04
2009-09-04,62,49.15
2009-09-11,63,51.35
2009-09-18,62,53.02
2009-09-25,62,51.52
2009-10-02,61,51.40
2009-10-09,62,52.69
2009-10-16,60,53.19
2009-10-23,59,49.89
2009-10-30,60,47.80
2009-11-06,63,49.68
2009-11-13,64,50.68
2009-11-20,67,51.70
2009-11-27,69,52.45
2009-12-04,65,54.68
2009-12-11,66,55.60
2009-12-18,80,53.44
2009-12-25,72,
2010-01-01,71,
2010-01-08,81,61.60
2010-01-15,79,60.82
2010-01-22,76,57.77
2010-01-29,76,60.60
2010-02-05,76,58.40
2010-02-12,72,59.65
2010-02-19,70,63.59
2010-02-26,85,63.16
2010-03-05,81,67.93
2010-03-12,89,69.83
2010-03-19,95,70.72
2010-03-26,94,72.59
2010-04-02,88,
2010-04-09,90,72.42
2010-04-16,91,70.79
2010-04-23,93,75.13
2010-04-30,86,72.43
2010-05-07,83,66.72
2010-05-14,91,69.82
2010-05-21,91,64.56
2010-05-28,86,64.18
2010-06-04,84,61.15
2010-06-11,71,65.38
2010-06-18,68,67.96
2010-06-25,68,68.77
2010-07-02,70,61.94
2010-07-09,76,64.66
2010-07-16,72,61.90
2010-07-23,71,67.93
2010-07-30,70,68.14
2010-08-06,71,68.70
2010-08-13,69,64.84
2010-08-20,74,64.60
2010-08-27,70,63.16
2010-09-03,68,64.64
2010-09-10,68,63.84
2010-09-17,69,62.95
2010-09-24,70,64.60
2010-10-01,70,66.83
2010-10-08,74,69.23
2010-10-15,70,70.11
2010-10-22,70,71.26
2010-10-29,71,70.64
2010-11-05,68,71.27
2010-11-12,70,63.09
2010-11-19,69,63.59
2010-11-26,70,64.80
2010-12-03,72,66.54
2010-12-10,69,64.16
2010-12-17,69,65.03
2010-12-24,76,
2010-12-31,68,65.26
2011-01-07,76,69.38
2011-01-14,74,70.07
2011-01-21,74,71.68
2011-01-28,74,69.23
2011-02-04,66,71.38
2011-02-11,74,72.14
2011-02-18,75,73.04
2011-02-25,75,72.30
2011-03-04,72,71.80
2011-03-11,67,71.64
2011-03-18,70,69.10
2011-03-25,71,73.34
2011-04-01,72,74.01
2011-04-08,72,73.47
2011-04-15,71,72.60
2011-04-22,69,
2011-04-29,72,79.78
2011-05-06,70,79.31
2011-05-13,71,79.03
2011-05-20,72,77.52
2011-05-27,76,76.99
2011-06-03,76,74.84
2011-06-10,73,72.69
2011-06-17,76,74.16
2011-06-24,74,71.26
2011-07-01,79,74.27
2011-07-08,78,75.07
2011-07-15,80,71.28
2011-07-22,80,72.67
2011-07-29,81,70.47
2011-08-05,82,62.75
2011-08-12,81,61.75
2011-08-19,81,57.54
2011-08-26,79,62.80
2011-09-02,77,64.03
2011-09-09,74,61.79
2011-09-16,79,65.38
2011-09-23,80,59.51
2011-09-30,80,60.51
2011-10-07,79,61.81
2011-10-14,79,63.89
2011-10-21,84,64.59
2011-10-28,80,68.17
2011-11-04,85,65.80
2011-11-11,82,66.92
2011-11-18,79,67.46
2011-11-25,79,62.78
2011-12-02,80,71.30
2011-12-09,75,71.93
2011-12-16,75,71.01
2011-12-23,76,73.97
2011-12-30,77,73.35
2012-01-06,83,73.98
2012-01-13,80,74.60
2012-01-20,81,75.52
2012-01-27,79,74.55
2012-02-03,82,76.34
2012-02-10,86,74.95
2012-02-17,80,75.35
2012-02-24,76,76.06
2012-03-02,83,74.90
2012-03-09,85,73.29
2012-03-16,85,75.20
2012-03-23,84,73.97
2012-03-30,81,74.37
2012-04-06,80,
2012-04-13,80,72.92
2012-04-20,79,73.55
2012-04-27,80,77.27
2012-05-04,77,75.84
2012-05-11,78,73.56
2012-05-18,79,69.15
2012-05-25,79,70.00
2012-06-01,80,67.24
2012-06-08,87,69.94
2012-06-15,86,71.99
2012-06-22,84,71.96
2012-06-29,84,74.30
2012-07-06,91,73.69
2012-07-13,87,73.51
2012-07-20,88,73.89
2012-07-27,83,75.51
2012-08-03,84,72.81
2012-08-10,85,74.21
2012-08-17,89,73.91
2012-08-24,85,71.09
2012-08-31,80,71.40
2012-09-07,82,72.89
2012-09-14,78,71.28
2012-09-21,82,69.97
2012-09-28,79,69.60
2012-10-05,78,70.89
2012-10-12,83,71.85
2012-10-19,77,74.01
2012-10-26,77,71.11
2012-11-02,74,70.05
2012-11-09,75,73.25
2012-11-16,74,70.77
2012-11-23,74,73.74
2012-11-30,72,74.28
2012-12-07,72,74.64
2012-12-14,74,74.02
2012-12-21,72,76.17
2012-12-28,72,74.69
2013-01-04,97,77.69
2013-01-11,82,75.16
2013-01-18,78,75.04
2013-01-25,81,75.03
2013-02-01,77,74.87
2013-02-08,73,76.56
2013-02-15,64,75.03
2013-02-22,74,76.66
2013-03-01,80,77.28
2013-03-08,80,81.23
2013-03-15,78,86.43
2013-03-22,79,84.82
2013-03-29,76,
2013-04-05,84,86.17
2013-04-12,79,88.89
2013-04-19,79,87.96
2013-04-26,82,92.85
2013-05-03,78,93.74
2013-05-10,79,94.24
2013-05-17,79,98.92
2013-05-24,78,100.00
2013-05-31,79,99.02
2013-06-07,78,102.49
2013-06-14,81,101.83
2013-06-21,81,99.98
2013-06-28,85,102.44
2013-07-05,89,104.20
2013-07-12,89,101.87
2013-07-19,88,106.96
2013-07-26,89,105.60
2013-08-02,93,107.90
2013-08-09,98,105.33
2013-08-16,100,103.47
2013-08-23,94,105.48
2013-08-30,88,103.92
2013-09-06,88,106.07
2013-09-13,84,111.33
2013-09-20,83,116.63
2013-09-27,86,118.74
2013-10-04,82,117.20
2013-10-11,80,117.98
2013-10-18,81,122.52
2013-10-25,77,131.19
2013-11-01,77,133.03
2013-11-08,77,133.49
2013-11-15,79,136.08
2013-11-22,75,135.97
2013-11-29,76,134.25
2013-12-06,73,135.18
2013-12-13,75,133.83
2013-12-20,74,136.67
2013-12-27,73,136.90
2014-01-03,76,137.62
2014-01-10,81,141.90
2014-01-17,75,140.46
2014-01-24,75,136.65
2014-01-31,73,125.26
2014-02-07,78,127.02
2014-02-14,78,130.16
2014-02-21,81,128.28
2014-02-28,79,128.92
2014-03-07,79,128.54
2014-03-14,82,123.11
2014-03-21,80,122.58
2014-03-28,80,124.46
2014-04-04,78,127.38
2014-04-11,83,122.07
2014-04-18,81,
2014-04-25,81,128.66
2014-05-02,84,
