Date,Intel Corporation,Price
2005-11-18,69,25.30
2005-11-25,35,26.81
2005-12-02,69,27.43
2005-12-09,59,26.08
2005-12-16,32,26.38
2005-12-23,56,25.97
2005-12-30,99,24.96
2006-01-06,73,26.31
2006-01-13,62,25.79
2006-01-20,60,21.76
2006-01-27,53,21.67
2006-02-03,66,20.74
2006-02-10,62,21.29
2006-02-17,53,20.61
2006-02-24,83,20.36
2006-03-03,70,20.32
2006-03-10,41,19.85
2006-03-17,57,19.54
2006-03-24,51,19.60
2006-03-31,63,19.46
2006-04-07,48,19.24
2006-04-14,59,
2006-04-21,49,19.06
2006-04-28,55,19.98
2006-05-05,55,19.51
2006-05-12,51,19.04
2006-05-19,45,18.36
2006-05-26,38,18.22
2006-06-02,56,18.23
2006-06-09,43,17.16
2006-06-16,72,18.30
2006-06-23,39,18.00
2006-06-30,55,19.00
2006-07-07,49,18.56
2006-07-14,41,17.88
2006-07-21,54,17.15
2006-07-28,52,18.18
2006-08-04,42,17.49
2006-08-11,27,17.41
2006-08-18,49,18.40
2006-08-25,52,18.90
2006-09-01,53,19.88
2006-09-08,43,19.45
2006-09-15,52,19.51
2006-09-22,73,19.07
2006-09-29,46,20.57
2006-10-06,65,20.63
2006-10-13,66,21.60
2006-10-20,55,21.33
2006-10-27,63,21.10
2006-11-03,61,20.51
2006-11-10,61,20.58
2006-11-17,70,22.10
2006-11-24,67,21.59
2006-12-01,58,20.93
2006-12-08,69,20.68
2006-12-15,48,20.96
2006-12-22,56,20.08
2006-12-29,77,20.25
2007-01-05,59,21.10
2007-01-12,54,22.13
2007-01-19,53,20.82
2007-01-26,62,20.53
2007-02-02,68,21.23
2007-02-09,53,21.03
2007-02-16,46,21.23
2007-02-23,54,20.76
2007-03-02,63,19.22
2007-03-09,58,19.10
2007-03-16,73,19.15
2007-03-23,59,19.27
2007-03-30,64,19.13
2007-04-06,50,
2007-04-13,57,20.46
2007-04-20,71,22.16
2007-04-27,61,21.87
2007-05-04,50,21.90
2007-05-11,56,22.28
2007-05-18,60,22.70
2007-05-25,43,22.16
2007-06-01,47,22.36
2007-06-08,44,21.83
2007-06-15,46,24.24
2007-06-22,54,23.70
2007-06-29,58,23.74
2007-07-06,64,24.68
2007-07-13,52,25.97
2007-07-20,56,24.55
2007-07-27,55,23.54
2007-08-03,42,23.91
2007-08-10,59,23.98
2007-08-17,52,23.70
2007-08-24,43,24.79
2007-08-31,53,25.75
2007-09-07,61,25.47
2007-09-14,53,24.93
2007-09-21,74,25.87
2007-09-28,54,25.86
2007-10-05,42,25.54
2007-10-12,62,25.55
2007-10-19,64,26.30
2007-10-26,63,25.94
2007-11-02,73,26.80
2007-11-09,62,25.15
2007-11-16,56,25.51
2007-11-23,51,25.07
2007-11-30,70,26.08
2007-12-07,60,27.73
2007-12-14,52,26.29
2007-12-21,40,26.96
2007-12-28,62,26.76
2008-01-04,58,22.67
2008-01-11,60,21.99
2008-01-18,64,19.00
2008-01-25,58,20.00
2008-02-01,62,21.77
2008-02-08,66,20.27
2008-02-15,53,20.11
2008-02-22,64,19.82
2008-02-29,56,19.97
2008-03-07,63,20.07
2008-03-14,54,20.66
2008-03-21,49,
2008-03-28,51,20.79
2008-04-04,68,21.87
2008-04-11,51,21.24
2008-04-18,59,22.55
2008-04-25,60,22.56
2008-05-02,50,23.58
2008-05-09,51,23.37
2008-05-16,59,25.00
2008-05-23,60,23.41
2008-05-30,51,23.18
2008-06-06,37,22.90
2008-06-13,67,22.66
2008-06-20,50,22.37
2008-06-27,64,21.49
2008-07-04,45,
2008-07-11,50,20.64
2008-07-18,52,22.09
2008-07-25,54,22.01
2008-08-01,46,22.35
2008-08-08,54,24.23
2008-08-15,51,24.26
2008-08-22,54,23.49
2008-08-29,53,22.87
2008-09-05,46,20.61
2008-09-12,54,20.16
2008-09-19,67,19.23
2008-09-26,61,19.20
2008-10-03,50,17.31
2008-10-10,57,15.19
2008-10-17,58,15.50
2008-10-24,52,14.28
2008-10-31,55,16.03
2008-11-07,59,14.63
2008-11-14,55,13.32
2008-11-21,51,13.11
2008-11-28,46,13.80
2008-12-05,45,13.29
2008-12-12,57,14.75
2008-12-19,48,14.44
2008-12-26,65,14.18
2009-01-02,57,15.20
2009-01-09,51,14.15
2009-01-16,66,13.74
2009-01-23,70,13.12
2009-01-30,47,12.90
2009-02-06,52,14.73
2009-02-13,58,13.88
2009-02-20,58,12.78
2009-02-27,54,12.74
2009-03-06,49,12.41
2009-03-13,54,14.70
2009-03-20,49,14.65
2009-03-27,44,15.42
2009-04-03,50,15.95
2009-04-10,50,
2009-04-17,57,15.60
2009-04-24,48,15.62
2009-05-01,46,15.81
2009-05-08,41,15.29
2009-05-15,58,15.19
2009-05-22,51,15.05
2009-05-29,39,15.72
2009-06-05,48,15.92
2009-06-12,44,16.31
2009-06-19,60,16.01
2009-06-26,40,16.29
2009-07-03,51,
2009-07-10,44,16.04
2009-07-17,42,18.79
2009-07-24,45,19.36
2009-07-31,58,19.25
2009-08-07,53,18.50
2009-08-14,46,18.77
2009-08-21,49,18.89
2009-08-28,50,20.25
2009-09-04,54,19.64
2009-09-11,48,19.51
2009-09-18,49,19.56
2009-09-25,50,19.37
2009-10-02,53,18.97
2009-10-09,50,20.17
2009-10-16,55,20.18
2009-10-23,51,19.78
2009-10-30,56,19.11
2009-11-06,51,18.93
2009-11-13,50,19.82
2009-11-20,49,19.24
2009-11-27,44,19.11
2009-12-04,54,20.46
2009-12-11,53,19.90
2009-12-18,36,19.63
2009-12-25,38,
2010-01-01,44,
2010-01-08,44,20.83
2010-01-15,49,20.80
2010-01-22,47,19.91
2010-01-29,47,19.40
2010-02-05,49,19.47
2010-02-12,45,20.43
2010-02-19,55,20.82
2010-02-26,41,20.53
2010-03-05,54,20.79
2010-03-12,45,21.27
2010-03-19,47,21.99
2010-03-26,44,22.24
2010-04-02,50,
2010-04-09,44,22.55
2010-04-16,47,23.92
2010-04-23,46,24.04
2010-04-30,36,22.84
2010-05-07,40,21.31
2010-05-14,45,21.89
2010-05-21,35,20.91
2010-05-28,35,21.42
2010-06-04,45,20.95
2010-06-11,43,20.64
2010-06-18,40,21.40
2010-06-25,43,20.03
2010-07-02,38,19.20
2010-07-09,41,20.24
2010-07-16,44,21.02
2010-07-23,35,21.69
2010-07-30,40,20.60
2010-08-06,39,20.65
2010-08-13,39,19.15
2010-08-20,39,18.91
2010-08-27,37,18.37
2010-09-03,40,18.43
2010-09-10,37,17.97
2010-09-17,42,18.81
2010-09-24,49,19.42
2010-10-01,32,19.32
2010-10-08,43,19.52
2010-10-15,47,19.32
2010-10-22,42,19.84
2010-10-29,41,20.05
2010-11-05,37,21.24
2010-11-12,42,21.53
2010-11-19,37,21.14
2010-11-26,35,21.34
2010-12-03,40,21.69
2010-12-10,38,21.91
2010-12-17,36,21.46
2010-12-24,37,
2010-12-31,43,21.03
2011-01-07,47,20.66
2011-01-14,40,21.08
2011-01-21,41,20.82
2011-01-28,36,21.46
2011-02-04,38,21.68
2011-02-11,39,21.76
2011-02-18,40,22.14
2011-02-25,42,21.86
2011-03-04,34,21.56
2011-03-11,34,20.87
2011-03-18,36,19.93
2011-03-25,33,20.37
2011-04-01,40,19.72
2011-04-08,38,20.02
2011-04-15,33,19.75
2011-04-22,39,
2011-04-29,37,23.15
2011-05-06,36,23.25
2011-05-13,37,23.41
2011-05-20,40,23.22
2011-05-27,34,22.21
2011-06-03,33,21.73
2011-06-10,28,21.38
2011-06-17,34,21.19
2011-06-24,35,21.20
2011-07-01,37,22.53
2011-07-08,35,23.09
2011-07-15,36,22.37
2011-07-22,34,23.13
2011-07-29,37,22.33
2011-08-05,30,20.79
2011-08-12,38,20.65
2011-08-19,32,19.19
2011-08-26,29,19.77
2011-09-02,29,19.64
2011-09-09,40,19.70
2011-09-16,41,21.97
2011-09-23,34,22.16
2011-09-30,40,21.34
2011-10-07,37,22.29
2011-10-14,35,23.50
2011-10-21,43,24.03
2011-10-28,37,24.98
2011-11-04,35,23.74
2011-11-11,38,24.85
2011-11-18,38,24.29
2011-11-25,38,22.73
2011-12-02,35,24.64
2011-12-09,35,25.01
2011-12-16,34,23.23
2011-12-23,30,24.40
2011-12-30,34,24.25
2012-01-06,30,25.25
2012-01-13,37,25.14
2012-01-20,34,26.38
2012-01-27,32,26.73
2012-02-03,33,26.74
2012-02-10,30,26.70
2012-02-17,27,27.37
2012-02-24,33,26.70
2012-03-02,32,26.92
2012-03-09,31,27.07
2012-03-16,31,27.73
2012-03-23,27,27.88
2012-03-30,33,28.12
2012-04-06,25,
2012-04-13,32,28.09
2012-04-20,29,27.60
2012-04-27,27,28.38
2012-05-04,36,27.90
2012-05-11,32,27.63
2012-05-18,43,26.07
2012-05-25,33,25.74
2012-06-01,27,25.14
2012-06-08,30,26.41
2012-06-15,28,27.34
2012-06-22,26,26.94
2012-06-29,33,26.65
2012-07-06,28,26.16
2012-07-13,37,25.25
2012-07-20,35,25.52
2012-07-27,38,26.02
2012-08-03,28,26.23
2012-08-10,30,26.88
2012-08-17,39,26.33
2012-08-24,38,24.91
2012-08-31,36,24.83
2012-09-07,37,24.19
2012-09-14,39,23.37
2012-09-21,35,23.13
2012-09-28,33,22.66
2012-10-05,42,22.68
2012-10-12,39,21.48
2012-10-19,40,21.27
2012-10-26,28,21.95
2012-11-02,28,22.06
2012-11-09,32,20.80
2012-11-16,33,20.19
2012-11-23,27,19.72
2012-11-30,29,19.57
2012-12-07,26,20.16
2012-12-14,30,20.53
2012-12-21,27,20.77
2012-12-28,24,20.23
2013-01-04,24,21.16
2013-01-11,26,22.00
2013-01-18,29,21.25
2013-01-25,25,20.96
2013-02-01,28,21.36
2013-02-08,35,21.00
2013-02-15,31,21.12
2013-02-22,33,20.42
2013-03-01,26,21.03
2013-03-08,32,21.58
2013-03-15,28,21.38
2013-03-22,31,21.33
2013-03-29,28,
2013-04-05,26,20.94
2013-04-12,24,21.68
2013-04-19,27,22.44
2013-04-26,30,23.40
2013-05-03,27,23.96
2013-05-10,29,24.50
2013-05-17,27,24.04
2013-05-24,26,23.92
2013-05-31,27,24.28
2013-06-07,22,24.59
2013-06-14,25,24.92
2013-06-21,28,24.20
2013-06-28,25,24.23
2013-07-05,22,24.06
2013-07-12,27,23.90
2013-07-19,24,23.04
2013-07-26,32,23.26
2013-08-02,24,23.22
2013-08-09,29,22.51
2013-08-16,30,21.91
2013-08-23,28,22.44
2013-08-30,36,21.98
2013-09-06,29,22.67
2013-09-13,30,23.44
2013-09-20,29,23.77
2013-09-27,32,22.98
2013-10-04,29,22.81
2013-10-11,34,23.26
2013-10-18,34,23.88
2013-10-25,32,24.24
2013-11-01,32,24.33
2013-11-08,30,24.09
2013-11-15,29,24.52
2013-11-22,37,23.87
2013-11-29,33,23.84
2013-12-06,32,24.82
2013-12-13,32,24.29
2013-12-20,32,25.06
2013-12-27,29,25.60
2014-01-03,24,25.78
2014-01-10,26,25.53
2014-01-17,28,25.85
2014-01-24,29,24.81
2014-01-31,33,24.54
2014-02-07,28,24.21
2014-02-14,28,24.76
2014-02-21,30,24.42
2014-02-28,33,24.76
2014-03-07,33,24.64
2014-03-14,32,24.50
2014-03-21,31,25.17
2014-03-28,35,25.62
2014-04-04,33,26.16
2014-04-11,31,26.18
2014-04-18,31,
2014-04-25,33,26.26
2014-05-02,33,
