"Date","XOM","Price"
2006-11-17,36,73.08
2006-11-24,21,72.38
2006-12-01,38,77.2
2006-12-08,31,75.5
2006-12-15,34,77.3
2006-12-22,34,75.41
2006-12-29,29,76.63
2007-01-05,38,73.24
2007-01-12,36,72.66
2007-01-19,31,73.53
2007-01-26,26,73.61
2007-02-02,33,75.54
2007-02-09,27,75.22
2007-02-16,30,75.29
2007-02-23,27,75.22
2007-03-02,34,70.01
2007-03-09,34,71.12
2007-03-16,28,69.86
2007-03-23,28,75.02
2007-03-30,36,75.45
2007-04-13,29,77.41
2007-04-20,33,79.76
2007-04-27,45,80.36
2007-05-04,43,80.55
2007-05-11,34,81.23
2007-05-18,36,83.26
2007-05-25,40,83.51
2007-06-01,35,84.22
2007-06-08,31,82.68
2007-06-15,34,85.94
2007-06-22,34,82.52
2007-06-29,32,83.88
2007-07-06,27,86.46
2007-07-13,43,90.33
2007-07-20,44,91.94
2007-07-27,47,85.59
2007-08-03,38,82.08
2007-08-10,41,84.51
2007-08-17,35,84.14
2007-08-24,35,85.69
2007-08-31,29,85.73
2007-09-07,27,85.75
2007-09-14,36,88.67
2007-09-21,37,92.31
2007-09-28,34,92.56
2007-10-05,30,91.36
2007-10-12,28,93.48
2007-10-19,40,92.14
2007-10-26,37,92.21
2007-11-02,46,87.93
2007-11-09,36,86.85
2007-11-16,34,85.1
2007-11-23,33,88.29
2007-11-30,36,89.16
2007-12-07,35,91.5
2007-12-14,33,91.18
2007-12-21,36,93.43
2007-12-28,27,95
2008-01-04,35,92.08
2008-01-11,32,90.3
2008-01-18,32,85.08
2008-01-25,40,83.94
2008-02-01,40,85.95
2008-02-08,37,81.71
2008-02-15,32,85.37
2008-02-22,31,87.17
2008-02-29,35,87.01
2008-03-07,39,82.49
2008-03-14,38,85.91
2008-03-28,38,85.22
2008-04-04,38,88.74
2008-04-11,33,88.62
2008-04-18,40,94
2008-04-25,43,92.46
2008-05-02,58,89.61
2008-05-09,40,88.82
2008-05-16,34,92.67
2008-05-23,44,90.7
2008-05-30,32,88.76
2008-06-06,46,86.79
2008-06-13,43,88.36
2008-06-20,40,84.91
2008-06-27,41,86.55
2008-07-11,39,85.48
2008-07-18,47,81.54
2008-07-25,43,81.7
2008-08-01,49,79.72
2008-08-08,46,78.72
2008-08-15,40,77.07
2008-08-22,41,80.3
2008-08-29,37,80.01
2008-09-05,31,75.62
2008-09-12,36,77.5
2008-09-19,53,79.61
2008-09-26,49,80.65
2008-10-03,51,77.94
2008-10-10,63,62.36
2008-10-17,76,68.04
2008-10-24,54,69.04
2008-10-31,69,74.12
2008-11-07,49,73.95
2008-11-14,47,73.68
2008-11-21,48,75.81
2008-11-28,41,80.15
2008-12-05,52,76.6
2008-12-12,47,80.45
2008-12-19,45,75.02
2008-12-26,34,77.19
2009-01-02,42,81.64
2009-01-09,39,77.57
2009-01-16,39,78.1
2009-01-23,34,78.04
2009-01-30,41,76.48
2009-02-06,42,80.34
2009-02-13,42,74.59
2009-02-20,46,71.23
2009-02-27,44,67.9
2009-03-06,46,64.03
2009-03-13,48,67.2
2009-03-20,43,66.09
2009-03-27,42,69.98
2009-04-03,42,70.44
2009-04-17,39,66.75
2009-04-24,39,66.57
2009-05-01,43,68.01
2009-05-08,41,70.8
2009-05-15,39,69.11
2009-05-22,42,68.83
2009-05-29,39,69.35
2009-06-05,44,72.97
2009-06-12,40,73.78
2009-06-19,39,71.05
2009-06-26,37,69.05
2009-07-10,43,65.12
2009-07-17,48,68.52
2009-07-24,48,72.29
2009-07-31,57,70.39
2009-08-07,46,69.47
2009-08-14,51,68.21
2009-08-21,49,69.92
2009-08-28,50,70.12
2009-09-04,47,69.18
2009-09-11,43,69.98
2009-09-18,46,69.99
2009-09-25,42,68.7
2009-10-02,38,66.58
2009-10-09,43,69.27
2009-10-16,47,73.12
2009-10-23,41,73.57
2009-10-30,49,71.67
2009-11-06,46,72.58
2009-11-13,48,72.47
2009-11-20,45,74.38
2009-11-27,46,74.87
2009-12-04,47,74.25
2009-12-11,43,72.83
2009-12-18,63,68.21
2010-01-08,68,69.52
2010-01-15,69,69.11
2010-01-22,64,66.1
2010-01-29,64,64.43
2010-02-05,72,64.8
2010-02-12,66,64.8
2010-02-19,58,65.87
2010-02-26,73,65
2010-03-05,76,66.47
2010-03-12,76,66.8
2010-03-19,86,67.04
2010-03-26,84,66.54
2010-04-09,97,68.76
2010-04-16,94,67.93
2010-04-23,95,69.24
2010-04-30,96,67.77
2010-05-07,92,63.7
2010-05-14,76,63.6
2010-05-21,64,60.88
2010-05-28,67,60.46
2010-06-04,68,59.53
2010-06-11,71,61.86
2010-06-18,67,63.1
2010-06-25,69,59.1
2010-07-02,82,56.57
2010-07-09,77,58.78
2010-07-16,77,57.96
2010-07-23,69,59.72
2010-07-30,73,59.68
2010-08-06,71,61.97
2010-08-13,66,59.91
2010-08-20,62,58.89
2010-08-27,70,59.8
2010-09-03,64,61.32
2010-09-10,59,61.2
2010-09-17,59,60.78
2010-09-24,56,61.75
2010-10-01,56,62.54
2010-10-08,56,64.38
2010-10-15,59,65.19
2010-10-22,54,66.34
2010-10-29,57,66.49
2010-11-05,55,70
2010-11-12,61,70.99
2010-11-19,54,70.54
2010-11-26,48,69.23
2010-12-03,52,71.19
2010-12-10,53,72.18
2010-12-17,49,72.17
2010-12-31,55,73.12
2011-01-07,48,75.59
2011-01-14,48,77.84
2011-01-21,47,78.98
2011-01-28,52,78.99
2011-02-04,54,83.28
2011-02-11,54,82.82
2011-02-18,54,84.5
2011-02-25,64,85.34
2011-03-04,57,85.08
2011-03-11,60,82.12
2011-03-18,58,80.85
2011-03-25,58,83.62
2011-04-01,59,84.68
2011-04-08,66,85.95
2011-04-15,60,84.29
2011-04-29,66,87.98
2011-05-06,58,82.69
2011-05-13,55,80.87
2011-05-20,50,81.57
2011-05-27,52,82.63
2011-06-03,55,81.18
2011-06-10,53,79.78
2011-06-17,49,79.02
2011-06-24,55,76.78
2011-07-01,53,82.01
2011-07-08,52,82.42
2011-07-15,50,83
2011-07-22,58,85.22
2011-07-29,57,79.79
2011-08-05,72,74.82
2011-08-12,85,72
2011-08-19,63,69.8
2011-08-26,58,72.64
2011-09-02,56,72.14
2011-09-09,52,71.01
2011-09-16,60,74.55
2011-09-23,69,69.31
2011-09-30,65,72.63
2011-10-07,71,73.56
2011-10-14,75,78.11
2011-10-21,89,80.13
2011-10-28,87,81.48
2011-11-04,81,78.52
2011-11-11,70,79.72
2011-11-18,65,77.9
2011-11-25,64,73.9
2011-12-02,64,79.79
2011-12-09,63,81.34
2011-12-16,64,80.16
2011-12-23,67,85.22
2011-12-30,72,84.76
2012-01-06,71,85.12
2012-01-13,65,84.88
2012-01-20,62,87.49
2012-01-27,61,85.83
2012-02-03,69,84.92
2012-02-10,63,83.8
2012-02-17,54,85.62
2012-02-24,60,87.34
2012-03-02,62,86.33
2012-03-09,59,84.3
2012-03-16,59,86.44
2012-03-23,60,85.55
2012-03-30,61,86.73
2012-04-13,59,82.95
2012-04-20,60,85.3
2012-04-27,62,86.08
2012-05-04,58,84.57
2012-05-11,55,83.1
2012-05-18,55,81.47
2012-05-25,60,82.08
2012-06-01,60,77.92
2012-06-08,62,80.84
2012-06-15,62,83.22
2012-06-22,59,82.11
2012-06-29,63,85.57
2012-07-06,69,84.8
2012-07-13,78,85.47
2012-07-20,82,85.95
2012-07-27,80,87.45
2012-08-03,89,87.55
2012-08-10,88,88.44
2012-08-17,90,88.4
2012-08-24,78,88.05
2012-08-31,61,87.3
2012-09-07,62,89.92
2012-09-14,62,92.3
2012-09-21,67,91.92
2012-09-28,59,91.45
2012-10-05,60,92.55
2012-10-12,61,91.03
2012-10-19,62,92.15
2012-10-26,59,90.62
2012-11-02,56,90.27
2012-11-09,59,87.21
2012-11-16,57,86.45
2012-11-23,54,89.09
2012-11-30,58,88.14
2012-12-07,63,88.6
2012-12-14,60,88.08
2012-12-21,66,87.23
2012-12-28,67,85.1
2013-01-04,62,88.96
2013-01-11,57,89.61
2013-01-18,60,90.8
2013-01-25,65,91.73
2013-02-01,67,90.04
2013-02-08,63,88.61
2013-02-15,63,88.36
2013-02-22,70,89.2
2013-03-01,71,89.43
2013-03-08,72,88.97
2013-03-15,64,89.37
2013-03-22,59,89.29
2013-04-05,59,89.01
2013-04-12,63,88.99
2013-04-19,64,87.45
2013-04-26,65,88
2013-05-03,65,90.02
2013-05-10,67,90.14
2013-05-17,60,91.76
2013-05-24,60,91.53
2013-05-31,61,90.47
2013-06-07,60,91.45
2013-06-14,59,90.58
2013-06-21,62,89.48
2013-06-28,63,90.35
2013-07-05,61,91.57
2013-07-12,69,93.4
2013-07-19,66,95.17
2013-07-26,59,94.79
2013-08-02,64,91.95
2013-08-09,61,90.72
2013-08-16,59,87.91
2013-08-23,62,87.52
2013-08-30,60,87.16
2013-09-06,60,87.25
2013-09-13,59,88.4
2013-09-20,58,88.66
2013-09-27,59,86.9
2013-10-04,59,86.32
2013-10-11,57,86.95
2013-10-18,60,87.55
2013-10-25,54,87.97
2013-11-01,59,89.82
2013-11-08,57,92.73
2013-11-15,61,95.27
2013-11-22,58,95.01
2013-11-29,57,93.48
2013-12-06,58,95.65
2013-12-13,60,95.31
2013-12-20,64,98.68
2013-12-27,63,101.51
2014-01-03,60,99.51
2014-01-10,55,100.52
2014-01-17,58,99.16
2014-01-24,54,94.85
2014-01-31,50,92.16
2014-02-07,60,90.58
2014-02-14,57,94.11
2014-02-21,57,95.03
2014-02-28,58,96.27
2014-03-07,58,94.99
2014-03-14,52,93.47
2014-03-21,52,94.31
2014-03-28,51,97.7
2014-04-04,54,97.36
2014-04-11,57,96.72
2014-04-25,65,100.41
