"Date","T","Price"
2011-08-05,83,28.93
2011-08-12,85,28.22
2011-08-19,88,27.99
2011-08-26,86,29.04
2011-09-02,85,28.05
2011-09-09,85,27.54
2011-09-16,88,28.94
2011-09-23,90,27.85
2011-09-30,87,28.52
2011-10-07,91,28.44
2011-10-14,88,29.17
2011-10-21,90,29.13
2011-10-28,88,29.74
2011-11-04,86,29.16
2011-11-11,93,29.42
2011-11-18,92,28.64
2011-11-25,92,27.41
2011-12-02,94,28.96
2011-12-09,93,29.03
2011-12-16,95,28.85
2011-12-23,88,29.87
2011-12-30,91,30.24
2012-01-06,88,29.68
2012-01-13,90,30.07
2012-01-20,91,30.51
2012-01-27,90,29.16
2012-02-03,96,29.95
2012-02-10,95,29.84
2012-02-17,92,30.01
2012-02-24,95,30.34
2012-03-02,96,30.87
2012-03-09,93,31.18
2012-03-16,95,31.59
2012-03-23,92,31.52
2012-03-30,93,31.23
2012-04-13,90,30.54
2012-04-20,93,30.86
2012-04-27,95,32.67
2012-05-04,92,32.86
2012-05-11,93,33.59
2012-05-18,92,33.66
2012-05-25,94,33.69
2012-06-01,99,33.9
2012-06-08,98,34.55
2012-06-15,100,35.71
2012-06-22,93,35.17
2012-06-29,95,35.66
2012-07-06,98,35.44
2012-07-13,92,35.35
2012-07-20,92,35.29
2012-07-27,93,37.14
2012-08-03,95,37.58
2012-08-10,94,37.49
2012-08-17,96,37.17
2012-08-24,98,36.95
2012-08-31,95,36.64
2012-09-07,93,37.3
2012-09-14,96,37.26
2012-09-21,98,38.08
2012-09-28,97,37.7
2012-10-05,97,37.86
2012-10-12,92,35.63
2012-10-19,91,35.32
2012-10-26,100,34.63
2012-11-02,88,34.93
2012-11-09,91,33.54
2012-11-16,95,33.14
2012-11-23,91,34.36
2012-11-30,96,34.13
2012-12-07,96,33.74
2012-12-14,94,34.01
2012-12-21,93,33.67
2012-12-28,90,33.32
2013-01-04,91,35.23
2013-01-11,92,34.27
2013-01-18,88,33.44
2013-01-25,91,34.02
2013-02-01,91,35.51
2013-02-08,88,35.27
2013-02-15,90,35.36
2013-02-22,90,35.68
2013-03-01,90,36.01
2013-03-08,94,36.68
2013-03-15,92,36.43
2013-03-22,92,36.43
2013-04-05,93,38.02
2013-04-12,97,38.59
2013-04-19,94,38.28
2013-04-26,92,37.04
2013-05-03,97,37.34
2013-05-10,92,37.36
2013-05-17,94,37.44
2013-05-24,95,36.75
2013-05-31,93,34.99
2013-06-07,93,35.45
2013-06-14,97,35.91
2013-06-21,95,34.47
2013-06-28,93,35.4
2013-07-05,95,35.83
2013-07-12,96,35.81
2013-07-19,97,35.81
2013-07-26,95,35.6
2013-08-02,93,35.77
2013-08-09,94,34.8
2013-08-16,95,34.18
2013-08-23,95,34.29
2013-08-30,93,33.83
2013-09-06,90,33.41
2013-09-13,94,34.32
2013-09-20,91,34.31
2013-09-27,88,33.98
2013-10-04,92,33.75
2013-10-11,92,34.2
2013-10-18,93,34.61
2013-10-25,90,35.19
2013-11-01,89,36.24
2013-11-08,87,35.17
2013-11-15,92,35.43
2013-11-22,91,35.42
2013-11-29,94,35.21
2013-12-06,92,34.53
2013-12-13,93,33.85
2013-12-20,90,34.3
2013-12-27,86,35.18
2014-01-03,89,34.8
2014-01-10,89,33.62
2014-01-17,89,33.7
2014-01-24,89,33.42
2014-01-31,90,33.32
2014-02-07,92,32.3
2014-02-14,89,33.15
2014-02-21,89,32.8
2014-02-28,92,31.93
2014-03-07,90,32.54
2014-03-14,89,32.49
2014-03-21,91,34.3
2014-03-28,92,35.07
2014-04-04,91,35.55
2014-04-11,89,35.2
2014-04-25,92,34.49
