Date,XOM,Price
2005-07-22,17,59.50
2005-07-29,27,58.75
2005-08-05,27,58.09
2005-08-12,24,61.05
2005-08-19,26,58.82
2005-08-26,23,58.41
2005-09-02,32,60.68
2005-09-09,17,63.20
2005-09-16,26,63.70
2005-09-23,37,63.83
2005-09-30,30,63.54
2005-10-07,33,59.60
2005-10-14,31,58.64
2005-10-21,34,55.37
2005-10-28,45,56.31
2005-11-04,35,57.90
2005-11-11,27,56.52
2005-11-18,28,58.25
2005-11-25,26,60.11
2005-12-02,32,59.07
2005-12-09,30,58.50
2005-12-16,24,58.06
2005-12-23,24,57.10
2005-12-30,30,56.17
2006-01-06,27,59.43
2006-01-13,27,60.97
2006-01-20,28,60.53
2006-01-27,29,61.29
2006-02-03,48,61.39
2006-02-10,22,59.43
2006-02-17,27,60.55
2006-02-24,18,60.42
2006-03-03,23,60.98
2006-03-10,24,59.18
2006-03-17,27,61.05
2006-03-24,30,61.17
2006-03-31,27,60.86
2006-04-07,24,61.33
2006-04-14,26,
2006-04-21,41,65.00
2006-04-28,54,63.08
2006-05-05,39,64.00
2006-05-12,37,62.24
2006-05-19,28,60.45
2006-05-26,28,61.58
2006-06-02,20,61.65
2006-06-09,29,58.80
2006-06-16,25,58.80
2006-06-23,25,58.10
2006-06-30,22,61.35
2006-07-07,22,62.84
2006-07-14,38,64.90
2006-07-21,31,63.93
2006-07-28,53,67.00
2006-08-04,40,68.69
2006-08-11,45,69.73
2006-08-18,37,69.10
2006-08-25,40,70.43
2006-09-01,38,68.10
2006-09-08,28,66.81
2006-09-15,31,64.65
2006-09-22,29,64.91
2006-09-29,23,67.10
2006-10-06,26,67.52
2006-10-13,25,68.40
2006-10-20,24,69.55
2006-10-27,41,71.46
2006-11-03,28,72.15
2006-11-10,35,74.42
2006-11-17,35,73.08
2006-11-24,20,72.38
2006-12-01,43,77.20
2006-12-08,31,75.50
2006-12-15,37,77.30
2006-12-22,36,75.41
2006-12-29,32,76.63
2007-01-05,38,73.24
2007-01-12,32,72.66
2007-01-19,31,73.53
2007-01-26,25,73.61
2007-02-02,33,75.54
2007-02-09,28,75.22
2007-02-16,33,75.29
2007-02-23,23,75.22
2007-03-02,36,70.01
2007-03-09,37,71.12
2007-03-16,28,69.86
2007-03-23,29,75.02
2007-03-30,30,75.45
2007-04-06,31,
2007-04-13,28,77.41
2007-04-20,35,79.76
2007-04-27,47,80.36
2007-05-04,38,80.55
2007-05-11,37,81.23
2007-05-18,36,83.26
2007-05-25,36,83.51
2007-06-01,35,84.22
2007-06-08,32,82.68
2007-06-15,36,85.94
2007-06-22,33,82.52
2007-06-29,31,83.88
2007-07-06,28,86.46
2007-07-13,40,90.33
2007-07-20,45,91.94
2007-07-27,50,85.59
2007-08-03,40,82.08
2007-08-10,38,84.51
2007-08-17,39,84.14
2007-08-24,35,85.69
2007-08-31,32,85.73
2007-09-07,28,85.75
2007-09-14,32,88.67
2007-09-21,42,92.31
2007-09-28,34,92.56
2007-10-05,34,91.36
2007-10-12,36,93.48
2007-10-19,42,92.14
2007-10-26,39,92.21
2007-11-02,50,87.93
2007-11-09,39,86.85
2007-11-16,36,85.10
2007-11-23,33,88.29
2007-11-30,39,89.16
2007-12-07,36,91.50
2007-12-14,36,91.18
2007-12-21,33,93.43
2007-12-28,30,95.00
2008-01-04,36,92.08
2008-01-11,37,90.30
2008-01-18,38,85.08
2008-01-25,38,83.94
2008-02-01,41,85.95
2008-02-08,45,81.71
2008-02-15,32,85.37
2008-02-22,35,87.17
2008-02-29,35,87.01
2008-03-07,40,82.49
2008-03-14,36,85.91
2008-03-21,46,
2008-03-28,38,85.22
2008-04-04,40,88.74
2008-04-11,37,88.62
2008-04-18,41,94.00
2008-04-25,43,92.46
2008-05-02,57,89.61
2008-05-09,43,88.82
2008-05-16,35,92.67
2008-05-23,45,90.70
2008-05-30,33,88.76
2008-06-06,48,86.79
2008-06-13,45,88.36
2008-06-20,40,84.91
2008-06-27,43,86.55
2008-07-04,36,
2008-07-11,39,85.48
2008-07-18,49,81.54
2008-07-25,43,81.70
2008-08-01,54,79.72
2008-08-08,48,78.72
2008-08-15,41,77.07
2008-08-22,39,80.30
2008-08-29,36,80.01
2008-09-05,36,75.62
2008-09-12,37,77.50
2008-09-19,54,79.61
2008-09-26,49,80.65
2008-10-03,54,77.94
2008-10-10,62,62.36
2008-10-17,73,68.04
2008-10-24,58,69.04
2008-10-31,72,74.12
2008-11-07,51,73.95
2008-11-14,50,73.68
2008-11-21,52,75.81
2008-11-28,43,80.15
2008-12-05,51,76.60
2008-12-12,47,80.45
2008-12-19,45,75.02
2008-12-26,38,77.19
2009-01-02,43,81.64
2009-01-09,43,77.57
2009-01-16,40,78.10
2009-01-23,36,78.04
2009-01-30,44,76.48
2009-02-06,41,80.34
2009-02-13,42,74.59
2009-02-20,47,71.23
2009-02-27,43,67.90
2009-03-06,48,64.03
2009-03-13,48,67.20
2009-03-20,43,66.09
2009-03-27,47,69.98
2009-04-03,42,70.44
2009-04-10,36,
2009-04-17,41,66.75
2009-04-24,41,66.57
2009-05-01,42,68.01
2009-05-08,43,70.80
2009-05-15,41,69.11
2009-05-22,41,68.83
2009-05-29,42,69.35
2009-06-05,46,72.97
2009-06-12,39,73.78
2009-06-19,39,71.05
2009-06-26,40,69.05
2009-07-03,40,
2009-07-10,47,65.12
2009-07-17,46,68.52
2009-07-24,50,72.29
2009-07-31,57,70.39
2009-08-07,44,69.47
2009-08-14,51,68.21
2009-08-21,49,69.92
2009-08-28,46,70.12
2009-09-04,49,69.18
2009-09-11,44,69.98
2009-09-18,50,69.99
2009-09-25,47,68.70
2009-10-02,40,66.58
2009-10-09,42,69.27
2009-10-16,44,73.12
2009-10-23,45,73.57
2009-10-30,49,71.67
2009-11-06,50,72.58
2009-11-13,47,72.47
2009-11-20,51,74.38
2009-11-27,49,74.87
2009-12-04,49,74.25
2009-12-11,42,72.83
2009-12-18,61,68.21
2009-12-25,62,
2010-01-01,58,
2010-01-08,69,69.52
2010-01-15,68,69.11
2010-01-22,71,66.10
2010-01-29,65,64.43
2010-02-05,76,64.80
2010-02-12,70,64.80
2010-02-19,59,65.87
2010-02-26,75,65.00
2010-03-05,78,66.47
2010-03-12,82,66.80
2010-03-19,92,67.04
2010-03-26,89,66.54
2010-04-02,100,
2010-04-09,100,68.76
2010-04-16,99,67.93
2010-04-23,92,69.24
2010-04-30,99,67.77
2010-05-07,99,63.70
2010-05-14,80,63.60
2010-05-21,66,60.88
2010-05-28,67,60.46
2010-06-04,72,59.53
2010-06-11,72,61.86
2010-06-18,68,63.10
2010-06-25,70,59.10
2010-07-02,80,56.57
2010-07-09,80,58.78
2010-07-16,79,57.96
2010-07-23,72,59.72
2010-07-30,73,59.68
2010-08-06,75,61.97
2010-08-13,66,59.91
2010-08-20,62,58.89
2010-08-27,68,59.80
2010-09-03,64,61.32
2010-09-10,60,61.20
2010-09-17,66,60.78
2010-09-24,61,61.75
2010-10-01,56,62.54
2010-10-08,57,64.38
2010-10-15,61,65.19
2010-10-22,57,66.34
2010-10-29,60,66.49
2010-11-05,59,70.00
2010-11-12,61,70.99
2010-11-19,58,70.54
2010-11-26,54,69.23
2010-12-03,51,71.19
2010-12-10,53,72.18
2010-12-17,54,72.17
2010-12-24,56,
2010-12-31,57,73.12
2011-01-07,54,75.59
2011-01-14,53,77.84
2011-01-21,47,78.98
2011-01-28,55,78.99
2011-02-04,59,83.28
2011-02-11,54,82.82
2011-02-18,56,84.50
2011-02-25,65,85.34
2011-03-04,61,85.08
2011-03-11,63,82.12
2011-03-18,59,80.85
2011-03-25,57,83.62
2011-04-01,60,84.68
2011-04-08,67,85.95
2011-04-15,63,84.29
2011-04-22,59,
2011-04-29,65,87.98
2011-05-06,61,82.69
2011-05-13,57,80.87
2011-05-20,52,81.57
2011-05-27,56,82.63
2011-06-03,56,81.18
2011-06-10,54,79.78
2011-06-17,49,79.02
2011-06-24,57,76.78
2011-07-01,53,82.01
2011-07-08,54,82.42
2011-07-15,54,83.00
2011-07-22,59,85.22
2011-07-29,59,79.79
2011-08-05,69,74.82
2011-08-12,89,72.00
2011-08-19,64,69.80
2011-08-26,58,72.64
2011-09-02,55,72.14
2011-09-09,51,71.01
2011-09-16,58,74.55
2011-09-23,66,69.31
2011-09-30,69,72.63
2011-10-07,74,73.56
2011-10-14,82,78.11
2011-10-21,89,80.13
2011-10-28,92,81.48
2011-11-04,85,78.52
2011-11-11,73,79.72
2011-11-18,66,77.90
2011-11-25,66,73.90
2011-12-02,65,79.79
2011-12-09,68,81.34
2011-12-16,66,80.16
2011-12-23,70,85.22
2011-12-30,74,84.76
2012-01-06,72,85.12
2012-01-13,67,84.88
2012-01-20,64,87.49
2012-01-27,63,85.83
2012-02-03,72,84.92
2012-02-10,66,83.80
2012-02-17,57,85.62
2012-02-24,62,87.34
2012-03-02,61,86.33
2012-03-09,61,84.30
2012-03-16,63,86.44
2012-03-23,62,85.55
2012-03-30,65,86.73
2012-04-06,64,
2012-04-13,62,82.95
2012-04-20,60,85.30
2012-04-27,65,86.08
2012-05-04,62,84.57
2012-05-11,59,83.10
2012-05-18,60,81.47
2012-05-25,65,82.08
2012-06-01,63,77.92
2012-06-08,64,80.84
2012-06-15,66,83.22
2012-06-22,66,82.11
2012-06-29,63,85.57
2012-07-06,71,84.80
2012-07-13,82,85.47
2012-07-20,85,85.95
2012-07-27,81,87.45
2012-08-03,88,87.55
2012-08-10,94,88.44
2012-08-17,91,88.40
2012-08-24,80,88.05
2012-08-31,64,87.30
2012-09-07,65,89.92
2012-09-14,65,92.30
2012-09-21,68,91.92
2012-09-28,62,91.45
2012-10-05,62,92.55
2012-10-12,63,91.03
2012-10-19,60,92.15
2012-10-26,62,90.62
2012-11-02,57,90.27
2012-11-09,62,87.21
2012-11-16,60,86.45
2012-11-23,58,89.09
2012-11-30,57,88.14
2012-12-07,62,88.60
2012-12-14,65,88.08
2012-12-21,68,87.23
2012-12-28,70,85.10
2013-01-04,63,88.96
2013-01-11,58,89.61
2013-01-18,61,90.80
2013-01-25,69,91.73
2013-02-01,72,90.04
2013-02-08,67,88.61
2013-02-15,65,88.36
2013-02-22,74,89.20
2013-03-01,73,89.43
2013-03-08,75,88.97
2013-03-15,69,89.37
2013-03-22,62,89.29
2013-03-29,62,
2013-04-05,60,89.01
2013-04-12,62,88.99
2013-04-19,68,87.45
2013-04-26,68,88.00
2013-05-03,70,90.02
2013-05-10,70,90.14
2013-05-17,63,91.76
2013-05-24,63,91.53
2013-05-31,63,90.47
2013-06-07,63,91.45
2013-06-14,60,90.58
2013-06-21,67,89.48
2013-06-28,65,90.35
2013-07-05,62,91.57
2013-07-12,70,93.40
2013-07-19,66,95.17
2013-07-26,62,94.79
2013-08-02,66,91.95
2013-08-09,62,90.72
2013-08-16,65,87.91
2013-08-23,63,87.52
2013-08-30,63,87.16
2013-09-06,63,87.25
2013-09-13,61,88.40
2013-09-20,60,88.66
2013-09-27,60,86.90
2013-10-04,59,86.32
2013-10-11,59,86.95
2013-10-18,64,87.55
2013-10-25,55,87.97
2013-11-01,60,89.82
2013-11-08,59,92.73
2013-11-15,62,95.27
2013-11-22,61,95.01
2013-11-29,60,93.48
2013-12-06,60,95.65
2013-12-13,61,95.31
2013-12-20,65,98.68
2013-12-27,68,101.51
2014-01-03,64,99.51
2014-01-10,59,100.52
2014-01-17,60,99.16
2014-01-24,57,94.85
2014-01-31,54,92.16
2014-02-07,61,90.58
2014-02-14,57,94.11
2014-02-21,57,95.03
2014-02-28,62,96.27
2014-03-07,60,94.99
2014-03-14,57,93.47
2014-03-21,55,94.31
2014-03-28,53,97.70
2014-04-04,56,97.36
2014-04-11,60,96.72
2014-04-18,60,
2014-04-25,67,100.41
2014-05-02, ,
