Date,GE,Price
2009-07-31,77,13.40
2009-08-07,78,14.70
2009-08-14,77,13.92
2009-08-21,75,14.21
2009-08-28,78,14.08
2009-09-04,75,13.87
2009-09-11,73,14.67
2009-09-18,75,16.50
2009-09-25,73,16.37
2009-10-02,73,15.36
2009-10-09,73,16.18
2009-10-16,75,16.08
2009-10-23,73,15.20
2009-10-30,71,14.26
2009-11-06,71,15.33
2009-11-13,72,15.66
2009-11-20,72,15.59
2009-11-27,72,15.94
2009-12-04,75,16.20
2009-12-11,72,15.92
2009-12-18,70,15.59
2009-12-25,64,
2010-01-01,68,
2010-01-08,72,16.60
2010-01-15,71,16.44
2010-01-22,71,16.11
2010-01-29,69,16.08
2010-02-05,68,15.79
2010-02-12,68,15.55
2010-02-19,69,16.17
2010-02-26,70,16.06
2010-03-05,71,16.35
2010-03-12,70,17.04
2010-03-19,68,18.07
2010-03-26,67,18.34
2010-04-02,69,
2010-04-09,66,18.52
2010-04-16,72,18.97
2010-04-23,67,19.07
2010-04-30,69,18.86
2010-05-07,65,16.88
2010-05-14,65,17.64
2010-05-21,69,16.42
2010-05-28,67,16.35
2010-06-04,65,15.71
2010-06-11,66,15.56
2010-06-18,66,15.95
2010-06-25,65,14.91
2010-07-02,67,13.88
2010-07-09,66,14.95
2010-07-16,68,14.55
2010-07-23,70,15.71
2010-07-30,68,16.12
2010-08-06,68,16.45
2010-08-13,68,15.38
2010-08-20,68,15.03
2010-08-27,65,14.71
2010-09-03,65,15.39
2010-09-10,67,15.98
2010-09-17,67,16.29
2010-09-24,67,16.66
2010-10-01,68,16.36
2010-10-08,68,17.12
2010-10-15,68,16.30
2010-10-22,69,16.06
2010-10-29,66,16.02
2010-11-05,66,16.73
2010-11-12,69,16.25
2010-11-19,71,16.22
2010-11-26,69,15.80
2010-12-03,69,16.78
2010-12-10,70,17.72
2010-12-17,66,17.70
2010-12-24,63,
2010-12-31,64,18.29
2011-01-07,69,18.43
2011-01-14,68,18.82
2011-01-21,70,19.74
2011-01-28,69,20.20
2011-02-04,70,20.56
2011-02-11,70,21.33
2011-02-18,69,21.44
2011-02-25,69,20.82
2011-03-04,65,20.37
2011-03-11,66,20.36
2011-03-18,69,19.25
2011-03-25,70,19.75
2011-04-01,71,20.34
2011-04-08,73,20.19
2011-04-15,68,20.04
2011-04-22,69,
2011-04-29,70,20.45
2011-05-06,75,20.01
2011-05-13,69,19.89
2011-05-20,66,19.62
2011-05-27,67,19.44
2011-06-03,67,18.82
2011-06-10,67,18.32
2011-06-17,66,18.49
2011-06-24,65,17.97
2011-07-01,65,19.20
2011-07-08,65,18.99
2011-07-15,68,18.41
2011-07-22,67,19.04
2011-07-29,66,17.91
2011-08-05,66,16.51
2011-08-12,67,15.88
2011-08-19,66,15.09
2011-08-26,66,15.54
2011-09-02,64,15.76
2011-09-09,63,15.09
2011-09-16,68,16.33
2011-09-23,67,15.21
2011-09-30,69,15.22
2011-10-07,67,15.50
2011-10-14,67,16.60
2011-10-21,68,16.31
2011-10-28,66,17.25
2011-11-04,67,16.39
2011-11-11,69,16.30
2011-11-18,68,15.65
2011-11-25,70,14.70
2011-12-02,71,16.09
2011-12-09,69,16.84
2011-12-16,68,17.01
2011-12-23,64,18.23
2011-12-30,62,17.91
2012-01-06,68,18.65
2012-01-13,67,18.84
2012-01-20,68,19.15
2012-01-27,66,19.03
2012-02-03,68,19.02
2012-02-10,68,18.88
2012-02-17,70,19.28
2012-02-24,67,19.24
2012-03-02,68,18.97
2012-03-09,69,19.04
2012-03-16,66,20.20
2012-03-23,64,19.78
2012-03-30,65,20.07
2012-04-06,67,
2012-04-13,63,18.88
2012-04-20,65,19.36
2012-04-27,64,19.78
2012-05-04,63,19.34
2012-05-11,63,19.01
2012-05-18,65,18.95
2012-05-25,64,19.20
2012-06-01,64,18.54
2012-06-08,62,19.20
2012-06-15,62,20.00
2012-06-22,63,19.81
2012-06-29,64,20.84
2012-07-06,64,20.00
2012-07-13,64,19.77
2012-07-20,64,19.87
2012-07-27,63,20.92
2012-08-03,63,20.96
2012-08-10,71,21.10
2012-08-17,68,21.00
2012-08-24,65,20.80
2012-08-31,62,20.71
2012-09-07,63,21.59
2012-09-14,62,22.11
2012-09-21,61,22.53
2012-09-28,62,22.71
2012-10-05,65,23.12
2012-10-12,64,22.48
2012-10-19,63,22.03
2012-10-26,63,21.11
2012-11-02,60,21.31
2012-11-09,64,21.00
2012-11-16,62,20.15
2012-11-23,63,21.04
2012-11-30,62,21.13
2012-12-07,61,21.46
2012-12-14,62,21.62
2012-12-21,60,20.88
2012-12-28,56,20.44
2013-01-04,60,21.20
2013-01-11,60,21.13
2013-01-18,61,22.04
2013-01-25,62,22.29
2013-02-01,60,22.62
2013-02-08,61,22.50
2013-02-15,60,23.29
2013-02-22,59,23.39
2013-03-01,60,23.19
2013-03-08,62,23.77
2013-03-15,59,23.44
2013-03-22,58,23.37
2013-03-29,58,
2013-04-05,57,22.93
2013-04-12,60,23.46
2013-04-19,60,21.75
2013-04-26,61,22.21
2013-05-03,59,22.57
2013-05-10,62,22.90
2013-05-17,57,23.46
2013-05-24,59,23.53
2013-05-31,57,23.32
2013-06-07,59,23.86
2013-06-14,57,23.52
2013-06-21,58,23.36
2013-06-28,58,23.19
2013-07-05,59,23.24
2013-07-12,60,23.76
2013-07-19,61,24.72
2013-07-26,60,24.65
2013-08-02,59,24.70
2013-08-09,57,24.25
2013-08-16,57,23.95
2013-08-23,56,23.78
2013-08-30,59,23.14
2013-09-06,58,23.16
2013-09-13,57,23.78
2013-09-20,57,24.01
2013-09-27,57,24.05
2013-10-04,57,24.05
2013-10-11,58,24.40
2013-10-18,60,25.55
2013-10-25,57,25.88
2013-11-01,58,26.54
2013-11-08,59,27.05
2013-11-15,61,27.20
2013-11-22,60,27.08
2013-11-29,62,26.66
2013-12-06,61,26.94
2013-12-13,59,26.84
2013-12-20,59,27.36
2013-12-27,54,27.83
2014-01-03,57,27.48
2014-01-10,59,26.96
2014-01-17,60,26.58
2014-01-24,60,24.95
2014-01-31,57,25.13
2014-02-07,57,25.19
2014-02-14,59,25.74
2014-02-21,59,24.94
2014-02-28,58,25.47
2014-03-07,57,26.13
2014-03-14,59,25.11
2014-03-21,57,25.40
2014-03-28,57,25.88
2014-04-04,56,26.02
2014-04-11,58,25.43
2014-04-18,58,
2014-04-25,59,26.60
2014-05-02, ,
