Date,DD,Price
2005-11-18,62,42.45
2005-11-25,57,43.15
2005-12-02,58,43.16
2005-12-09,59,42.86
2005-12-16,57,42.50
2005-12-23,59,43.01
2005-12-30,61,42.50
2006-01-06,58,42.92
2006-01-13,61,40.07
2006-01-20,58,39.52
2006-01-27,61,39.83
2006-02-03,61,38.90
2006-02-10,62,40.69
2006-02-17,60,41.51
2006-02-24,56,40.32
2006-03-03,60,41.00
2006-03-10,59,40.90
2006-03-17,64,42.56
2006-03-24,60,42.55
2006-03-31,57,42.21
2006-04-07,59,42.70
2006-04-14,58,
2006-04-21,61,44.61
2006-04-28,57,44.10
2006-05-05,55,45.15
2006-05-12,60,44.19
2006-05-19,61,42.81
2006-05-26,58,42.56
2006-06-02,61,43.30
2006-06-09,58,40.66
2006-06-16,57,40.84
2006-06-23,61,41.81
2006-06-30,59,41.60
2006-07-07,59,40.54
2006-07-14,60,39.67
2006-07-21,60,40.01
2006-07-28,60,40.14
2006-08-04,60,39.64
2006-08-11,58,39.07
2006-08-18,65,40.33
2006-08-25,64,39.25
2006-09-01,66,40.48
2006-09-08,62,40.00
2006-09-15,62,42.25
2006-09-22,68,42.32
2006-09-29,64,42.84
2006-10-06,64,44.95
2006-10-13,61,45.08
2006-10-20,65,44.97
2006-10-27,59,45.55
2006-11-03,60,45.08
2006-11-10,59,47.30
2006-11-17,60,47.26
2006-11-24,59,48.43
2006-12-01,63,46.45
2006-12-08,62,46.90
2006-12-15,61,48.75
2006-12-22,63,48.57
2006-12-29,64,48.71
2007-01-05,64,48.05
2007-01-12,63,49.73
2007-01-19,61,50.84
2007-01-26,66,49.19
2007-02-02,66,50.25
2007-02-09,67,51.07
2007-02-16,65,52.47
2007-02-23,64,52.99
2007-03-02,67,50.09
2007-03-09,67,51.14
2007-03-16,67,49.96
2007-03-23,65,51.03
2007-03-30,66,49.43
2007-04-06,66,
2007-04-13,63,49.31
2007-04-20,68,49.28
2007-04-27,65,49.69
2007-05-04,69,51.24
2007-05-11,70,50.42
2007-05-18,68,52.38
2007-05-25,67,51.46
2007-06-01,69,53.10
2007-06-08,71,51.13
2007-06-15,67,51.47
2007-06-22,69,52.30
2007-06-29,70,50.84
2007-07-06,69,51.97
2007-07-13,72,51.55
2007-07-20,70,52.62
2007-07-27,69,46.82
2007-08-03,70,46.35
2007-08-10,73,48.59
2007-08-17,69,47.31
2007-08-24,69,49.08
2007-08-31,74,48.75
2007-09-07,69,47.50
2007-09-14,76,48.04
2007-09-21,73,49.69
2007-09-28,78,49.56
2007-10-05,77,49.55
2007-10-12,72,49.06
2007-10-19,70,46.87
2007-10-26,72,48.37
2007-11-02,77,47.96
2007-11-09,72,46.79
2007-11-16,73,45.31
2007-11-23,76,44.69
2007-11-30,75,46.15
2007-12-07,74,47.19
2007-12-14,71,44.73
2007-12-21,74,45.35
2007-12-28,79,44.30
2008-01-04,78,43.38
2008-01-11,78,44.66
2008-01-18,74,42.70
2008-01-25,78,44.72
2008-02-01,77,45.95
2008-02-08,81,45.44
2008-02-15,78,45.49
2008-02-22,78,45.96
2008-02-29,80,46.42
2008-03-07,80,45.00
2008-03-14,80,46.98
2008-03-21,82,
2008-03-28,78,46.44
2008-04-04,79,49.50
2008-04-11,78,49.33
2008-04-18,81,52.02
2008-04-25,80,49.88
2008-05-02,80,49.86
2008-05-09,80,48.44
2008-05-16,80,49.63
2008-05-23,82,47.62
2008-05-30,79,47.91
2008-06-06,82,46.32
2008-06-13,82,47.20
2008-06-20,80,46.23
2008-06-27,83,42.69
2008-07-04,85,
2008-07-11,85,41.47
2008-07-18,86,44.20
2008-07-25,89,43.81
2008-08-01,88,43.31
2008-08-08,88,45.31
2008-08-15,90,45.70
2008-08-22,90,44.79
2008-08-29,86,44.44
2008-09-05,88,44.25
2008-09-12,87,46.39
2008-09-19,86,48.04
2008-09-26,88,41.99
2008-10-03,88,38.80
2008-10-10,88,33.40
2008-10-17,90,33.77
2008-10-24,91,29.33
2008-10-31,87,32.04
2008-11-07,86,30.46
2008-11-14,90,27.43
2008-11-21,89,23.03
2008-11-28,94,25.06
2008-12-05,94,24.12
2008-12-12,94,26.61
2008-12-19,88,25.60
2008-12-26,96,24.98
2009-01-02,97,26.18
2009-01-09,92,25.41
2009-01-16,92,24.97
2009-01-23,90,24.16
2009-01-30,91,22.96
2009-02-06,93,24.57
2009-02-13,88,22.40
2009-02-20,89,20.38
2009-02-27,95,18.76
2009-03-06,93,16.87
2009-03-13,92,19.49
2009-03-20,93,20.66
2009-03-27,91,22.70
2009-04-03,94,25.97
2009-04-10,96,
2009-04-17,95,28.42
2009-04-24,92,28.78
2009-05-01,95,27.87
2009-05-08,91,28.38
2009-05-15,100,26.93
2009-05-22,96,27.77
2009-05-29,89,28.47
2009-06-05,94,27.00
2009-06-12,91,27.00
2009-06-19,92,24.97
2009-06-26,93,25.38
2009-07-03,94,
2009-07-10,96,24.61
2009-07-17,97,27.57
2009-07-24,97,30.04
2009-07-31,93,30.93
2009-08-07,97,32.83
2009-08-14,97,32.36
2009-08-21,95,32.71
2009-08-28,99,32.56
2009-09-04,96,31.71
2009-09-11,92,31.81
2009-09-18,94,33.74
2009-09-25,95,31.74
2009-10-02,89,30.54
2009-10-09,89,32.95
2009-10-16,86,34.10
2009-10-23,90,33.23
2009-10-30,93,31.82
2009-11-06,92,33.38
2009-11-13,87,34.31
2009-11-20,88,34.51
2009-11-27,86,34.40
2009-12-04,84,32.34
2009-12-11,87,32.23
2009-12-18,86,31.87
2009-12-25,92,
2010-01-01,93,
2010-01-08,88,33.94
2010-01-15,87,34.01
2010-01-22,83,32.50
2010-01-29,80,32.61
2010-02-05,80,32.73
2010-02-12,81,32.28
2010-02-19,84,34.03
2010-02-26,85,33.72
2010-03-05,83,34.97
2010-03-12,82,35.49
2010-03-19,84,36.86
2010-03-26,84,37.69
2010-04-02,87,
2010-04-09,86,39.19
2010-04-16,83,38.66
2010-04-23,81,40.22
2010-04-30,80,39.84
2010-05-07,82,36.23
2010-05-14,83,37.65
2010-05-21,82,36.10
2010-05-28,82,36.17
2010-06-04,81,34.41
2010-06-11,81,37.61
2010-06-18,78,38.36
2010-06-25,79,36.66
2010-07-02,79,34.06
2010-07-09,76,36.90
2010-07-16,78,35.98
2010-07-23,78,38.34
2010-07-30,80,40.67
2010-08-06,80,42.13
2010-08-13,80,40.32
2010-08-20,82,40.34
2010-08-27,82,41.01
2010-09-03,76,42.51
2010-09-10,78,42.29
2010-09-17,80,43.95
2010-09-24,82,45.58
2010-10-01,89,44.85
2010-10-08,98,46.66
2010-10-15,94,46.67
2010-10-22,85,46.83
2010-10-29,85,47.28
2010-11-05,86,48.18
2010-11-12,86,46.52
2010-11-19,86,47.10
2010-11-26,84,46.31
2010-12-03,87,49.24
2010-12-10,90,48.62
2010-12-17,84,49.86
2010-12-24,84,
2010-12-31,84,49.88
2011-01-07,85,49.76
2011-01-14,84,49.80
2011-01-21,84,48.35
2011-01-28,86,50.29
2011-02-04,82,52.53
2011-02-11,83,54.58
2011-02-18,88,55.98
2011-02-25,81,54.07
2011-03-04,84,53.87
2011-03-11,86,52.90
2011-03-18,77,52.99
2011-03-25,88,54.10
2011-04-01,98,55.19
2011-04-08,86,55.40
2011-04-15,85,54.89
2011-04-22,87,
2011-04-29,90,56.79
2011-05-06,85,54.63
2011-05-13,90,52.91
2011-05-20,85,52.74
2011-05-27,86,52.56
2011-06-03,86,50.29
2011-06-10,86,49.78
2011-06-17,83,49.57
2011-06-24,85,51.96
2011-07-01,84,54.47
2011-07-08,83,55.42
2011-07-15,86,54.09
2011-07-22,85,54.85
2011-07-29,87,51.42
2011-08-05,85,47.27
2011-08-12,85,47.36
2011-08-19,87,43.79
2011-08-26,84,46.09
2011-09-02,81,46.76
2011-09-09,82,45.27
2011-09-16,83,47.12
2011-09-23,78,40.46
2011-09-30,81,39.97
2011-10-07,79,41.90
2011-10-14,79,45.09
2011-10-21,80,45.15
2011-10-28,78,49.36
2011-11-04,75,48.70
2011-11-11,76,48.52
2011-11-18,74,46.41
2011-11-25,74,43.86
2011-12-02,78,47.02
2011-12-09,79,45.04
2011-12-16,79,43.98
2011-12-23,76,46.17
2011-12-30,80,45.78
2012-01-06,80,46.04
2012-01-13,76,48.40
2012-01-20,77,49.42
2012-01-27,80,50.72
2012-02-03,79,52.01
2012-02-10,78,51.15
2012-02-17,76,51.48
2012-02-24,78,50.99
2012-03-02,78,51.45
2012-03-09,78,51.50
2012-03-16,77,53.38
2012-03-23,79,52.63
2012-03-30,71,52.90
2012-04-06,85,
2012-04-13,77,52.02
2012-04-20,79,52.62
2012-04-27,80,53.72
2012-05-04,77,52.89
2012-05-11,82,51.57
2012-05-18,85,47.97
2012-05-25,94,48.40
2012-06-01,75,47.21
2012-06-08,73,49.50
2012-06-15,73,50.24
2012-06-22,74,49.96
2012-06-29,74,50.57
2012-07-06,72,48.90
2012-07-13,72,47.63
2012-07-20,73,48.87
2012-07-27,76,49.71
2012-08-03,86,49.47
2012-08-10,75,51.08
2012-08-17,76,50.65
2012-08-24,73,50.35
2012-08-31,68,49.75
2012-09-07,71,50.56
2012-09-14,71,52.24
2012-09-21,71,51.80
2012-09-28,70,50.27
2012-10-05,69,50.35
2012-10-12,68,48.69
2012-10-19,69,49.34
2012-10-26,69,45.18
2012-11-02,65,44.15
2012-11-09,65,43.34
2012-11-16,65,41.95
2012-11-23,64,43.12
2012-11-30,66,43.14
2012-12-07,64,43.18
2012-12-14,66,44.09
2012-12-21,66,44.93
2012-12-28,69,44.71
2013-01-04,73,45.73
2013-01-11,71,46.15
2013-01-18,71,46.99
2013-01-25,73,48.33
2013-02-01,69,47.98
2013-02-08,70,47.50
2013-02-15,65,46.94
2013-02-22,65,47.24
2013-03-01,70,48.09
2013-03-08,68,49.15
2013-03-15,66,49.90
2013-03-22,65,49.27
2013-03-29,67,
2013-04-05,84,48.69
2013-04-12,78,49.82
2013-04-19,81,49.19
2013-04-26,74,52.90
2013-05-03,75,53.94
2013-05-10,76,55.46
2013-05-17,73,55.89
2013-05-24,68,55.35
2013-05-31,66,55.79
2013-06-07,66,55.44
2013-06-14,68,52.68
2013-06-21,68,52.91
2013-06-28,70,52.50
2013-07-05,67,53.00
2013-07-12,70,54.41
2013-07-19,66,57.14
2013-07-26,68,57.66
2013-08-02,67,59.92
2013-08-09,65,59.74
2013-08-16,67,58.28
2013-08-23,66,57.90
2013-08-30,66,56.62
2013-09-06,63,57.11
2013-09-13,64,58.88
2013-09-20,62,59.42
2013-09-27,62,59.01
2013-10-04,62,58.65
2013-10-11,65,57.93
2013-10-18,70,59.62
2013-10-25,67,61.90
2013-11-01,72,61.09
2013-11-08,66,62.00
2013-11-15,68,62.11
2013-11-22,66,61.70
2013-11-29,67,61.38
2013-12-06,65,61.34
2013-12-13,67,60.24
2013-12-20,63,62.55
2013-12-27,63,64.25
2014-01-03,66,63.78
2014-01-10,66,63.54
2014-01-17,65,64.02
2014-01-24,70,59.97
2014-01-31,72,61.01
2014-02-07,69,63.45
2014-02-14,68,64.50
2014-02-21,66,64.87
2014-02-28,74,66.62
2014-03-07,74,67.24
2014-03-14,66,65.77
2014-03-21,70,66.98
2014-03-28,69,66.62
2014-04-04,71,67.34
2014-04-11,72,66.09
2014-04-18,87,
2014-04-25,83,66.66
2014-05-02, ,
