Date,T,Price
2005-08-26,67,23.71
2005-09-02,68,23.87
2005-09-09,67,24.05
2005-09-16,65,24.23
2005-09-23,64,23.77
2005-09-30,64,23.97
2005-10-07,66,22.75
2005-10-14,66,22.20
2005-10-21,64,23.00
2005-10-28,62,23.89
2005-11-04,64,23.66
2005-11-11,65,23.95
2005-11-18,65,24.38
2005-11-25,65,24.77
2005-12-02,67,25.07
2005-12-09,69,24.90
2005-12-16,69,24.96
2005-12-23,66,24.63
2005-12-30,63,24.49
2006-01-06,64,24.93
2006-01-13,65,24.99
2006-01-20,63,24.71
2006-01-27,64,25.89
2006-02-03,66,26.79
2006-02-10,67,27.48
2006-02-17,69,28.28
2006-02-24,67,27.57
2006-03-03,67,27.99
2006-03-10,66,27.23
2006-03-17,65,27.00
2006-03-24,66,27.37
2006-03-31,68,27.04
2006-04-07,67,26.16
2006-04-14,67,
2006-04-21,68,25.35
2006-04-28,67,26.21
2006-05-05,69,25.97
2006-05-12,68,25.62
2006-05-19,70,25.28
2006-05-26,68,26.23
2006-06-02,70,26.73
2006-06-09,68,26.62
2006-06-16,68,27.79
2006-06-23,68,27.37
2006-06-30,67,27.89
2006-07-07,72,27.74
2006-07-14,70,26.58
2006-07-21,67,27.34
2006-07-28,69,30.06
2006-08-04,68,30.97
2006-08-11,67,30.22
2006-08-18,68,30.51
2006-08-25,67,30.63
2006-09-01,66,31.61
2006-09-08,67,31.35
2006-09-15,67,31.86
2006-09-22,68,32.90
2006-09-29,68,32.56
2006-10-06,65,31.78
2006-10-13,69,33.60
2006-10-20,67,34.44
2006-10-27,68,34.22
2006-11-03,65,33.72
2006-11-10,66,33.05
2006-11-17,67,33.20
2006-11-24,66,32.67
2006-12-01,68,34.00
2006-12-08,69,34.97
2006-12-15,70,35.66
2006-12-22,66,34.98
2006-12-29,66,35.75
2007-01-05,65,33.96
2007-01-12,66,34.73
2007-01-19,66,35.07
2007-01-26,67,36.40
2007-02-02,67,38.12
2007-02-09,65,36.90
2007-02-16,66,37.48
2007-02-23,70,37.00
2007-03-02,66,36.44
2007-03-09,68,36.55
2007-03-16,66,36.98
2007-03-23,65,38.88
2007-03-30,67,39.43
2007-04-06,68,
2007-04-13,67,38.84
2007-04-20,69,39.87
2007-04-27,69,38.64
2007-05-04,71,39.48
2007-05-11,73,39.59
2007-05-18,73,41.10
2007-05-25,73,40.76
2007-06-01,74,40.53
2007-06-08,75,40.26
2007-06-15,73,40.28
2007-06-22,73,38.85
2007-06-29,74,41.50
2007-07-06,80,40.66
2007-07-13,78,40.40
2007-07-20,74,39.06
2007-07-27,75,39.24
2007-08-03,73,39.45
2007-08-10,75,38.87
2007-08-17,76,39.05
2007-08-24,74,40.36
2007-08-31,74,39.87
2007-09-07,72,38.73
2007-09-14,76,40.44
2007-09-21,74,42.53
2007-09-28,74,42.31
2007-10-05,74,42.14
2007-10-12,74,42.29
2007-10-19,71,41.37
2007-10-26,70,41.46
2007-11-02,74,40.42
2007-11-09,72,39.20
2007-11-16,73,39.55
2007-11-23,74,37.63
2007-11-30,76,38.21
2007-12-07,75,38.47
2007-12-14,75,41.14
2007-12-21,73,41.48
2007-12-28,72,42.44
2008-01-04,71,40.89
2008-01-11,70,38.20
2008-01-18,73,36.11
2008-01-25,72,35.26
2008-02-01,71,38.28
2008-02-08,74,36.37
2008-02-15,75,37.88
2008-02-22,73,34.98
2008-02-29,73,34.83
2008-03-07,74,35.01
2008-03-14,71,35.03
2008-03-21,73,
2008-03-28,73,37.66
2008-04-04,72,38.48
2008-04-11,73,37.30
2008-04-18,74,37.51
2008-04-25,74,38.58
2008-05-02,74,40.13
2008-05-09,73,38.59
2008-05-16,74,40.07
2008-05-23,74,38.53
2008-05-30,74,39.90
2008-06-06,75,38.21
2008-06-13,76,36.68
2008-06-20,76,34.43
2008-06-27,76,32.76
2008-07-04,77,
2008-07-11,84,32.58
2008-07-18,87,32.12
2008-07-25,84,31.40
2008-08-01,80,30.44
2008-08-08,80,30.97
2008-08-15,80,31.66
2008-08-22,78,31.17
2008-08-29,80,31.99
2008-09-05,81,31.50
2008-09-12,84,31.54
2008-09-19,80,30.43
2008-09-26,83,30.00
2008-10-03,80,28.12
2008-10-10,81,22.42
2008-10-17,78,25.29
2008-10-24,80,24.68
2008-10-31,76,26.77
2008-11-07,77,27.00
2008-11-14,79,27.65
2008-11-21,75,25.19
2008-11-28,77,28.56
2008-12-05,79,28.15
2008-12-12,81,28.18
2008-12-19,76,28.12
2008-12-26,74,27.94
2009-01-02,73,29.42
2009-01-09,71,26.68
2009-01-16,72,25.23
2009-01-23,73,26.12
2009-01-30,75,24.62
2009-02-06,74,26.08
2009-02-13,74,24.19
2009-02-20,75,23.58
2009-02-27,80,23.77
2009-03-06,78,22.58
2009-03-13,76,24.27
2009-03-20,76,25.33
2009-03-27,76,26.00
2009-04-03,78,26.83
2009-04-10,75,
2009-04-17,74,25.95
2009-04-24,76,25.16
2009-05-01,74,26.01
2009-05-08,76,25.25
2009-05-15,79,24.88
2009-05-22,77,23.68
2009-05-29,76,24.79
2009-06-05,76,24.56
2009-06-12,78,25.01
2009-06-19,80,24.04
2009-06-26,78,24.82
2009-07-03,80,
2009-07-10,82,23.44
2009-07-17,84,23.98
2009-07-24,77,25.45
2009-07-31,77,26.23
2009-08-07,77,25.62
2009-08-14,78,25.45
2009-08-21,78,26.00
2009-08-28,78,26.21
2009-09-04,79,25.51
2009-09-11,77,26.66
2009-09-18,80,27.05
2009-09-25,77,26.96
2009-10-02,78,26.52
2009-10-09,78,25.66
2009-10-16,77,25.70
2009-10-23,76,25.73
2009-10-30,77,25.67
2009-11-06,76,25.93
2009-11-13,77,26.25
2009-11-20,78,26.02
2009-11-27,77,26.99
2009-12-04,80,27.60
2009-12-11,82,28.01
2009-12-18,79,27.32
2009-12-25,76,
2010-01-01,75,
2010-01-08,80,27.10
2010-01-15,78,25.79
2010-01-22,77,25.39
2010-01-29,75,25.36
2010-02-05,77,25.24
2010-02-12,75,25.07
2010-02-19,76,25.10
2010-02-26,82,24.81
2010-03-05,78,24.99
2010-03-12,78,25.62
2010-03-19,77,26.24
2010-03-26,78,26.24
2010-04-02,78,
2010-04-09,75,26.44
2010-04-16,77,25.93
2010-04-23,75,26.25
2010-04-30,76,26.06
2010-05-07,75,25.10
2010-05-14,76,25.40
2010-05-21,78,24.85
2010-05-28,77,24.30
2010-06-04,76,24.17
2010-06-11,79,25.29
2010-06-18,78,25.43
2010-06-25,75,24.79
2010-07-02,78,24.29
2010-07-09,79,24.83
2010-07-16,79,24.69
2010-07-23,78,25.54
2010-07-30,77,25.94
2010-08-06,79,26.54
2010-08-13,75,26.72
2010-08-20,77,26.45
2010-08-27,76,26.94
2010-09-03,74,27.44
2010-09-10,77,27.83
2010-09-17,78,28.17
2010-09-24,76,28.58
2010-10-01,75,28.81
2010-10-08,76,28.22
2010-10-15,77,28.33
2010-10-22,77,28.29
2010-10-29,75,28.52
2010-11-05,77,29.27
2010-11-12,79,28.46
2010-11-19,81,28.32
2010-11-26,78,27.93
2010-12-03,82,28.49
2010-12-10,82,28.89
2010-12-17,81,29.21
2010-12-24,79,
2010-12-31,79,29.38
2011-01-07,79,28.85
2011-01-14,79,28.43
2011-01-21,79,28.33
2011-01-28,79,27.49
2011-02-04,81,27.97
2011-02-11,84,28.47
2011-02-18,81,28.57
2011-02-25,83,28.13
2011-03-04,79,27.92
2011-03-11,80,28.46
2011-03-18,78,27.94
2011-03-25,83,28.85
2011-04-01,81,30.62
2011-04-08,81,30.71
2011-04-15,81,30.65
2011-04-22,79,
2011-04-29,80,31.12
2011-05-06,80,31.26
2011-05-13,83,31.41
2011-05-20,82,31.32
2011-05-27,83,31.29
2011-06-03,86,30.65
2011-06-10,87,30.34
2011-06-17,84,30.77
2011-06-24,84,30.44
2011-07-01,85,31.68
2011-07-08,88,31.14
2011-07-15,87,30.31
2011-07-22,83,30.32
2011-07-29,85,29.26
2011-08-05,82,28.93
2011-08-12,86,28.22
2011-08-19,89,27.99
2011-08-26,86,29.04
2011-09-02,87,28.05
2011-09-09,86,27.54
2011-09-16,86,28.94
2011-09-23,89,27.85
2011-09-30,87,28.52
2011-10-07,90,28.44
2011-10-14,88,29.17
2011-10-21,88,29.13
2011-10-28,89,29.74
2011-11-04,86,29.16
2011-11-11,93,29.42
2011-11-18,93,28.64
2011-11-25,93,27.41
2011-12-02,94,28.96
2011-12-09,93,29.03
2011-12-16,96,28.85
2011-12-23,89,29.87
2011-12-30,90,30.24
2012-01-06,88,29.68
2012-01-13,89,30.07
2012-01-20,92,30.51
2012-01-27,91,29.16
2012-02-03,95,29.95
2012-02-10,94,29.84
2012-02-17,93,30.01
2012-02-24,96,30.34
2012-03-02,95,30.87
2012-03-09,93,31.18
2012-03-16,93,31.59
2012-03-23,95,31.52
2012-03-30,94,31.23
2012-04-06,94,
2012-04-13,92,30.54
2012-04-20,92,30.86
2012-04-27,95,32.67
2012-05-04,93,32.86
2012-05-11,94,33.59
2012-05-18,93,33.66
2012-05-25,95,33.69
2012-06-01,97,33.90
2012-06-08,97,34.55
2012-06-15,98,35.71
2012-06-22,97,35.17
2012-06-29,95,35.66
2012-07-06,100,35.44
2012-07-13,95,35.35
2012-07-20,93,35.29
2012-07-27,92,37.14
2012-08-03,96,37.58
2012-08-10,95,37.49
2012-08-17,95,37.17
2012-08-24,98,36.95
2012-08-31,94,36.64
2012-09-07,93,37.30
2012-09-14,98,37.26
2012-09-21,96,38.08
2012-09-28,97,37.70
2012-10-05,96,37.86
2012-10-12,92,35.63
2012-10-19,91,35.32
2012-10-26,100,34.63
2012-11-02,92,34.93
2012-11-09,89,33.54
2012-11-16,96,33.14
2012-11-23,91,34.36
2012-11-30,97,34.13
2012-12-07,96,33.74
2012-12-14,96,34.01
2012-12-21,94,33.67
2012-12-28,90,33.32
2013-01-04,93,35.23
2013-01-11,90,34.27
2013-01-18,88,33.44
2013-01-25,91,34.02
2013-02-01,93,35.51
2013-02-08,89,35.27
2013-02-15,89,35.36
2013-02-22,90,35.68
2013-03-01,89,36.01
2013-03-08,93,36.68
2013-03-15,93,36.43
2013-03-22,94,36.43
2013-03-29,95,
2013-04-05,94,38.02
2013-04-12,96,38.59
2013-04-19,95,38.28
2013-04-26,95,37.04
2013-05-03,97,37.34
2013-05-10,94,37.36
2013-05-17,96,37.44
2013-05-24,95,36.75
2013-05-31,95,34.99
2013-06-07,93,35.45
2013-06-14,97,35.91
2013-06-21,95,34.47
2013-06-28,95,35.40
2013-07-05,96,35.83
2013-07-12,95,35.81
2013-07-19,96,35.81
2013-07-26,95,35.60
2013-08-02,96,35.77
2013-08-09,93,34.80
2013-08-16,97,34.18
2013-08-23,96,34.29
2013-08-30,94,33.83
2013-09-06,92,33.41
2013-09-13,93,34.32
2013-09-20,93,34.31
2013-09-27,88,33.98
2013-10-04,90,33.75
2013-10-11,90,34.20
2013-10-18,93,34.61
2013-10-25,90,35.19
2013-11-01,91,36.24
2013-11-08,88,35.17
2013-11-15,93,35.43
2013-11-22,91,35.42
2013-11-29,93,35.21
2013-12-06,91,34.53
2013-12-13,93,33.85
2013-12-20,89,34.30
2013-12-27,86,35.18
2014-01-03,88,34.80
2014-01-10,90,33.62
2014-01-17,92,33.70
2014-01-24,89,33.42
2014-01-31,91,33.32
2014-02-07,90,32.30
2014-02-14,91,33.15
2014-02-21,90,32.80
2014-02-28,95,31.93
2014-03-07,92,32.54
2014-03-14,92,32.49
2014-03-21,90,34.30
2014-03-28,92,35.07
2014-04-04,92,35.55
2014-04-11,92,35.20
2014-04-18,93,
2014-04-25,93,34.49
2014-05-02, ,
