Date,MMM,Price
2012-08-24,49,92.83
2012-08-31,45,92.60
2012-09-07,44,92.82
2012-09-14,45,93.98
2012-09-21,44,93.21
2012-09-28,44,92.42
2012-10-05,44,94.96
2012-10-12,48,92.75
2012-10-19,43,92.94
2012-10-26,46,88.03
2012-11-02,43,88.97
2012-11-09,49,88.81
2012-11-16,54,88.50
2012-11-23,47,90.28
2012-11-30,45,90.95
2012-12-07,43,91.51
2012-12-14,42,92.28
2012-12-21,43,93.10
2012-12-28,44,91.78
2013-01-04,49,95.37
2013-01-11,45,96.28
2013-01-18,47,98.74
2013-01-25,51,100.59
2013-02-01,51,101.56
2013-02-08,47,102.66
2013-02-15,48,103.23
2013-02-22,49,103.54
2013-03-01,47,103.77
2013-03-08,51,105.71
2013-03-15,49,106.40
2013-03-22,47,106.42
2013-03-29,50,
2013-04-05,55,105.78
2013-04-12,52,107.68
2013-04-19,51,105.71
2013-04-26,48,103.79
2013-05-03,53,107.83
2013-05-10,50,110.48
2013-05-17,52,111.39
2013-05-24,54,110.27
2013-05-31,61,110.27
2013-06-07,53,111.11
2013-06-14,51,111.03
2013-06-21,49,109.59
2013-06-28,48,109.35
2013-07-05,46,111.54
2013-07-12,49,115.14
2013-07-19,47,116.19
2013-07-26,46,116.91
2013-08-02,46,118.26
2013-08-09,47,118.31
2013-08-16,47,115.90
2013-08-23,49,114.40
2013-08-30,50,113.58
2013-09-06,46,115.04
2013-09-13,47,118.60
2013-09-20,48,120.01
2013-09-27,48,120.22
2013-10-04,46,119.40
2013-10-11,47,120.72
2013-10-18,43,122.84
2013-10-25,42,124.42
2013-11-01,42,125.90
2013-11-08,43,127.99
2013-11-15,43,129.85
2013-11-22,41,131.02
2013-11-29,43,133.51
2013-12-06,42,128.61
2013-12-13,43,126.43
2013-12-20,43,136.72
2013-12-27,42,139.35
2014-01-03,45,138.45
2014-01-10,44,136.18
2014-01-17,44,137.31
2014-01-24,56,130.22
2014-01-31,68,128.19
2014-02-07,57,130.33
2014-02-14,57,132.12
2014-02-21,55,131.57
2014-02-28,56,134.73
2014-03-07,59,134.11
2014-03-14,70,129.83
2014-03-21,72,133.12
2014-03-28,78,134.20
2014-04-04,88,135.86
2014-04-11,90,132.39
2014-04-18,91,
2014-04-25,96,136.56
2014-05-02, ,
