Date,MSFT,Price
2006-09-01,44,25.84
2006-09-08,39,25.60
2006-09-15,43,26.85
2006-09-22,47,26.66
2006-09-29,48,27.35
2006-10-06,51,27.87
2006-10-13,55,28.37
2006-10-20,58,28.43
2006-10-27,63,28.34
2006-11-03,52,28.73
2006-11-10,58,29.24
2006-11-17,53,29.40
2006-11-24,45,29.76
2006-12-01,50,29.12
2006-12-08,43,29.40
2006-12-15,44,30.19
2006-12-22,45,29.64
2006-12-29,41,29.86
2007-01-05,45,29.64
2007-01-12,50,31.21
2007-01-19,49,31.11
2007-01-26,62,30.60
2007-02-02,63,30.19
2007-02-09,54,28.98
2007-02-16,48,28.74
2007-02-23,45,28.90
2007-03-02,52,27.76
2007-03-09,42,27.29
2007-03-16,41,27.33
2007-03-23,36,28.02
2007-03-30,33,27.87
2007-04-06,34,
2007-04-13,35,28.61
2007-04-20,37,29.02
2007-04-27,66,30.12
2007-05-04,59,30.56
2007-05-11,43,30.89
2007-05-18,47,30.83
2007-05-25,37,30.48
2007-06-01,34,30.59
2007-06-08,35,30.05
2007-06-15,32,30.49
2007-06-22,28,29.49
2007-06-29,28,29.47
2007-07-06,30,29.97
2007-07-13,36,29.82
2007-07-20,48,31.16
2007-07-27,36,29.39
2007-08-03,34,28.96
2007-08-10,39,28.71
2007-08-17,36,28.25
2007-08-24,25,28.81
2007-08-31,28,28.73
2007-09-07,25,28.44
2007-09-14,27,29.04
2007-09-21,36,28.65
2007-09-28,44,29.46
2007-10-05,35,29.84
2007-10-12,30,30.17
2007-10-19,37,30.17
2007-10-26,81,35.03
2007-11-02,79,37.06
2007-11-09,57,33.73
2007-11-16,41,34.09
2007-11-23,34,34.11
2007-11-30,39,33.60
2007-12-07,35,34.53
2007-12-14,36,35.31
2007-12-21,30,36.06
2007-12-28,32,36.12
2008-01-04,36,34.38
2008-01-11,37,33.91
2008-01-18,37,33.01
2008-01-25,76,32.94
2008-02-01,67,30.45
2008-02-08,61,28.56
2008-02-15,53,28.42
2008-02-22,42,27.68
2008-02-29,45,27.20
2008-03-07,37,27.87
2008-03-14,39,27.96
2008-03-21,35,
2008-03-28,33,27.91
2008-04-04,39,29.16
2008-04-11,38,28.28
2008-04-18,40,30.00
2008-04-25,68,29.83
2008-05-02,54,29.24
2008-05-09,70,29.39
2008-05-16,37,29.99
2008-05-23,37,28.05
2008-05-30,26,28.32
2008-06-06,29,27.49
2008-06-13,37,29.07
2008-06-20,26,28.23
2008-06-27,32,27.63
2008-07-04,30,
2008-07-11,31,25.25
2008-07-18,52,25.86
2008-07-25,33,26.16
2008-08-01,34,25.44
2008-08-08,32,28.13
2008-08-15,32,27.81
2008-08-22,23,27.84
2008-08-29,23,27.29
2008-09-05,22,25.65
2008-09-12,26,27.62
2008-09-19,42,25.16
2008-09-26,47,27.40
2008-10-03,48,26.32
2008-10-10,63,21.50
2008-10-17,58,23.93
2008-10-24,53,21.96
2008-10-31,47,22.33
2008-11-07,37,21.50
2008-11-14,40,20.06
2008-11-21,41,19.68
2008-11-28,29,20.22
2008-12-05,30,19.87
2008-12-12,28,19.36
2008-12-19,26,19.12
2008-12-26,20,19.13
2009-01-02,26,20.33
2009-01-09,30,19.52
2009-01-16,33,19.71
2009-01-23,48,17.20
2009-01-30,34,17.10
2009-02-06,32,19.66
2009-02-13,24,19.09
2009-02-20,23,18.00
2009-02-27,32,16.15
2009-03-06,32,15.28
2009-03-13,34,16.65
2009-03-20,27,17.06
2009-03-27,29,18.13
2009-04-03,31,18.75
2009-04-10,25,
2009-04-17,25,19.20
2009-04-24,40,20.91
2009-05-01,28,20.24
2009-05-08,31,19.42
2009-05-15,28,20.22
2009-05-22,23,19.75
2009-05-29,21,20.89
2009-06-05,28,22.14
2009-06-12,23,23.33
2009-06-19,27,24.07
2009-06-26,22,23.35
2009-07-03,22,
2009-07-10,25,22.39
2009-07-17,27,24.29
2009-07-24,46,23.45
2009-07-31,43,23.52
2009-08-07,26,23.56
2009-08-14,24,23.69
2009-08-21,19,24.41
2009-08-28,21,24.68
2009-09-04,20,24.62
2009-09-11,17,24.86
2009-09-18,22,25.26
2009-09-25,20,25.55
2009-10-02,20,24.96
2009-10-09,20,25.55
2009-10-16,21,26.50
2009-10-23,42,28.02
2009-10-30,29,27.73
2009-11-06,23,28.52
2009-11-13,22,29.63
2009-11-20,24,29.62
2009-11-27,18,29.22
2009-12-04,19,29.98
2009-12-11,18,29.85
2009-12-18,16,30.36
2009-12-25,17,
2010-01-01,17,
2010-01-08,19,30.66
2010-01-15,20,30.86
2010-01-22,18,28.96
2010-01-29,28,28.18
2010-02-05,17,28.02
2010-02-12,15,27.93
2010-02-19,14,28.77
2010-02-26,12,28.67
2010-03-05,13,28.59
2010-03-12,15,29.27
2010-03-19,14,29.59
2010-03-26,14,29.66
2010-04-02,15,
2010-04-09,17,30.34
2010-04-16,18,30.67
2010-04-23,27,30.96
2010-04-30,17,30.54
2010-05-07,18,28.21
2010-05-14,16,28.93
2010-05-21,15,26.84
2010-05-28,25,25.80
2010-06-04,18,25.79
2010-06-11,17,25.66
2010-06-18,15,26.44
2010-06-25,15,24.53
2010-07-02,18,23.27
2010-07-09,17,24.27
2010-07-16,17,24.89
2010-07-23,27,25.81
2010-07-30,15,25.81
2010-08-06,14,25.55
2010-08-13,13,24.40
2010-08-20,14,24.23
2010-08-27,14,23.93
2010-09-03,16,24.29
2010-09-10,14,23.85
2010-09-17,18,25.22
2010-09-24,20,24.78
2010-10-01,16,24.38
2010-10-08,18,24.57
2010-10-15,18,25.54
2010-10-22,19,25.38
2010-10-29,29,26.67
2010-11-05,24,26.85
2010-11-12,23,26.27
2010-11-19,17,25.69
2010-11-26,10,25.25
2010-12-03,15,27.02
2010-12-10,16,27.34
2010-12-17,18,27.90
2010-12-24,15,
2010-12-31,14,27.91
2011-01-07,20,28.60
2011-01-14,16,28.30
2011-01-21,16,28.02
2011-01-28,25,27.75
2011-02-04,15,27.77
2011-02-11,19,27.25
2011-02-18,16,27.06
2011-02-25,13,26.55
2011-03-04,13,25.95
2011-03-11,12,25.68
2011-03-18,13,24.80
2011-03-25,12,25.62
2011-04-01,12,25.48
2011-04-08,13,26.07
2011-04-15,13,25.37
2011-04-22,15,
2011-04-29,24,25.92
2011-05-06,14,25.87
2011-05-13,24,25.03
2011-05-20,15,24.49
2011-05-27,14,24.76
2011-06-03,13,23.91
2011-06-10,13,23.71
2011-06-17,12,24.26
2011-06-24,12,24.30
2011-07-01,16,26.02
2011-07-08,14,26.92
2011-07-15,14,26.78
2011-07-22,22,27.53
2011-07-29,20,27.40
2011-08-05,19,25.68
2011-08-12,23,25.10
2011-08-19,15,24.05
2011-08-26,15,25.25
2011-09-02,15,25.80
2011-09-09,12,25.74
2011-09-16,15,27.12
2011-09-23,19,25.06
2011-09-30,14,24.89
2011-10-07,15,26.25
2011-10-14,14,27.27
2011-10-21,19,27.16
2011-10-28,14,26.98
2011-11-04,11,26.25
2011-11-11,10,26.91
2011-11-18,9,25.30
2011-11-25,9,24.30
2011-12-02,12,25.22
2011-12-09,12,25.70
2011-12-16,11,26.00
2011-12-23,10,26.03
2011-12-30,8,25.96
2012-01-06,13,28.11
2012-01-13,17,28.25
2012-01-20,19,29.71
2012-01-27,17,29.23
2012-02-03,16,30.24
2012-02-10,16,30.50
2012-02-17,15,31.25
2012-02-24,14,31.48
2012-03-02,18,32.08
2012-03-09,13,31.99
2012-03-16,16,32.60
2012-03-23,15,32.01
2012-03-30,12,32.26
2012-04-06,13,
2012-04-13,16,30.81
2012-04-20,20,32.42
2012-04-27,15,31.98
2012-05-04,15,30.98
2012-05-11,12,31.16
2012-05-18,13,29.27
2012-05-25,15,29.06
2012-06-01,13,28.45
2012-06-08,13,29.65
2012-06-15,13,30.02
2012-06-22,28,30.70
2012-06-29,15,30.59
2012-07-06,14,30.19
2012-07-13,15,29.39
2012-07-20,22,30.12
2012-07-27,15,29.76
2012-08-03,13,29.75
2012-08-10,14,30.42
2012-08-17,12,30.90
2012-08-24,15,30.56
2012-08-31,14,30.82
2012-09-07,15,30.95
2012-09-14,13,31.21
2012-09-21,15,31.19
2012-09-28,15,29.76
2012-10-05,17,29.85
2012-10-12,15,29.20
2012-10-19,22,28.64
2012-10-26,25,28.21
2012-11-02,20,29.50
2012-11-09,21,28.83
2012-11-16,26,26.52
2012-11-23,17,27.70
2012-11-30,19,26.62
2012-12-07,18,26.46
2012-12-14,17,26.81
2012-12-21,15,27.45
2012-12-28,12,26.55
2013-01-04,18,26.74
2013-01-11,17,26.83
2013-01-18,17,27.25
2013-01-25,29,27.88
2013-02-01,18,27.93
2013-02-08,16,27.55
2013-02-15,15,28.01
2013-02-22,14,27.76
2013-03-01,15,27.95
2013-03-08,16,28.00
2013-03-15,13,28.04
2013-03-22,12,28.25
2013-03-29,12,
2013-04-05,14,28.70
2013-04-12,22,28.79
2013-04-19,22,29.77
2013-04-26,26,31.79
2013-05-03,24,33.49
2013-05-10,23,32.69
2013-05-17,21,34.87
2013-05-24,29,34.27
2013-05-31,18,34.90
2013-06-07,19,35.67
2013-06-14,21,34.40
2013-06-21,18,33.27
2013-06-28,17,34.54
2013-07-05,14,34.21
2013-07-12,20,35.67
2013-07-19,39,31.40
2013-07-26,26,31.62
2013-08-02,18,31.89
2013-08-09,17,32.70
2013-08-16,15,31.80
2013-08-23,41,34.75
2013-08-30,26,33.40
2013-09-06,39,31.15
2013-09-13,22,33.03
2013-09-20,26,32.79
2013-09-27,20,33.27
2013-10-04,20,33.88
2013-10-11,18,34.13
2013-10-18,20,34.96
2013-10-25,29,35.73
2013-11-01,19,35.53
2013-11-08,23,37.78
2013-11-15,21,37.84
2013-11-22,22,37.57
2013-11-29,17,38.13
2013-12-06,21,38.36
2013-12-13,18,36.69
2013-12-20,17,36.80
2013-12-27,13,37.29
2014-01-03,15,36.91
2014-01-10,18,36.04
2014-01-17,18,36.38
2014-01-24,25,36.81
2014-01-31,21,37.84
2014-02-07,31,36.56
2014-02-14,18,37.62
2014-02-21,16,37.98
2014-02-28,16,38.31
2014-03-07,17,37.90
2014-03-14,13,37.70
2014-03-21,22,40.16
2014-03-28,21,40.30
2014-04-04,22,39.87
2014-04-11,19,39.21
2014-04-18,15,
2014-04-25,23,39.91
2014-05-02,19,
