Date,KeyCorp,Price
2005-09-30,48,32.25
2005-10-07,49,31.72
2005-10-14,39,31.44
2005-10-21,39,31.25
2005-10-28,46,32.12
2005-11-04,52,32.23
2005-11-11,59,33.43
2005-11-18,49,33.38
2005-11-25,0,33.47
2005-12-02,0,33.38
2005-12-09,0,33.13
2005-12-16,0,34.04
2005-12-23,0,33.80
2005-12-30,0,32.93
2006-01-06,0,34.05
2006-01-13,35,33.69
2006-01-20,41,34.17
2006-01-27,44,35.68
2006-02-03,37,35.34
2006-02-10,34,35.98
2006-02-17,34,36.73
2006-02-24,34,37.04
2006-03-03,34,36.30
2006-03-10,34,36.70
2006-03-17,40,37.37
2006-03-24,46,37.31
2006-03-31,31,36.80
2006-04-07,33,36.85
2006-04-14,36,
2006-04-21,38,36.39
2006-04-28,40,38.22
2006-05-05,36,37.33
2006-05-12,36,36.55
2006-05-19,36,35.89
2006-05-26,0,35.95
2006-06-02,0,36.58
2006-06-09,0,36.23
2006-06-16,0,35.17
2006-06-23,0,34.82
2006-06-30,0,35.68
2006-07-07,0,35.41
2006-07-14,0,34.94
2006-07-21,0,36.29
2006-07-28,0,37.28
2006-08-04,0,37.77
2006-08-11,0,36.97
2006-08-18,43,36.93
2006-08-25,44,36.79
2006-09-01,45,36.69
2006-09-08,31,36.62
2006-09-15,33,37.27
2006-09-22,27,37.15
2006-09-29,35,37.44
2006-10-06,42,37.45
2006-10-13,28,37.02
2006-10-20,28,37.39
2006-10-27,29,37.23
2006-11-03,30,36.73
2006-11-10,30,37.01
2006-11-17,31,36.89
2006-11-24,24,36.40
2006-12-01,24,36.13
2006-12-08,24,35.93
2006-12-15,24,37.86
2006-12-22,24,37.70
2006-12-29,24,38.03
2007-01-05,24,37.32
2007-01-12,25,37.59
2007-01-19,22,37.88
2007-01-26,22,38.00
2007-02-02,26,38.77
2007-02-09,21,39.05
2007-02-16,25,39.50
2007-02-23,29,39.08
2007-03-02,33,37.60
2007-03-09,38,37.94
2007-03-16,36,36.89
2007-03-23,25,38.55
2007-03-30,25,37.47
2007-04-06,25,
2007-04-13,25,37.55
2007-04-20,32,36.74
2007-04-27,22,36.10
2007-05-04,22,36.34
2007-05-11,22,36.64
2007-05-18,21,36.83
2007-05-25,19,35.72
2007-06-01,19,36.23
2007-06-08,20,35.44
2007-06-15,20,36.06
2007-06-22,25,34.99
2007-06-29,22,34.33
2007-07-06,23,34.93
2007-07-13,23,35.29
2007-07-20,29,36.20
2007-07-27,19,34.99
2007-08-03,25,33.34
2007-08-10,32,33.29
2007-08-17,27,34.43
2007-08-24,27,34.39
2007-08-31,27,33.30
2007-09-07,24,32.31
2007-09-14,24,32.85
2007-09-21,23,33.70
2007-09-28,21,32.33
2007-10-05,21,33.77
2007-10-12,17,33.04
2007-10-19,17,28.69
2007-10-26,17,28.55
2007-11-02,26,26.27
2007-11-09,34,26.50
2007-11-16,18,25.50
2007-11-23,26,25.05
2007-11-30,28,26.34
2007-12-07,25,25.28
2007-12-14,18,22.67
2007-12-21,19,23.46
2007-12-28,17,23.65
2008-01-04,17,21.84
2008-01-11,19,23.23
2008-01-18,21,21.10
2008-01-25,21,25.03
2008-02-01,23,26.42
2008-02-08,25,24.65
2008-02-15,25,24.34
2008-02-22,25,23.95
2008-02-29,23,22.05
2008-03-07,14,20.94
2008-03-14,27,21.24
2008-03-21,20,
2008-03-28,24,21.88
2008-04-04,46,23.72
2008-04-11,20,23.61
2008-04-18,19,24.68
2008-04-25,27,24.34
2008-05-02,22,25.48
2008-05-09,29,23.99
2008-05-16,23,23.72
2008-05-23,17,21.87
2008-05-30,21,19.47
2008-06-06,24,17.30
2008-06-13,48,11.73
2008-06-20,43,11.53
2008-06-27,27,11.14
2008-07-04,14,
2008-07-11,19,9.84
2008-07-18,29,11.36
2008-07-25,32,11.16
2008-08-01,25,10.97
2008-08-08,20,11.94
2008-08-15,20,11.73
2008-08-22,24,11.47
2008-08-29,31,12.01
2008-09-05,22,12.97
2008-09-12,13,13.37
2008-09-19,31,14.88
2008-09-26,25,14.70
2008-10-03,33,12.55
2008-10-10,45,6.79
2008-10-17,27,10.08
2008-10-24,38,10.12
2008-10-31,31,12.41
2008-11-07,15,11.24
2008-11-14,21,9.60
2008-11-21,19,6.27
2008-11-28,14,9.38
2008-12-05,14,8.39
2008-12-12,24,8.00
2008-12-19,16,8.07
2008-12-26,15,7.70
2009-01-02,15,8.87
2009-01-09,12,7.58
2009-01-16,27,6.31
2009-01-23,31,7.62
2009-01-30,14,7.28
2009-02-06,15,8.47
2009-02-13,13,7.05
2009-02-20,22,6.07
2009-02-27,15,7.01
2009-03-06,14,5.36
2009-03-13,25,7.70
2009-03-20,19,7.47
2009-03-27,21,8.32
2009-04-03,21,8.54
2009-04-10,22,
2009-04-17,21,9.05
2009-04-24,28,7.00
2009-05-01,15,5.88
2009-05-08,36,6.97
2009-05-15,34,5.80
2009-05-22,12,5.26
2009-05-29,22,5.00
2009-06-05,46,5.43
2009-06-12,20,6.12
2009-06-19,19,6.07
2009-06-26,23,5.20
2009-07-03,13,
2009-07-10,22,5.12
2009-07-17,30,5.11
2009-07-24,30,5.26
2009-07-31,24,5.78
2009-08-07,25,6.78
2009-08-14,19,6.65
2009-08-21,15,6.73
2009-08-28,19,6.68
2009-09-04,15,6.22
2009-09-11,10,5.93
2009-09-18,18,6.63
2009-09-25,12,6.24
2009-10-02,13,6.17
2009-10-09,14,6.19
2009-10-16,12,6.45
2009-10-23,20,6.48
2009-10-30,21,5.39
2009-11-06,14,5.73
2009-11-13,14,5.59
2009-11-20,14,5.73
2009-11-27,11,5.57
2009-12-04,9,6.16
2009-12-11,12,6.07
2009-12-18,15,5.56
2009-12-25,18,
2010-01-01,20,
2010-01-08,22,6.50
2010-01-15,13,6.88
2010-01-22,17,7.25
2010-01-29,17,7.18
2010-02-05,17,6.89
2010-02-12,17,6.79
2010-02-19,12,6.79
2010-02-26,16,7.15
2010-03-05,10,7.25
2010-03-12,14,7.55
2010-03-19,18,7.60
2010-03-26,17,7.86
2010-04-02,15,
2010-04-09,15,8.35
2010-04-16,17,8.00
2010-04-23,17,9.19
2010-04-30,18,9.02
2010-05-07,9,7.88
2010-05-14,9,8.43
2010-05-21,9,7.87
2010-05-28,9,8.02
2010-06-04,9,7.77
2010-06-11,10,8.24
2010-06-18,12,8.37
2010-06-25,11,8.27
2010-07-02,13,7.22
2010-07-09,14,8.35
2010-07-16,15,7.75
2010-07-23,18,8.03
2010-07-30,16,8.46
2010-08-06,11,8.17
2010-08-13,15,7.82
2010-08-20,12,7.64
2010-08-27,11,7.58
2010-09-03,9,8.03
2010-09-10,20,8.22
2010-09-17,10,8.23
2010-09-24,10,7.90
2010-10-01,11,8.11
2010-10-08,9,8.40
2010-10-15,8,8.03
2010-10-22,13,8.30
2010-10-29,8,8.20
2010-11-05,8,8.40
2010-11-12,8,8.02
2010-11-19,13,7.66
2010-11-26,8,7.48
2010-12-03,9,8.20
2010-12-10,8,8.38
2010-12-17,9,8.42
2010-12-24,13,
2010-12-31,11,8.85
2011-01-07,11,8.73
2011-01-14,10,8.77
2011-01-21,12,8.78
2011-01-28,13,8.79
2011-02-04,17,9.45
2011-02-11,8,9.54
2011-02-18,7,9.53
2011-02-25,9,9.29
2011-03-04,10,9.26
2011-03-11,7,9.08
2011-03-18,13,8.92
2011-03-25,15,8.72
2011-04-01,10,8.95
2011-04-08,12,8.87
2011-04-15,8,8.82
2011-04-22,16,
2011-04-29,7,8.67
2011-05-06,7,8.53
2011-05-13,10,8.27
2011-05-20,11,8.40
2011-05-27,7,8.45
2011-06-03,9,8.06
2011-06-10,9,8.01
2011-06-17,9,8.30
2011-06-24,9,7.93
2011-07-01,6,8.44
2011-07-08,6,8.26
2011-07-15,7,7.93
2011-07-22,10,8.41
2011-07-29,10,8.04
2011-08-05,10,7.25
2011-08-12,6,6.43
2011-08-19,6,6.01
2011-08-26,7,6.42
2011-09-02,7,6.24
2011-09-09,6,6.12
2011-09-16,10,6.53
2011-09-23,9,5.71
2011-09-30,7,5.93
2011-10-07,8,6.16
2011-10-14,7,6.51
2011-10-21,8,6.95
2011-10-28,11,7.33
2011-11-04,8,7.33
2011-11-11,7,7.47
2011-11-18,7,7.08
2011-11-25,6,6.67
2011-12-02,9,7.20
2011-12-09,10,7.38
2011-12-16,6,7.18
2011-12-23,6,7.78
2011-12-30,6,7.69
2012-01-06,6,7.98
2012-01-13,11,8.32
2012-01-20,7,8.30
2012-01-27,8,8.01
2012-02-03,9,8.24
2012-02-10,6,7.94
2012-02-17,5,8.12
2012-02-24,5,8.06
2012-03-02,6,7.98
2012-03-09,7,8.02
2012-03-16,11,8.54
2012-03-23,8,8.36
2012-03-30,9,8.50
2012-04-06,6,
2012-04-13,8,7.97
2012-04-20,10,7.87
2012-04-27,6,8.11
2012-05-04,9,7.82
2012-05-11,10,7.89
2012-05-18,8,7.41
2012-05-25,5,7.50
2012-06-01,7,7.14
2012-06-08,6,7.28
2012-06-15,7,7.43
2012-06-22,8,7.62
2012-06-29,9,7.74
2012-07-06,5,7.70
2012-07-13,10,7.85
2012-07-20,11,7.89
2012-07-27,8,8.18
2012-08-03,8,8.24
2012-08-10,6,8.34
2012-08-17,7,8.36
2012-08-24,10,8.35
2012-08-31,7,8.43
2012-09-07,8,8.61
2012-09-14,8,9.04
2012-09-21,5,8.91
2012-09-28,9,8.74
2012-10-05,7,8.88
2012-10-12,9,8.33
2012-10-19,10,8.74
2012-10-26,7,8.39
2012-11-02,8,8.37
2012-11-09,7,8.29
2012-11-16,6,8.03
2012-11-23,4,8.45
2012-11-30,6,8.08
2012-12-07,7,8.11
2012-12-14,7,8.14
2012-12-21,8,8.44
2012-12-28,5,8.35
2013-01-04,5,8.95
2013-01-11,6,8.84
2013-01-18,8,9.28
2013-01-25,8,9.29
2013-02-01,7,9.47
2013-02-08,7,9.57
2013-02-15,7,9.48
2013-02-22,6,9.51
2013-03-01,7,9.33
2013-03-08,6,9.86
2013-03-15,6,10.11
2013-03-22,7,10.05
2013-03-29,25,
2013-04-05,10,9.66
2013-04-12,6,9.84
2013-04-19,7,9.41
2013-04-26,6,9.80
2013-05-03,6,10.03
2013-05-10,7,10.30
2013-05-17,9,10.80
2013-05-24,6,10.66
2013-05-31,7,10.78
2013-06-07,6,10.86
2013-06-14,7,10.41
2013-06-21,5,10.54
2013-06-28,4,11.04
2013-07-05,7,12.00
2013-07-12,6,11.79
2013-07-19,9,12.04
2013-07-26,7,12.40
2013-08-02,10,12.55
2013-08-09,5,12.23
2013-08-16,6,12.16
2013-08-23,5,12.20
2013-08-30,4,11.67
2013-09-06,7,11.90
2013-09-13,6,11.97
2013-09-20,7,11.57
2013-09-27,9,11.36
2013-10-04,4,11.64
2013-10-11,5,11.88
2013-10-18,6,12.60
2013-10-25,6,12.69
2013-11-01,6,12.54
2013-11-08,7,13.02
2013-11-15,4,12.85
2013-11-22,5,12.98
2013-11-29,6,12.75
2013-12-06,5,12.95
2013-12-13,4,13.04
2013-12-20,5,13.32
2013-12-27,5,13.40
2014-01-03,5,13.32
2014-01-10,5,13.63
2014-01-17,6,13.54
2014-01-24,6,12.93
2014-01-31,6,12.76
2014-02-07,7,12.74
2014-02-14,6,12.92
2014-02-21,4,12.85
2014-02-28,6,13.17
2014-03-07,7,13.90
2014-03-14,4,13.79
2014-03-21,6,14.36
2014-03-28,8,14.14
2014-04-04,4,14.21
2014-04-11,5,13.18
2014-04-18,9,
2014-04-25,5,13.54
2014-05-02,0,
