Date,WMT,Price
2008-02-22,45,49.97
2008-02-29,42,49.59
2008-03-07,39,49.90
2008-03-14,36,49.82
2008-03-21,49,
2008-03-28,48,52.12
2008-04-04,43,54.40
2008-04-11,48,54.80
2008-04-18,42,56.31
2008-04-25,45,57.65
2008-05-02,45,57.50
2008-05-09,47,57.18
2008-05-16,56,57.04
2008-05-23,41,55.75
2008-05-30,38,57.74
2008-06-06,48,58.37
2008-06-13,65,59.18
2008-06-20,47,56.26
2008-06-27,39,56.30
2008-07-04,35,
2008-07-11,44,56.29
2008-07-18,37,57.92
2008-07-25,36,56.83
2008-08-01,37,57.75
2008-08-08,56,57.86
2008-08-15,48,59.37
2008-08-22,42,59.44
2008-08-29,33,59.07
2008-09-05,38,60.74
2008-09-12,50,62.41
2008-09-19,54,59.70
2008-09-26,49,60.71
2008-10-03,60,59.73
2008-10-10,83,50.95
2008-10-17,80,53.77
2008-10-24,57,51.40
2008-10-31,63,55.81
2008-11-07,60,54.39
2008-11-14,61,52.71
2008-11-21,62,52.92
2008-11-28,52,55.88
2008-12-05,49,58.21
2008-12-12,50,54.63
2008-12-19,42,55.74
2008-12-26,29,55.35
2009-01-02,42,57.18
2009-01-09,54,51.58
2009-01-16,39,51.56
2009-01-23,43,48.35
2009-01-30,39,47.12
2009-02-06,51,49.63
2009-02-13,51,46.53
2009-02-20,57,50.02
2009-02-27,48,49.24
2009-03-06,57,48.91
2009-03-13,53,49.19
2009-03-20,44,49.59
2009-03-27,42,52.57
2009-04-03,41,53.80
2009-04-10,43,
2009-04-17,36,50.20
2009-04-24,40,47.87
2009-05-01,39,50.05
2009-05-08,41,50.14
2009-05-15,43,48.15
2009-05-22,35,49.25
2009-05-29,31,49.74
2009-06-05,43,51.07
2009-06-12,32,49.84
2009-06-19,44,48.17
2009-06-26,27,48.63
2009-07-03,26,
2009-07-10,31,47.57
2009-07-17,25,48.49
2009-07-24,35,48.94
2009-07-31,34,49.88
2009-08-07,29,49.29
2009-08-14,38,51.79
2009-08-21,31,51.36
2009-08-28,27,51.13
2009-09-04,35,51.68
2009-09-11,33,50.72
2009-09-18,32,50.11
2009-09-25,33,49.47
2009-10-02,22,49.08
2009-10-09,26,49.97
2009-10-16,34,51.22
2009-10-23,36,50.44
2009-10-30,35,49.68
2009-11-06,35,51.25
2009-11-13,38,53.20
2009-11-20,41,54.28
2009-11-27,31,54.63
2009-12-04,32,54.24
2009-12-11,35,54.65
2009-12-18,25,52.85
2009-12-25,22,
2010-01-01,17,
2010-01-08,35,53.33
2010-01-15,36,53.68
2010-01-22,23,52.94
2010-01-29,30,53.43
2010-02-05,24,53.45
2010-02-12,26,52.90
2010-02-19,26,53.49
2010-02-26,23,54.07
2010-03-05,22,54.14
2010-03-12,22,53.90
2010-03-19,32,55.34
2010-03-26,27,55.51
2010-04-02,25,
2010-04-09,26,55.07
2010-04-16,26,54.11
2010-04-23,23,54.53
2010-04-30,23,53.64
2010-05-07,24,52.40
2010-05-14,26,52.12
2010-05-21,30,51.37
2010-05-28,24,50.56
2010-06-04,22,50.40
2010-06-11,18,50.86
2010-06-18,20,51.55
2010-06-25,20,48.80
2010-07-02,24,48.00
2010-07-09,30,49.43
2010-07-16,25,49.67
2010-07-23,23,51.67
2010-07-30,19,51.19
2010-08-06,23,51.79
2010-08-13,26,50.40
2010-08-20,28,50.22
2010-08-27,20,51.00
2010-09-03,27,52.04
2010-09-10,21,51.97
2010-09-17,24,53.01
2010-09-24,25,54.08
2010-10-01,22,53.36
2010-10-08,20,54.41
2010-10-15,24,53.35
2010-10-22,21,54.06
2010-10-29,19,54.17
2010-11-05,28,55.20
2010-11-12,25,54.13
2010-11-19,24,54.39
2010-11-26,18,53.74
2010-12-03,23,54.62
2010-12-10,27,54.28
2010-12-17,20,54.41
2010-12-24,20,
2010-12-31,22,53.93
2011-01-07,24,54.08
2011-01-14,24,54.81
2011-01-21,22,55.73
2011-01-28,22,56.70
2011-02-04,22,56.03
2011-02-11,24,55.69
2011-02-18,26,55.38
2011-02-25,33,51.75
2011-03-04,28,52.07
2011-03-11,25,52.59
2011-03-18,22,51.52
2011-03-25,25,52.35
2011-04-01,22,52.13
2011-04-08,22,52.54
2011-04-15,23,53.55
2011-04-22,24,
2011-04-29,24,54.98
2011-05-06,25,55.02
2011-05-13,22,55.72
2011-05-20,23,55.29
2011-05-27,21,54.70
2011-06-03,25,53.66
2011-06-10,23,52.72
2011-06-17,24,52.82
2011-06-24,26,52.41
2011-07-01,23,53.51
2011-07-08,22,54.08
2011-07-15,22,53.63
2011-07-22,21,54.52
2011-07-29,21,52.71
2011-08-05,34,50.85
2011-08-12,39,49.75
2011-08-19,29,52.30
2011-08-26,21,52.90
2011-09-02,23,52.03
2011-09-09,25,51.36
2011-09-16,22,52.65
2011-09-23,20,50.80
2011-09-30,23,51.90
2011-10-07,20,53.70
2011-10-14,23,55.46
2011-10-21,24,56.92
2011-10-28,28,57.15
2011-11-04,24,57.50
2011-11-11,25,59.20
2011-11-18,30,57.23
2011-11-25,22,56.89
2011-12-02,24,58.09
2011-12-09,27,58.32
2011-12-16,20,58.27
2011-12-23,23,59.99
2011-12-30,22,59.76
2012-01-06,25,59.00
2012-01-13,23,59.54
2012-01-20,22,61.01
2012-01-27,21,60.71
2012-02-03,20,62.03
2012-02-10,21,61.90
2012-02-17,25,62.48
2012-02-24,30,58.79
2012-03-02,29,59.01
2012-03-09,24,60.08
2012-03-16,20,60.84
2012-03-23,24,60.75
2012-03-30,22,61.20
2012-04-06,23,
2012-04-13,24,59.77
2012-04-20,23,62.45
2012-04-27,42,59.03
2012-05-04,26,58.70
2012-05-11,22,59.42
2012-05-18,26,62.43
2012-05-25,26,65.31
2012-06-01,26,65.55
2012-06-08,28,68.22
2012-06-15,25,67.75
2012-06-22,23,67.30
2012-06-29,25,69.72
2012-07-06,26,71.36
2012-07-13,25,73.18
2012-07-20,27,72.25
2012-07-27,25,74.52
2012-08-03,31,74.55
2012-08-10,24,73.68
2012-08-17,33,71.99
2012-08-24,24,72.11
2012-08-31,23,72.60
2012-09-07,20,73.82
2012-09-14,25,74.50
2012-09-21,26,74.45
2012-09-28,25,73.80
2012-10-05,23,75.13
2012-10-12,26,75.81
2012-10-19,24,75.62
2012-10-26,27,75.11
2012-11-02,24,72.77
2012-11-09,30,72.31
2012-11-16,33,68.03
2012-11-23,28,70.20
2012-11-30,27,72.02
2012-12-07,24,72.29
2012-12-14,24,68.75
2012-12-21,27,68.65
2012-12-28,23,67.61
2013-01-04,25,69.06
2013-01-11,25,68.63
2013-01-18,23,69.20
2013-01-25,23,69.00
2013-02-01,25,70.49
2013-02-08,24,71.48
2013-02-15,28,69.30
2013-02-22,33,70.40
2013-03-01,24,71.74
2013-03-08,27,73.03
2013-03-15,27,72.50
2013-03-22,24,74.28
2013-03-29,24,
2013-04-05,25,76.39
2013-04-12,30,78.56
2013-04-19,26,78.29
2013-04-26,22,79.04
2013-05-03,25,79.25
2013-05-10,23,78.89
2013-05-17,30,77.87
2013-05-24,24,77.31
2013-05-31,23,74.84
2013-06-07,26,76.33
2013-06-14,25,74.87
2013-06-21,22,73.51
2013-06-28,21,74.49
2013-07-05,20,75.21
2013-07-12,23,77.63
2013-07-19,22,78.08
2013-07-26,26,78.00
2013-08-02,21,78.75
2013-08-09,24,76.90
2013-08-16,30,74.11
2013-08-23,28,73.44
2013-08-30,26,72.98
2013-09-06,24,72.59
2013-09-13,24,74.36
2013-09-20,23,75.83
2013-09-27,27,74.36
2013-10-04,23,72.80
2013-10-11,23,74.82
2013-10-18,27,75.71
2013-10-25,21,76.08
2013-11-01,24,77.07
2013-11-08,23,77.96
2013-11-15,26,79.22
2013-11-22,25,79.81
2013-11-29,25,81.01
2013-12-06,22,79.94
2013-12-13,21,78.08
2013-12-20,22,77.43
2013-12-27,17,78.47
2014-01-03,22,78.65
2014-01-10,21,78.04
2014-01-17,22,76.19
2014-01-24,21,74.42
2014-01-31,25,74.68
2014-02-07,23,73.75
2014-02-14,22,75.79
2014-02-21,27,73.12
2014-02-28,24,74.70
2014-03-07,22,74.58
2014-03-14,21,74.28
2014-03-21,20,76.10
2014-03-28,22,76.01
2014-04-04,19,77.31
2014-04-11,18,76.50
2014-04-18,19,
2014-04-25,20,78.62
2014-05-02,22,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
