Date,VZ,Price
2008-10-10,89,26.77
2008-10-17,91,27.19
2008-10-24,91,25.08
2008-10-31,95,29.67
2008-11-07,91,30.05
2008-11-14,91,30.00
2008-11-21,93,28.47
2008-11-28,91,32.65
2008-12-05,88,33.19
2008-12-12,92,32.80
2008-12-19,89,33.19
2008-12-26,100,33.19
2009-01-02,99,34.64
2009-01-09,89,32.16
2009-01-16,90,29.96
2009-01-23,92,30.44
2009-01-30,92,29.87
2009-02-06,90,31.72
2009-02-13,89,29.56
2009-02-20,91,28.81
2009-02-27,94,28.53
2009-03-06,93,27.28
2009-03-13,94,28.40
2009-03-20,94,29.61
2009-03-27,90,30.62
2009-04-03,78,32.79
2009-04-10,69,
2009-04-17,69,31.78
2009-04-24,66,31.00
2009-05-01,68,30.55
2009-05-08,69,29.85
2009-05-15,67,29.61
2009-05-22,64,28.81
2009-05-29,66,29.26
2009-06-05,63,29.25
2009-06-12,64,29.92
2009-06-19,68,29.66
2009-06-26,67,30.99
2009-07-03,66,
2009-07-10,66,28.62
2009-07-17,63,29.59
2009-07-24,63,31.50
2009-07-31,61,32.07
2009-08-07,62,31.08
2009-08-14,63,31.08
2009-08-21,62,31.37
2009-08-28,62,31.02
2009-09-04,63,30.60
2009-09-11,62,31.26
2009-09-18,72,29.59
2009-09-25,76,29.94
2009-10-02,72,29.89
2009-10-09,74,29.16
2009-10-16,74,28.90
2009-10-23,74,28.85
2009-10-30,65,29.59
2009-11-06,51,29.56
2009-11-13,48,30.13
2009-11-20,48,30.43
2009-11-27,49,31.63
2009-12-04,45,32.70
2009-12-11,47,33.73
2009-12-18,45,32.80
2009-12-25,49,
2010-01-01,49,
2010-01-08,45,31.75
2010-01-15,44,30.58
2010-01-22,44,30.34
2010-01-29,42,29.42
2010-02-05,43,28.74
2010-02-12,41,28.93
2010-02-19,43,29.02
2010-02-26,43,28.93
2010-03-05,40,29.23
2010-03-12,41,29.73
2010-03-19,40,30.41
2010-03-26,40,30.37
2010-04-02,45,
2010-04-09,42,30.08
2010-04-16,41,29.58
2010-04-23,40,29.05
2010-04-30,40,28.90
2010-05-07,39,28.19
2010-05-14,40,28.51
2010-05-21,41,27.96
2010-05-28,39,27.52
2010-06-04,39,27.21
2010-06-11,39,28.56
2010-06-18,40,29.13
2010-06-25,40,28.55
2010-07-02,38,26.81
2010-07-09,39,26.65
2010-07-16,37,26.69
2010-07-23,39,28.02
2010-07-30,37,29.06
2010-08-06,39,29.55
2010-08-13,38,30.03
2010-08-20,39,29.37
2010-08-27,38,29.84
2010-09-03,36,30.20
2010-09-10,36,30.82
2010-09-17,35,31.68
2010-09-24,36,32.64
2010-10-01,35,32.89
2010-10-08,35,32.83
2010-10-15,36,32.43
2010-10-22,33,32.09
2010-10-29,33,32.48
2010-11-05,34,33.43
2010-11-12,33,32.56
2010-11-19,33,32.59
2010-11-26,32,32.21
2010-12-03,29,32.90
2010-12-10,32,34.04
2010-12-17,31,34.64
2010-12-24,34,
2010-12-31,34,35.78
2011-01-07,32,35.93
2011-01-14,32,35.46
2011-01-21,30,34.95
2011-01-28,30,35.63
2011-02-04,30,36.31
2011-02-11,30,36.39
2011-02-18,29,36.62
2011-02-25,28,35.97
2011-03-04,27,36.08
2011-03-11,26,35.85
2011-03-18,26,35.84
2011-03-25,24,37.29
2011-04-01,25,38.47
2011-04-08,25,37.72
2011-04-15,24,37.85
2011-04-22,23,
2011-04-29,23,37.78
2011-05-06,22,37.28
2011-05-13,23,37.26
2011-05-20,23,37.15
2011-05-27,22,36.67
2011-06-03,21,35.63
2011-06-10,20,35.19
2011-06-17,20,35.51
2011-06-24,21,36.00
2011-07-01,19,37.80
2011-07-08,19,37.48
2011-07-15,19,36.82
2011-07-22,19,36.74
2011-07-29,19,35.29
2011-08-05,19,35.05
2011-08-12,19,34.30
2011-08-19,17,34.71
2011-08-26,17,35.76
2011-09-02,16,35.56
2011-09-09,16,35.24
2011-09-16,15,36.72
2011-09-23,15,35.88
2011-09-30,15,36.80
2011-10-07,14,36.16
2011-10-14,14,37.33
2011-10-21,14,37.42
2011-10-28,14,37.63
2011-11-04,14,37.17
2011-11-11,14,37.52
2011-11-18,13,36.46
2011-11-25,12,35.35
2011-12-02,12,37.85
2011-12-09,12,38.43
2011-12-16,12,38.78
2011-12-23,12,39.98
2011-12-30,12,40.12
2012-01-06,12,38.33
2012-01-13,11,38.92
2012-01-20,11,38.97
2012-01-27,11,37.21
2012-02-03,10,37.84
2012-02-10,10,37.69
2012-02-17,10,38.46
2012-02-24,10,38.14
2012-03-02,10,38.67
2012-03-09,10,39.10
2012-03-16,10,39.57
2012-03-23,9,39.42
2012-03-30,9,38.23
2012-04-06,9,
2012-04-13,9,37.26
2012-04-20,9,38.73
2012-04-27,9,40.23
2012-05-04,8,40.26
2012-05-11,8,41.16
2012-05-18,8,41.53
2012-05-25,8,41.45
2012-06-01,8,41.03
2012-06-08,9,42.44
2012-06-15,9,43.55
2012-06-22,9,43.95
2012-06-29,8,44.44
2012-07-06,8,44.42
2012-07-13,8,45.21
2012-07-20,8,44.49
2012-07-27,7,44.90
2012-08-03,7,44.46
2012-08-10,7,44.60
2012-08-17,7,44.06
2012-08-24,7,43.17
2012-08-31,7,42.94
2012-09-07,7,43.72
2012-09-14,7,44.53
2012-09-21,7,45.64
2012-09-28,7,45.57
2012-10-05,7,47.05
2012-10-12,7,44.62
2012-10-19,6,45.16
2012-10-26,7,44.73
2012-11-02,6,44.52
2012-11-09,7,42.64
2012-11-16,6,41.40
2012-11-23,6,43.76
2012-11-30,6,44.12
2012-12-07,6,44.41
2012-12-14,6,44.21
2012-12-21,6,43.57
2012-12-28,6,42.90
2013-01-04,6,44.30
2013-01-11,6,43.30
2013-01-18,6,42.54
2013-01-25,6,42.67
2013-02-01,6,44.56
2013-02-08,6,44.35
2013-02-15,6,44.40
2013-02-22,5,45.40
2013-03-01,6,46.72
2013-03-08,6,47.96
2013-03-15,6,48.02
2013-03-22,6,49.02
2013-03-29,6,
2013-04-05,6,49.56
2013-04-12,7,50.86
2013-04-19,6,52.25
2013-04-26,6,53.63
2013-05-03,6,52.68
2013-05-10,6,52.89
2013-05-17,6,53.35
2013-05-24,5,51.39
2013-05-31,5,48.48
2013-06-07,6,50.24
2013-06-14,6,51.07
2013-06-21,5,49.52
2013-06-28,5,50.34
2013-07-05,5,51.30
2013-07-12,5,50.41
2013-07-19,6,49.95
2013-07-26,5,51.02
2013-08-02,5,50.25
2013-08-09,5,49.32
2013-08-16,5,47.71
2013-08-23,5,47.61
2013-08-30,5,47.38
2013-09-06,6,46.34
2013-09-13,5,47.76
2013-09-20,5,47.78
2013-09-27,5,47.00
2013-10-04,5,47.10
2013-10-11,5,47.09
2013-10-18,5,50.01
2013-10-25,5,50.71
2013-11-01,5,50.49
2013-11-08,5,50.20
2013-11-15,5,50.31
2013-11-22,5,50.22
2013-11-29,5,49.62
2013-12-06,5,49.48
2013-12-13,5,47.84
2013-12-20,5,48.08
2013-12-27,5,49.17
2014-01-03,5,48.42
2014-01-10,5,47.75
2014-01-17,5,48.35
2014-01-24,5,47.63
2014-01-31,5,48.02
2014-02-07,5,46.81
2014-02-14,5,46.51
2014-02-21,5,47.27
2014-02-28,6,47.58
2014-03-07,6,47.15
2014-03-14,5,46.08
2014-03-21,5,46.91
2014-03-28,5,47.42
2014-04-04,5,48.04
2014-04-11,5,47.07
2014-04-18,5,
2014-04-25,5,45.94
2014-05-02,5,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
