Date,DIS,Price
2011-01-21,78,39.74
2011-01-28,82,38.85
2011-02-04,81,40.71
2011-02-11,82,43.41
2011-02-18,78,43.56
2011-02-25,80,42.95
2011-03-04,74,43.55
2011-03-11,76,42.93
2011-03-18,73,41.23
2011-03-25,72,42.97
2011-04-01,74,42.85
2011-04-08,72,41.76
2011-04-15,74,41.52
2011-04-22,73,
2011-04-29,73,43.10
2011-05-06,74,43.06
2011-05-13,76,41.52
2011-05-20,76,41.50
2011-05-27,74,41.52
2011-06-03,75,39.38
2011-06-10,78,38.50
2011-06-17,73,38.04
2011-06-24,75,37.58
2011-07-01,73,39.72
2011-07-08,68,39.91
2011-07-15,72,39.27
2011-07-22,75,40.65
2011-07-29,76,38.62
2011-08-05,76,35.18
2011-08-12,77,33.09
2011-08-19,78,31.85
2011-08-26,83,32.40
2011-09-02,82,32.46
2011-09-09,82,31.04
2011-09-16,84,32.91
2011-09-23,82,29.83
2011-09-30,81,30.16
2011-10-07,79,31.70
2011-10-14,82,34.47
2011-10-21,84,35.16
2011-10-28,84,36.21
2011-11-04,77,34.76
2011-11-11,83,36.70
2011-11-18,84,35.63
2011-11-25,87,33.51
2011-12-02,97,36.61
2011-12-09,91,36.56
2011-12-16,84,35.32
2011-12-23,82,37.70
2011-12-30,82,37.50
2012-01-06,80,39.91
2012-01-13,85,38.40
2012-01-20,82,39.31
2012-01-27,82,39.25
2012-02-03,80,40.00
2012-02-10,82,41.45
2012-02-17,83,41.75
2012-02-24,80,41.31
2012-03-02,83,42.36
2012-03-09,87,42.24
2012-03-16,83,43.19
2012-03-23,81,43.65
2012-03-30,76,43.78
2012-04-06,74,
2012-04-13,75,41.85
2012-04-20,77,42.35
2012-04-27,77,43.35
2012-05-04,75,42.93
2012-05-11,77,45.56
2012-05-18,72,43.81
2012-05-25,75,44.50
2012-06-01,76,44.40
2012-06-08,73,46.24
2012-06-15,73,47.09
2012-06-22,74,47.47
2012-06-29,71,48.50
2012-07-06,70,48.04
2012-07-13,72,48.19
2012-07-20,74,48.59
2012-07-27,73,49.94
2012-08-03,74,49.77
2012-08-10,74,49.65
2012-08-17,70,50.46
2012-08-24,75,49.56
2012-08-31,81,49.47
2012-09-07,75,51.74
2012-09-14,77,52.35
2012-09-21,74,52.74
2012-09-28,75,52.28
2012-10-05,75,52.97
2012-10-12,76,50.59
2012-10-19,100,51.90
2012-10-26,75,50.08
2012-11-02,75,49.86
2012-11-09,76,47.06
2012-11-16,75,47.42
2012-11-23,77,49.26
2012-11-30,74,49.66
2012-12-07,83,49.24
2012-12-14,75,48.67
2012-12-21,74,50.00
2012-12-28,72,49.15
2013-01-04,73,52.19
2013-01-11,74,50.58
2013-01-18,75,52.34
2013-01-25,76,54.38
2013-02-01,81,54.59
2013-02-08,78,54.66
2013-02-15,76,55.61
2013-02-22,76,54.25
2013-03-01,75,55.33
2013-03-08,76,57.39
2013-03-15,76,57.58
2013-03-22,76,56.78
2013-03-29,72,
2013-04-05,75,57.70
2013-04-12,75,60.55
2013-04-19,74,61.56
2013-04-26,77,61.87
2013-05-03,75,64.80
2013-05-10,77,67.20
2013-05-17,77,66.58
2013-05-24,79,65.49
2013-05-31,76,63.08
2013-06-07,73,64.85
2013-06-14,76,63.80
2013-06-21,74,62.73
2013-06-28,73,63.15
2013-07-05,72,63.82
2013-07-12,71,66.98
2013-07-19,77,65.16
2013-07-26,76,64.98
2013-08-02,69,66.51
2013-08-09,69,64.73
2013-08-16,75,62.17
2013-08-23,71,61.73
2013-08-30,73,60.83
2013-09-06,70,61.39
2013-09-13,73,66.69
2013-09-20,71,65.01
2013-09-27,73,65.19
2013-10-04,74,65.30
2013-10-11,73,66.21
2013-10-18,72,67.15
2013-10-25,72,69.26
2013-11-01,83,69.01
2013-11-08,74,68.58
2013-11-15,76,70.00
2013-11-22,78,70.20
2013-11-29,77,70.54
2013-12-06,79,71.46
2013-12-13,77,69.62
2013-12-20,72,72.40
2013-12-27,72,74.35
2014-01-03,72,76.11
2014-01-10,75,75.39
2014-01-17,76,73.98
2014-01-24,78,72.72
2014-01-31,77,72.61
2014-02-07,77,75.67
2014-02-14,77,79.23
2014-02-21,76,80.13
2014-02-28,77,80.81
2014-03-07,78,82.21
2014-03-14,76,80.07
2014-03-21,77,80.35
2014-03-28,77,78.99
2014-04-04,74,80.43
2014-04-11,74,77.01
2014-04-18,75,
2014-04-25,77,78.23
2014-05-02,77,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
