"Date","WMT","Price"
2007-06-29,28,48.11
2007-07-06,29,48.39
2007-07-13,40,49.15
2007-07-20,54,48.06
2007-07-27,46,45.94
2007-08-03,35,45.52
2007-08-10,49,46.07
2007-08-17,58,43.49
2007-08-24,44,43.74
2007-08-31,41,43.63
2007-09-07,43,42.39
2007-09-14,35,43.32
2007-09-21,44,44.23
2007-09-28,42,43.65
2007-10-05,30,45.37
2007-10-12,38,47.06
2007-10-19,40,44.98
2007-10-26,41,44.64
2007-11-02,44,44.19
2007-11-09,42,42.9
2007-11-16,54,46.34
2007-11-23,38,45.73
2007-11-30,38,47.9
2007-12-07,43,49.02
2007-12-14,38,47.63
2007-12-21,37,48.21
2007-12-28,36,48.08
2008-01-04,31,45.72
2008-01-11,36,47.72
2008-01-18,45,47.58
2008-01-25,42,48.09
2008-02-01,44,51.18
2008-02-08,46,48.76
2008-02-15,38,49.44
2008-02-22,45,49.97
2008-02-29,48,49.59
2008-03-07,41,49.9
2008-03-14,40,49.82
2008-03-28,37,52.12
2008-04-04,37,54.4
2008-04-11,41,54.8
2008-04-18,39,56.31
2008-04-25,43,57.65
2008-05-02,42,57.5
2008-05-09,47,57.18
2008-05-16,59,57.04
2008-05-23,40,55.75
2008-05-30,34,57.74
2008-06-06,45,58.37
2008-06-13,64,59.18
2008-06-20,50,56.26
2008-06-27,37,56.3
2008-07-11,36,56.29
2008-07-18,35,57.92
2008-07-25,39,56.83
2008-08-01,35,57.75
2008-08-08,48,57.86
2008-08-15,40,59.37
2008-08-22,39,59.44
2008-08-29,36,59.07
2008-09-05,37,60.74
2008-09-12,45,62.41
2008-09-19,53,59.7
2008-09-26,41,60.71
2008-10-03,62,59.73
2008-10-10,71,50.95
2008-10-17,69,53.77
2008-10-24,50,51.4
2008-10-31,63,55.81
2008-11-07,53,54.39
2008-11-14,57,52.71
2008-11-21,51,52.92
2008-11-28,47,55.88
2008-12-05,47,58.21
2008-12-12,50,54.63
2008-12-19,42,55.74
2008-12-26,29,55.35
2009-01-02,36,57.18
2009-01-09,51,51.58
2009-01-16,43,51.56
2009-01-23,36,48.35
2009-01-30,40,47.12
2009-02-06,48,49.63
2009-02-13,44,46.53
2009-02-20,52,50.02
2009-02-27,47,49.24
2009-03-06,63,48.91
2009-03-13,52,49.19
2009-03-20,40,49.59
2009-03-27,39,52.57
2009-04-03,40,53.8
2009-04-17,36,50.2
2009-04-24,40,47.87
2009-05-01,35,50.05
2009-05-08,40,50.14
2009-05-15,42,48.15
2009-05-22,34,49.25
2009-05-29,29,49.74
2009-06-05,40,51.07
2009-06-12,32,49.84
2009-06-19,39,48.17
2009-06-26,24,48.63
2009-07-10,29,47.57
2009-07-17,21,48.49
2009-07-24,31,48.94
2009-07-31,31,49.88
2009-08-07,25,49.29
2009-08-14,34,51.79
2009-08-21,30,51.36
2009-08-28,24,51.13
2009-09-04,29,51.68
2009-09-11,31,50.72
2009-09-18,30,50.11
2009-09-25,35,49.47
2009-10-02,21,49.08
2009-10-09,23,49.97
2009-10-16,33,51.22
2009-10-23,35,50.44
2009-10-30,32,49.68
2009-11-06,32,51.25
2009-11-13,35,53.2
2009-11-20,36,54.28
2009-11-27,29,54.63
2009-12-04,31,54.24
2009-12-11,31,54.65
2009-12-18,22,52.85
2010-01-08,28,53.33
2010-01-15,31,53.68
2010-01-22,22,52.94
2010-01-29,31,53.43
2010-02-05,25,53.45
2010-02-12,25,52.9
2010-02-19,28,53.49
2010-02-26,20,54.07
2010-03-05,22,54.14
2010-03-12,19,53.9
2010-03-19,28,55.34
2010-03-26,25,55.51
2010-04-09,25,55.07
2010-04-16,24,54.11
2010-04-23,20,54.53
2010-04-30,24,53.64
2010-05-07,22,52.4
2010-05-14,23,52.12
2010-05-21,30,51.37
2010-05-28,20,50.56
2010-06-04,19,50.4
2010-06-11,17,50.86
2010-06-18,19,51.55
2010-06-25,21,48.8
2010-07-02,23,48
2010-07-09,28,49.43
2010-07-16,22,49.67
2010-07-23,20,51.67
2010-07-30,21,51.19
2010-08-06,21,51.79
2010-08-13,25,50.4
2010-08-20,29,50.22
2010-08-27,22,51
2010-09-03,26,52.04
2010-09-10,19,51.97
2010-09-17,23,53.01
2010-09-24,24,54.08
2010-10-01,21,53.36
2010-10-08,21,54.41
2010-10-15,22,53.35
2010-10-22,21,54.06
2010-10-29,19,54.17
2010-11-05,27,55.2
2010-11-12,25,54.13
2010-11-19,26,54.39
2010-11-26,19,53.74
2010-12-03,19,54.62
2010-12-10,24,54.28
2010-12-17,21,54.41
2010-12-31,23,53.93
2011-01-07,23,54.08
2011-01-14,24,54.81
2011-01-21,17,55.73
2011-01-28,23,56.7
2011-02-04,24,56.03
2011-02-11,23,55.69
2011-02-18,24,55.38
2011-02-25,32,51.75
2011-03-04,28,52.07
2011-03-11,24,52.59
2011-03-18,19,51.52
2011-03-25,24,52.35
2011-04-01,21,52.13
2011-04-08,21,52.54
2011-04-15,22,53.55
2011-04-29,22,54.98
2011-05-06,26,55.02
2011-05-13,20,55.72
2011-05-20,21,55.29
2011-05-27,19,54.7
2011-06-03,25,53.66
2011-06-10,20,52.72
2011-06-17,22,52.82
2011-06-24,26,52.41
2011-07-01,23,53.51
2011-07-08,21,54.08
2011-07-15,18,53.63
2011-07-22,18,54.52
2011-07-29,19,52.71
2011-08-05,33,50.85
2011-08-12,33,49.75
2011-08-19,29,52.3
2011-08-26,21,52.9
2011-09-02,22,52.03
2011-09-09,23,51.36
2011-09-16,21,52.65
2011-09-23,22,50.8
2011-09-30,21,51.9
2011-10-07,20,53.7
2011-10-14,20,55.46
2011-10-21,27,56.92
2011-10-28,25,57.15
2011-11-04,22,57.5
2011-11-11,25,59.2
2011-11-18,27,57.23
2011-11-25,21,56.89
2011-12-02,22,58.09
2011-12-09,25,58.32
2011-12-16,20,58.27
2011-12-23,23,59.99
2011-12-30,20,59.76
2012-01-06,24,59
2012-01-13,23,59.54
2012-01-20,22,61.01
2012-01-27,20,60.71
2012-02-03,21,62.03
2012-02-10,20,61.9
2012-02-17,23,62.48
2012-02-24,29,58.79
2012-03-02,28,59.01
2012-03-09,25,60.08
2012-03-16,20,60.84
2012-03-23,21,60.75
2012-03-30,20,61.2
2012-04-13,20,59.77
2012-04-20,21,62.45
2012-04-27,41,59.03
2012-05-04,24,58.7
2012-05-11,23,59.42
2012-05-18,23,62.43
2012-05-25,27,65.31
2012-06-01,25,65.55
2012-06-08,28,68.22
2012-06-15,25,67.75
2012-06-22,23,67.3
2012-06-29,26,69.72
2012-07-06,24,71.36
2012-07-13,25,73.18
2012-07-20,29,72.25
2012-07-27,24,74.52
2012-08-03,29,74.55
2012-08-10,22,73.68
2012-08-17,30,71.99
2012-08-24,26,72.11
2012-08-31,23,72.6
2012-09-07,21,73.82
2012-09-14,26,74.5
2012-09-21,22,74.45
2012-09-28,24,73.8
2012-10-05,22,75.13
2012-10-12,26,75.81
2012-10-19,25,75.62
2012-10-26,25,75.11
2012-11-02,24,72.77
2012-11-09,28,72.31
2012-11-16,28,68.03
2012-11-23,23,70.2
2012-11-30,25,72.02
2012-12-07,23,72.29
2012-12-14,22,68.75
2012-12-21,25,68.65
2012-12-28,21,67.61
2013-01-04,23,69.06
2013-01-11,24,68.63
2013-01-18,23,69.2
2013-01-25,19,69
2013-02-01,25,70.49
2013-02-08,22,71.48
2013-02-15,26,69.3
2013-02-22,33,70.4
2013-03-01,24,71.74
2013-03-08,26,73.03
2013-03-15,24,72.5
2013-03-22,22,74.28
2013-04-05,23,76.39
2013-04-12,28,78.56
2013-04-19,26,78.29
2013-04-26,23,79.04
2013-05-03,22,79.25
2013-05-10,23,78.89
2013-05-17,30,77.87
2013-05-24,23,77.31
2013-05-31,22,74.84
2013-06-07,26,76.33
2013-06-14,25,74.87
2013-06-21,23,73.51
2013-06-28,21,74.49
2013-07-05,19,75.21
2013-07-12,20,77.63
2013-07-19,21,78.08
2013-07-26,23,78
2013-08-02,21,78.75
2013-08-09,20,76.9
2013-08-16,27,74.11
2013-08-23,25,73.44
2013-08-30,23,72.98
2013-09-06,21,72.59
2013-09-13,23,74.36
2013-09-20,20,75.83
2013-09-27,24,74.36
2013-10-04,20,72.8
2013-10-11,22,74.82
2013-10-18,23,75.71
2013-10-25,20,76.08
2013-11-01,23,77.07
2013-11-08,21,77.96
2013-11-15,24,79.22
2013-11-22,21,79.81
2013-11-29,24,81.01
2013-12-06,21,79.94
2013-12-13,22,78.08
2013-12-20,23,77.43
2013-12-27,16,78.47
2014-01-03,20,78.65
2014-01-10,22,78.04
2014-01-17,18,76.19
2014-01-24,20,74.42
2014-01-31,23,74.68
2014-02-07,22,73.75
2014-02-14,21,75.79
2014-02-21,24,73.12
2014-02-28,21,74.7
2014-03-07,19,74.58
2014-03-14,22,74.28
2014-03-21,20,76.1
2014-03-28,20,76.01
2014-04-04,17,77.31
2014-04-11,20,76.5
2014-04-25,18,78.62
