"Date","BA","Price"
2006-02-24,42,74.31
2006-03-03,39,73.39
2006-03-10,42,74.79
2006-03-17,41,77.85
2006-03-24,41,78.73
2006-03-31,41,77.93
2006-04-07,39,79.57
2006-04-21,43,86.46
2006-04-28,45,83.45
2006-05-05,44,88.47
2006-05-12,45,87.01
2006-05-19,46,84.61
2006-05-26,45,83.5
2006-06-02,45,83.8
2006-06-09,46,80.5
2006-06-16,44,85.54
2006-06-23,43,83.39
2006-06-30,43,81.91
2006-07-07,45,79.99
2006-07-14,45,77.25
2006-07-21,46,79.08
2006-07-28,47,78.91
2006-08-04,48,79.49
2006-08-11,55,75.96
2006-08-18,56,77.62
2006-08-25,49,73.93
2006-09-01,49,75.43
2006-09-08,48,72.8
2006-09-15,47,75.01
2006-09-22,46,77.25
2006-09-29,48,78.85
2006-10-06,50,83.68
2006-10-13,45,82.39
2006-10-20,47,81.74
2006-10-27,44,79.74
2006-11-03,47,79.97
2006-11-10,46,85.62
2006-11-17,44,89.52
2006-11-24,45,89.77
2006-12-01,46,89.55
2006-12-08,43,90.13
2006-12-15,41,90.7
2006-12-22,48,88.76
2006-12-29,43,88.84
2007-01-05,52,89.15
2007-01-12,51,88.13
2007-01-19,53,88.63
2007-01-26,56,85.43
2007-02-02,52,90.05
2007-02-09,49,90
2007-02-16,46,90.94
2007-02-23,45,90.28
2007-03-02,45,87.03
2007-03-09,51,89.51
2007-03-16,48,90
2007-03-23,47,90.98
2007-03-30,48,88.91
2007-04-13,43,91.03
2007-04-20,46,93.29
2007-04-27,49,94.02
2007-05-04,47,93.61
2007-05-11,46,93.4
2007-05-18,47,96.63
2007-05-25,45,98.25
2007-06-01,48,99.83
2007-06-08,47,98.19
2007-06-15,48,98.15
2007-06-22,48,95.92
2007-06-29,49,96.16
2007-07-06,53,98.88
2007-07-13,52,101.88
2007-07-20,51,103.86
2007-07-27,51,103.71
2007-08-03,51,104.24
2007-08-10,50,98.44
2007-08-17,51,95.93
2007-08-24,51,98.47
2007-08-31,49,96.7
2007-09-07,50,94.84
2007-09-14,49,99.35
2007-09-21,51,102.59
2007-09-28,48,104.99
2007-10-05,49,102.25
2007-10-12,50,96.69
2007-10-19,48,93.9
2007-10-26,46,96.02
2007-11-02,49,97.76
2007-11-09,48,94.21
2007-11-16,46,89.99
2007-11-23,49,89.54
2007-11-30,47,92.54
2007-12-07,45,93.16
2007-12-14,44,88.42
2007-12-21,46,89.07
2007-12-28,46,88.25
2008-01-04,51,85.82
2008-01-11,56,80.52
2008-01-18,60,78.4
2008-01-25,56,77.03
2008-02-01,52,82.76
2008-02-08,49,79.33
2008-02-15,51,85.18
2008-02-22,54,83.04
2008-02-29,53,82.79
2008-03-07,52,76.6
2008-03-14,51,76.23
2008-03-28,51,73.47
2008-04-04,53,75.65
2008-04-11,53,76.86
2008-04-18,52,78.66
2008-04-25,51,84.84
2008-05-02,50,85.69
2008-05-09,50,84.06
2008-05-16,50,85.17
2008-05-23,50,81.48
2008-05-30,54,82.77
2008-06-06,49,73.16
2008-06-13,50,75.12
2008-06-20,51,75.83
2008-06-27,51,66.92
2008-07-11,55,63.28
2008-07-18,56,68.14
2008-07-25,54,63.83
2008-08-01,55,62.01
2008-08-08,54,67.86
2008-08-15,53,64.45
2008-08-22,55,65.55
2008-08-29,57,65.56
2008-09-05,57,62.89
2008-09-12,56,63.3
2008-09-19,55,59.76
2008-09-26,55,58.32
2008-10-03,54,53.83
2008-10-10,61,41.8
2008-10-17,52,44.55
2008-10-24,54,45.24
2008-10-31,53,52.42
2008-11-07,53,46.58
2008-11-14,52,41.04
2008-11-21,52,39.58
2008-11-28,52,42.63
2008-12-05,50,39.53
2008-12-12,50,39.2
2008-12-19,51,41.24
2008-12-26,49,40.53
2009-01-02,55,45.25
2009-01-09,61,44.45
2009-01-16,61,42.46
2009-01-23,58,41.98
2009-01-30,57,42.31
2009-02-06,60,42.92
2009-02-13,56,40.48
2009-02-20,56,36.31
2009-02-27,56,31.44
2009-03-06,61,30.1
2009-03-13,58,33.4
2009-03-20,62,32.55
2009-03-27,58,37.53
2009-04-03,58,37.69
2009-04-17,57,38.32
2009-04-24,58,38.72
2009-05-01,57,41.21
2009-05-08,57,45.83
2009-05-15,60,43
2009-05-22,60,42.94
2009-05-29,59,44.85
2009-06-05,60,52.65
2009-06-12,59,51.44
2009-06-19,62,48.44
2009-06-26,61,41.88
2009-07-10,65,39.65
2009-07-17,66,41.36
2009-07-24,64,42.37
2009-07-31,64,42.91
2009-08-07,62,46.69
2009-08-14,63,44.87
2009-08-21,63,45.87
2009-08-28,64,51.04
2009-09-04,63,49.15
2009-09-11,63,51.35
2009-09-18,63,53.02
2009-09-25,62,51.52
2009-10-02,61,51.4
2009-10-09,62,52.69
2009-10-16,59,53.19
2009-10-23,59,49.89
2009-10-30,59,47.8
2009-11-06,63,49.68
2009-11-13,63,50.68
2009-11-20,67,51.7
2009-11-27,70,52.45
2009-12-04,65,54.68
2009-12-11,66,55.6
2009-12-18,80,53.44
2010-01-08,80,61.6
2010-01-15,78,60.82
2010-01-22,76,57.77
2010-01-29,76,60.6
2010-02-05,77,58.4
2010-02-12,73,59.65
2010-02-19,70,63.59
2010-02-26,85,63.16
2010-03-05,81,67.93
2010-03-12,88,69.83
2010-03-19,98,70.72
2010-03-26,94,72.59
2010-04-09,91,72.42
2010-04-16,91,70.79
2010-04-23,92,75.13
2010-04-30,86,72.43
2010-05-07,82,66.72
2010-05-14,93,69.82
2010-05-21,90,64.56
2010-05-28,86,64.18
2010-06-04,84,61.15
2010-06-11,71,65.38
2010-06-18,67,67.96
2010-06-25,67,68.77
2010-07-02,70,61.94
2010-07-09,73,64.66
2010-07-16,73,61.9
2010-07-23,71,67.93
2010-07-30,70,68.14
2010-08-06,70,68.7
2010-08-13,68,64.84
2010-08-20,74,64.6
2010-08-27,69,63.16
2010-09-03,66,64.64
2010-09-10,69,63.84
2010-09-17,69,62.95
2010-09-24,70,64.6
2010-10-01,69,66.83
2010-10-08,76,69.23
2010-10-15,69,70.11
2010-10-22,70,71.26
2010-10-29,71,70.64
2010-11-05,68,71.27
2010-11-12,70,63.09
2010-11-19,69,63.59
2010-11-26,70,64.8
2010-12-03,71,66.54
2010-12-10,68,64.16
2010-12-17,70,65.03
2010-12-31,69,65.26
2011-01-07,76,69.38
2011-01-14,74,70.07
2011-01-21,72,71.68
2011-01-28,73,69.23
2011-02-04,66,71.38
2011-02-11,74,72.14
2011-02-18,76,73.04
2011-02-25,76,72.3
2011-03-04,72,71.8
2011-03-11,69,71.64
2011-03-18,71,69.1
2011-03-25,71,73.34
2011-04-01,72,74.01
2011-04-08,72,73.47
2011-04-15,71,72.6
2011-04-29,72,79.78
2011-05-06,71,79.31
2011-05-13,71,79.03
2011-05-20,75,77.52
2011-05-27,75,76.99
2011-06-03,75,74.84
2011-06-10,73,72.69
2011-06-17,76,74.16
2011-06-24,74,71.26
2011-07-01,80,74.27
2011-07-08,78,75.07
2011-07-15,82,71.28
2011-07-22,81,72.67
2011-07-29,82,70.47
2011-08-05,80,62.75
2011-08-12,82,61.75
2011-08-19,80,57.54
2011-08-26,79,62.8
2011-09-02,77,64.03
2011-09-09,74,61.79
2011-09-16,79,65.38
2011-09-23,80,59.51
2011-09-30,79,60.51
2011-10-07,78,61.81
2011-10-14,80,63.89
2011-10-21,84,64.59
2011-10-28,80,68.17
2011-11-04,84,65.8
2011-11-11,83,66.92
2011-11-18,79,67.46
2011-11-25,78,62.78
2011-12-02,81,71.3
2011-12-09,74,71.93
2011-12-16,76,71.01
2011-12-23,77,73.97
2011-12-30,77,73.35
2012-01-06,84,73.98
2012-01-13,81,74.6
2012-01-20,81,75.52
2012-01-27,80,74.55
2012-02-03,82,76.34
2012-02-10,88,74.95
2012-02-17,79,75.35
2012-02-24,76,76.06
2012-03-02,83,74.9
2012-03-09,83,73.29
2012-03-16,84,75.2
2012-03-23,84,73.97
2012-03-30,81,74.37
2012-04-13,80,72.92
2012-04-20,79,73.55
2012-04-27,81,77.27
2012-05-04,77,75.84
2012-05-11,79,73.56
2012-05-18,81,69.15
2012-05-25,80,70
2012-06-01,82,67.24
2012-06-08,86,69.94
2012-06-15,86,71.99
2012-06-22,85,71.96
2012-06-29,84,74.3
2012-07-06,90,73.69
2012-07-13,87,73.51
2012-07-20,88,73.89
2012-07-27,83,75.51
2012-08-03,82,72.81
2012-08-10,85,74.21
2012-08-17,88,73.91
2012-08-24,85,71.09
2012-08-31,81,71.4
2012-09-07,81,72.89
2012-09-14,79,71.28
2012-09-21,82,69.97
2012-09-28,77,69.6
2012-10-05,78,70.89
2012-10-12,84,71.85
2012-10-19,77,74.01
2012-10-26,79,71.11
2012-11-02,73,70.05
2012-11-09,76,73.25
2012-11-16,74,70.77
2012-11-23,72,73.74
2012-11-30,72,74.28
2012-12-07,72,74.64
2012-12-14,74,74.02
2012-12-21,72,76.17
2012-12-28,73,74.69
2013-01-04,99,77.69
2013-01-11,85,75.16
2013-01-18,79,75.04
2013-01-25,81,75.03
2013-02-01,77,74.87
2013-02-08,74,76.56
2013-02-15,66,75.03
2013-02-22,76,76.66
2013-03-01,80,77.28
2013-03-08,80,81.23
2013-03-15,78,86.43
2013-03-22,79,84.82
2013-04-05,84,86.17
2013-04-12,79,88.89
2013-04-19,78,87.96
2013-04-26,80,92.85
2013-05-03,78,93.74
2013-05-10,78,94.24
2013-05-17,78,98.92
2013-05-24,79,100
2013-05-31,78,99.02
2013-06-07,79,102.49
2013-06-14,79,101.83
2013-06-21,81,99.98
2013-06-28,86,102.44
2013-07-05,89,104.2
2013-07-12,89,101.87
2013-07-19,88,106.96
2013-07-26,89,105.6
2013-08-02,92,107.9
2013-08-09,97,105.33
2013-08-16,100,103.47
2013-08-23,93,105.48
2013-08-30,87,103.92
2013-09-06,89,106.07
2013-09-13,85,111.33
2013-09-20,82,116.63
2013-09-27,86,118.74
2013-10-04,83,117.2
2013-10-11,79,117.98
2013-10-18,81,122.52
2013-10-25,76,131.19
2013-11-01,77,133.03
2013-11-08,78,133.49
2013-11-15,79,136.08
2013-11-22,76,135.97
2013-11-29,78,134.25
2013-12-06,74,135.18
2013-12-13,75,133.83
2013-12-20,75,136.67
2013-12-27,72,136.9
2014-01-03,76,137.62
2014-01-10,82,141.9
2014-01-17,76,140.46
2014-01-24,74,136.65
2014-01-31,74,125.26
2014-02-07,77,127.02
2014-02-14,79,130.16
2014-02-21,81,128.28
2014-02-28,79,128.92
2014-03-07,79,128.54
2014-03-14,81,123.11
2014-03-21,78,122.58
2014-03-28,80,124.46
2014-04-04,78,127.38
2014-04-11,82,122.07
2014-04-25,80,128.66
