"Date","XOM","Price"
2007-03-23,25,75.02
2007-03-30,33,75.45
2007-04-13,27,77.41
2007-04-20,36,79.76
2007-04-27,43,80.36
2007-05-04,36,80.55
2007-05-11,32,81.23
2007-05-18,37,83.26
2007-05-25,38,83.51
2007-06-01,33,84.22
2007-06-08,32,82.68
2007-06-15,36,85.94
2007-06-22,35,82.52
2007-06-29,30,83.88
2007-07-06,29,86.46
2007-07-13,41,90.33
2007-07-20,46,91.94
2007-07-27,46,85.59
2007-08-03,44,82.08
2007-08-10,41,84.51
2007-08-17,36,84.14
2007-08-24,36,85.69
2007-08-31,34,85.73
2007-09-07,27,85.75
2007-09-14,33,88.67
2007-09-21,40,92.31
2007-09-28,36,92.56
2007-10-05,33,91.36
2007-10-12,30,93.48
2007-10-19,42,92.14
2007-10-26,38,92.21
2007-11-02,50,87.93
2007-11-09,43,86.85
2007-11-16,37,85.1
2007-11-23,33,88.29
2007-11-30,34,89.16
2007-12-07,34,91.5
2007-12-14,36,91.18
2007-12-21,34,93.43
2007-12-28,27,95
2008-01-04,34,92.08
2008-01-11,35,90.3
2008-01-18,36,85.08
2008-01-25,38,83.94
2008-02-01,38,85.95
2008-02-08,40,81.71
2008-02-15,34,85.37
2008-02-22,34,87.17
2008-02-29,35,87.01
2008-03-07,38,82.49
2008-03-14,35,85.91
2008-03-28,35,85.22
2008-04-04,40,88.74
2008-04-11,33,88.62
2008-04-18,41,94
2008-04-25,42,92.46
2008-05-02,58,89.61
2008-05-09,43,88.82
2008-05-16,34,92.67
2008-05-23,47,90.7
2008-05-30,31,88.76
2008-06-06,50,86.79
2008-06-13,45,88.36
2008-06-20,41,84.91
2008-06-27,39,86.55
2008-07-11,37,85.48
2008-07-18,45,81.54
2008-07-25,41,81.7
2008-08-01,50,79.72
2008-08-08,45,78.72
2008-08-15,41,77.07
2008-08-22,39,80.3
2008-08-29,35,80.01
2008-09-05,32,75.62
2008-09-12,35,77.5
2008-09-19,52,79.61
2008-09-26,43,80.65
2008-10-03,52,77.94
2008-10-10,65,62.36
2008-10-17,76,68.04
2008-10-24,56,69.04
2008-10-31,69,74.12
2008-11-07,51,73.95
2008-11-14,47,73.68
2008-11-21,50,75.81
2008-11-28,40,80.15
2008-12-05,50,76.6
2008-12-12,45,80.45
2008-12-19,45,75.02
2008-12-26,36,77.19
2009-01-02,41,81.64
2009-01-09,41,77.57
2009-01-16,39,78.1
2009-01-23,31,78.04
2009-01-30,42,76.48
2009-02-06,43,80.34
2009-02-13,43,74.59
2009-02-20,41,71.23
2009-02-27,45,67.9
2009-03-06,45,64.03
2009-03-13,46,67.2
2009-03-20,45,66.09
2009-03-27,45,69.98
2009-04-03,41,70.44
2009-04-17,40,66.75
2009-04-24,37,66.57
2009-05-01,42,68.01
2009-05-08,37,70.8
2009-05-15,38,69.11
2009-05-22,40,68.83
2009-05-29,38,69.35
2009-06-05,43,72.97
2009-06-12,39,73.78
2009-06-19,40,71.05
2009-06-26,37,69.05
2009-07-10,45,65.12
2009-07-17,46,68.52
2009-07-24,46,72.29
2009-07-31,52,70.39
2009-08-07,46,69.47
2009-08-14,50,68.21
2009-08-21,48,69.92
2009-08-28,48,70.12
2009-09-04,46,69.18
2009-09-11,42,69.98
2009-09-18,47,69.99
2009-09-25,45,68.7
2009-10-02,39,66.58
2009-10-09,40,69.27
2009-10-16,47,73.12
2009-10-23,42,73.57
2009-10-30,48,71.67
2009-11-06,49,72.58
2009-11-13,47,72.47
2009-11-20,46,74.38
2009-11-27,48,74.87
2009-12-04,51,74.25
2009-12-11,45,72.83
2009-12-18,61,68.21
2010-01-08,67,69.52
2010-01-15,71,69.11
2010-01-22,65,66.1
2010-01-29,62,64.43
2010-02-05,74,64.8
2010-02-12,64,64.8
2010-02-19,56,65.87
2010-02-26,74,65
2010-03-05,73,66.47
2010-03-12,77,66.8
2010-03-19,89,67.04
2010-03-26,87,66.54
2010-04-09,95,68.76
2010-04-16,95,67.93
2010-04-23,89,69.24
2010-04-30,94,67.77
2010-05-07,92,63.7
2010-05-14,75,63.6
2010-05-21,63,60.88
2010-05-28,65,60.46
2010-06-04,68,59.53
2010-06-11,68,61.86
2010-06-18,63,63.1
2010-06-25,67,59.1
2010-07-02,81,56.57
2010-07-09,78,58.78
2010-07-16,77,57.96
2010-07-23,71,59.72
2010-07-30,71,59.68
2010-08-06,73,61.97
2010-08-13,65,59.91
2010-08-20,63,58.89
2010-08-27,69,59.8
2010-09-03,64,61.32
2010-09-10,58,61.2
2010-09-17,64,60.78
2010-09-24,58,61.75
2010-10-01,53,62.54
2010-10-08,56,64.38
2010-10-15,58,65.19
2010-10-22,53,66.34
2010-10-29,55,66.49
2010-11-05,53,70
2010-11-12,61,70.99
2010-11-19,54,70.54
2010-11-26,49,69.23
2010-12-03,48,71.19
2010-12-10,50,72.18
2010-12-17,52,72.17
2010-12-31,55,73.12
2011-01-07,50,75.59
2011-01-14,48,77.84
2011-01-21,44,78.98
2011-01-28,51,78.99
2011-02-04,57,83.28
2011-02-11,51,82.82
2011-02-18,54,84.5
2011-02-25,63,85.34
2011-03-04,58,85.08
2011-03-11,59,82.12
2011-03-18,55,80.85
2011-03-25,55,83.62
2011-04-01,57,84.68
2011-04-08,60,85.95
2011-04-15,56,84.29
2011-04-29,62,87.98
2011-05-06,60,82.69
2011-05-13,55,80.87
2011-05-20,49,81.57
2011-05-27,53,82.63
2011-06-03,56,81.18
2011-06-10,53,79.78
2011-06-17,47,79.02
2011-06-24,52,76.78
2011-07-01,51,82.01
2011-07-08,52,82.42
2011-07-15,54,83
2011-07-22,55,85.22
2011-07-29,58,79.79
2011-08-05,67,74.82
2011-08-12,83,72
2011-08-19,62,69.8
2011-08-26,58,72.64
2011-09-02,54,72.14
2011-09-09,52,71.01
2011-09-16,59,74.55
2011-09-23,66,69.31
2011-09-30,65,72.63
2011-10-07,71,73.56
2011-10-14,81,78.11
2011-10-21,91,80.13
2011-10-28,90,81.48
2011-11-04,80,78.52
2011-11-11,70,79.72
2011-11-18,64,77.9
2011-11-25,65,73.9
2011-12-02,62,79.79
2011-12-09,67,81.34
2011-12-16,64,80.16
2011-12-23,68,85.22
2011-12-30,71,84.76
2012-01-06,68,85.12
2012-01-13,66,84.88
2012-01-20,61,87.49
2012-01-27,61,85.83
2012-02-03,67,84.92
2012-02-10,63,83.8
2012-02-17,54,85.62
2012-02-24,58,87.34
2012-03-02,60,86.33
2012-03-09,58,84.3
2012-03-16,58,86.44
2012-03-23,60,85.55
2012-03-30,62,86.73
2012-04-13,60,82.95
2012-04-20,58,85.3
2012-04-27,62,86.08
2012-05-04,59,84.57
2012-05-11,55,83.1
2012-05-18,57,81.47
2012-05-25,61,82.08
2012-06-01,60,77.92
2012-06-08,60,80.84
2012-06-15,63,83.22
2012-06-22,62,82.11
2012-06-29,65,85.57
2012-07-06,70,84.8
2012-07-13,81,85.47
2012-07-20,82,85.95
2012-07-27,79,87.45
2012-08-03,88,87.55
2012-08-10,90,88.44
2012-08-17,87,88.4
2012-08-24,76,88.05
2012-08-31,62,87.3
2012-09-07,62,89.92
2012-09-14,62,92.3
2012-09-21,67,91.92
2012-09-28,56,91.45
2012-10-05,61,92.55
2012-10-12,61,91.03
2012-10-19,62,92.15
2012-10-26,60,90.62
2012-11-02,57,90.27
2012-11-09,59,87.21
2012-11-16,59,86.45
2012-11-23,56,89.09
2012-11-30,53,88.14
2012-12-07,62,88.6
2012-12-14,61,88.08
2012-12-21,68,87.23
2012-12-28,68,85.1
2013-01-04,62,88.96
2013-01-11,56,89.61
2013-01-18,60,90.8
2013-01-25,65,91.73
2013-02-01,68,90.04
2013-02-08,62,88.61
2013-02-15,62,88.36
2013-02-22,71,89.2
2013-03-01,72,89.43
2013-03-08,74,88.97
2013-03-15,65,89.37
2013-03-22,62,89.29
2013-04-05,59,89.01
2013-04-12,63,88.99
2013-04-19,65,87.45
2013-04-26,67,88
2013-05-03,67,90.02
2013-05-10,68,90.14
2013-05-17,62,91.76
2013-05-24,62,91.53
2013-05-31,62,90.47
2013-06-07,62,91.45
2013-06-14,59,90.58
2013-06-21,63,89.48
2013-06-28,63,90.35
2013-07-05,61,91.57
2013-07-12,70,93.4
2013-07-19,63,95.17
2013-07-26,60,94.79
2013-08-02,62,91.95
2013-08-09,60,90.72
2013-08-16,62,87.91
2013-08-23,62,87.52
2013-08-30,59,87.16
2013-09-06,57,87.25
2013-09-13,59,88.4
2013-09-20,56,88.66
2013-09-27,58,86.9
2013-10-04,57,86.32
2013-10-11,58,86.95
2013-10-18,60,87.55
2013-10-25,54,87.97
2013-11-01,56,89.82
2013-11-08,57,92.73
2013-11-15,62,95.27
2013-11-22,61,95.01
2013-11-29,57,93.48
2013-12-06,58,95.65
2013-12-13,58,95.31
2013-12-20,63,98.68
2013-12-27,65,101.51
2014-01-03,61,99.51
2014-01-10,58,100.52
2014-01-17,58,99.16
2014-01-24,54,94.85
2014-01-31,51,92.16
2014-02-07,58,90.58
2014-02-14,57,94.11
2014-02-21,56,95.03
2014-02-28,58,96.27
2014-03-07,56,94.99
2014-03-14,54,93.47
2014-03-21,51,94.31
2014-03-28,52,97.7
2014-04-04,55,97.36
2014-04-11,57,96.72
2014-04-25,64,100.41
