"Date","AXP","Price"
2007-06-22,34,61.79
2007-06-29,36,61.18
2007-07-06,26,61.51
2007-07-13,27,62.83
2007-07-20,34,64.51
2007-07-27,43,58.55
2007-08-03,45,57.49
2007-08-10,32,60.78
2007-08-17,40,58.89
2007-08-24,33,60.89
2007-08-31,46,58.62
2007-09-07,39,57.75
2007-09-14,22,58.94
2007-09-21,50,59.28
2007-09-28,27,59.37
2007-10-05,25,61.1
2007-10-12,35,63.23
2007-10-19,36,57.11
2007-10-26,60,60.67
2007-11-02,40,58.42
2007-11-09,41,56.49
2007-11-16,39,58.67
2007-11-23,36,55.63
2007-11-30,35,58.98
2007-12-07,50,56.96
2007-12-14,45,52.29
2007-12-21,33,51.95
2007-12-28,42,50.84
2008-01-04,51,49.14
2008-01-11,71,44
2008-01-18,72,43.61
2008-01-25,48,45.44
2008-02-01,58,49.6
2008-02-08,45,44.98
2008-02-15,31,45.11
2008-02-22,44,45.06
2008-02-29,36,42.3
2008-03-07,51,41.53
2008-03-14,47,41.01
2008-03-28,55,43.15
2008-04-04,48,46.11
2008-04-11,50,43.39
2008-04-18,52,45.53
2008-04-25,65,47.77
2008-05-02,55,50.4
2008-05-09,47,48.96
2008-05-16,48,48.68
2008-05-23,61,45.45
2008-05-30,45,46.35
2008-06-06,55,44.65
2008-06-13,59,44.66
2008-06-20,57,41.18
2008-06-27,62,38.04
2008-07-11,45,39.21
2008-07-18,65,42.19
2008-07-25,91,36.62
2008-08-01,54,37.19
2008-08-08,51,37.81
2008-08-15,53,39.07
2008-08-22,52,38.79
2008-08-29,50,39.68
2008-09-05,40,39.4
2008-09-12,55,38.95
2008-09-19,81,40.4
2008-09-26,61,39.5
2008-10-03,67,30.87
2008-10-10,75,23.15
2008-10-17,74,23.33
2008-10-24,95,24.05
2008-10-31,65,27.5
2008-11-07,48,25.31
2008-11-14,93,19.99
2008-11-21,81,18.69
2008-11-28,59,23.31
2008-12-05,45,21.78
2008-12-12,58,20.34
2008-12-19,49,19.43
2008-12-26,43,17.91
2009-01-02,50,19.33
2009-01-09,56,19.23
2009-01-16,47,17.01
2009-01-23,40,16
2009-01-30,85,16.73
2009-02-06,59,17.93
2009-02-13,40,15.74
2009-02-20,59,12.97
2009-02-27,62,12.06
2009-03-06,67,10.26
2009-03-13,75,13.09
2009-03-20,65,12.26
2009-03-27,64,14.45
2009-04-03,48,15.33
2009-04-17,77,21.81
2009-04-24,85,25.3
2009-05-01,76,24.29
2009-05-08,75,28.4
2009-05-15,72,24.23
2009-05-22,66,23.4
2009-05-29,46,24.85
2009-06-05,54,24.95
2009-06-12,52,25.16
2009-06-19,42,24.64
2009-06-26,44,23.76
2009-07-10,45,23.22
2009-07-17,59,28.03
2009-07-24,58,29.51
2009-07-31,39,28.33
2009-08-07,49,32.69
2009-08-14,45,31.72
2009-08-21,41,32.85
2009-08-28,45,34.24
2009-09-04,44,32.84
2009-09-11,35,34.17
2009-09-18,43,34.77
2009-09-25,40,33.07
2009-10-02,41,32.49
2009-10-09,40,34.94
2009-10-16,31,34.95
2009-10-23,52,34.58
2009-10-30,37,34.84
2009-11-06,40,37.21
2009-11-13,34,40.35
2009-11-20,40,40.93
2009-11-27,35,40.84
2009-12-04,39,39.3
2009-12-11,35,40.73
2009-12-18,42,40.51
2010-01-08,30,41.95
2010-01-15,41,42.39
2010-01-22,41,38.59
2010-01-29,39,37.66
2010-02-05,36,37.85
2010-02-12,37,38.42
2010-02-19,32,39.06
2010-02-26,33,38.19
2010-03-05,27,40.2
2010-03-12,28,40.76
2010-03-19,27,40.33
2010-03-26,32,41.12
2010-04-09,32,43.88
2010-04-16,34,45.1
2010-04-23,45,48.05
2010-04-30,38,46.12
2010-05-07,34,40.6
2010-05-14,34,40.64
2010-05-21,35,39.82
2010-05-28,35,39.87
2010-06-04,26,38.41
2010-06-11,24,40.13
2010-06-18,30,42.03
2010-06-25,28,42.67
2010-07-02,22,39.42
2010-07-09,26,42.58
2010-07-16,31,41.38
2010-07-23,45,44.79
2010-07-30,27,44.64
2010-08-06,27,43.5
2010-08-13,32,41.73
2010-08-20,25,40.76
2010-08-27,27,40.91
2010-09-03,24,41.8
2010-09-10,26,40.19
2010-09-17,27,41.37
2010-09-24,33,43.13
2010-10-01,25,41.78
2010-10-08,41,37.99
2010-10-15,39,39.09
2010-10-22,45,39.03
2010-10-29,36,41.46
2010-11-05,38,44.07
2010-11-12,24,42.7
2010-11-19,40,42.75
2010-11-26,31,42.27
2010-12-03,26,44.88
2010-12-10,29,46.26
2010-12-17,29,44.01
2010-12-31,27,42.92
2011-01-07,36,44.36
2011-01-14,32,46.25
2011-01-21,24,46
2011-01-28,32,43.86
2011-02-04,24,43.82
2011-02-11,32,46.75
2011-02-18,38,45.53
2011-02-25,29,43.53
2011-03-04,27,43.72
2011-03-11,28,44.28
2011-03-18,20,44.17
2011-03-25,35,45.59
2011-04-01,27,45.36
2011-04-08,29,46.28
2011-04-15,28,46.25
2011-04-29,27,49.08
2011-05-06,21,50.2
2011-05-13,21,49.49
2011-05-20,23,51.19
2011-05-27,27,51.13
2011-06-03,23,49.28
2011-06-10,18,47.74
2011-06-17,17,48.5
2011-06-24,24,48.34
2011-07-01,26,52.34
2011-07-08,28,53.07
2011-07-15,21,51.81
2011-07-22,32,52.24
2011-07-29,21,50.04
2011-08-05,30,47.21
2011-08-12,29,44.89
2011-08-19,24,44.47
2011-08-26,23,48.48
2011-09-02,23,48.51
2011-09-09,22,47.28
2011-09-16,20,50.12
2011-09-23,22,46.45
2011-09-30,18,44.9
2011-10-07,21,43.43
2011-10-14,21,46.1
2011-10-21,26,48.46
2011-10-28,21,52.1
2011-11-04,23,51.18
2011-11-11,22,50.37
2011-11-18,19,46.88
2011-11-25,20,45
2011-12-02,18,48.23
2011-12-09,20,48.8
2011-12-16,21,46.88
2011-12-23,23,47.95
2011-12-30,17,47.17
2012-01-06,22,48.27
2012-01-13,21,49.76
2012-01-20,23,50.04
2012-01-27,23,49.85
2012-02-03,21,52.25
2012-02-10,21,51.81
2012-02-17,22,52.86
2012-02-24,21,53.33
2012-03-02,25,52.99
2012-03-09,20,53.2
2012-03-16,20,56.55
2012-03-23,19,57.25
2012-03-30,23,57.86
2012-04-13,21,57.28
2012-04-20,27,57.45
2012-04-27,24,60.17
2012-05-04,22,60.1
2012-05-11,19,59.64
2012-05-18,20,55.4
2012-05-25,20,55.81
2012-06-01,21,53.43
2012-06-08,21,55.86
2012-06-15,18,56.28
2012-06-22,14,56.79
2012-06-29,19,58.21
2012-07-06,15,58.63
2012-07-13,21,57.93
2012-07-20,28,55.81
2012-07-27,16,58.53
2012-08-03,18,57.61
2012-08-10,19,55.85
2012-08-17,16,57.59
2012-08-24,18,57.49
2012-08-31,18,58.3
2012-09-07,21,57.73
2012-09-14,21,59.27
2012-09-21,19,57.86
2012-09-28,16,56.86
2012-10-05,21,58.56
2012-10-12,21,57.89
2012-10-19,22,56.86
2012-10-26,21,55.75
2012-11-02,15,56.71
2012-11-09,18,55.83
2012-11-16,16,54.3
2012-11-23,16,56.51
2012-11-30,21,55.9
2012-12-07,20,56.61
2012-12-14,19,56.65
2012-12-21,21,57.65
2012-12-28,14,56.67
2013-01-04,16,59.61
2013-01-11,25,61.24
2013-01-18,27,59.78
2013-01-25,18,59.5
2013-02-01,23,59.91
2013-02-08,23,61.8
2013-02-15,19,61.69
2013-02-22,19,62.57
2013-03-01,22,62.37
2013-03-08,24,64.7
2013-03-15,23,66.09
2013-03-22,19,66.22
2013-04-05,18,65.3
2013-04-12,22,65.68
2013-04-19,23,67.24
2013-04-26,23,67.75
2013-05-03,23,70.23
2013-05-10,20,70.08
2013-05-17,19,73.32
2013-05-24,15,75.27
2013-05-31,17,75.71
2013-06-07,22,78.04
2013-06-14,22,72.97
2013-06-21,20,73.31
2013-06-28,19,74.76
2013-07-05,16,76.31
2013-07-12,20,78.33
2013-07-19,30,74.06
2013-07-26,21,75.34
2013-08-02,23,75.69
2013-08-09,17,75.5
2013-08-16,18,75.17
2013-08-23,19,73.65
2013-08-30,15,71.91
2013-09-06,17,73.35
2013-09-13,20,75.3
2013-09-20,15,77.32
2013-09-27,23,75.89
2013-10-04,17,74.31
2013-10-11,21,75.4
2013-10-18,32,80.52
2013-10-25,23,82.61
2013-11-01,21,82.16
2013-11-08,21,81.78
2013-11-15,21,82.8
2013-11-22,22,83.85
2013-11-29,19,85.8
2013-12-06,18,85.93
2013-12-13,17,83.68
2013-12-20,16,87.57
2013-12-27,15,89.19
2014-01-03,18,89.74
2014-01-10,19,88.55
2014-01-17,30,90.97
2014-01-24,22,86.95
2014-01-31,20,85.02
2014-02-07,20,87
2014-02-14,24,89
2014-02-21,19,88.75
2014-02-28,25,91.28
2014-03-07,20,93.86
2014-03-14,24,90.17
2014-03-21,19,91.52
2014-03-28,18,90.46
2014-04-04,21,89.17
2014-04-11,20,84.54
2014-04-25,19,87.03
